composite_ID,UID,test,TSVR_hours,domain,theta
A065_3,A065,3,106.41,where,-2.107138
A065_4,A065,4,187.43,where,-2.2702193
A066_1,A066,1,1.0,where,0.4814991
A066_2,A066,2,23.35,where,-0.52560335
A066_3,A066,3,73.79,where,-0.813506
A066_4,A066,4,164.93,where,-1.2912297
A067_1,A067,1,1.0,where,0.5986335
A067_2,A067,2,29.91,where,-1.3370378
A067_3,A067,3,73.19,where,-1.4671184
A067_4,A067,4,144.19,where,-1.208704
A068_1,A068,1,1.0,where,1.186578
A068_2,A068,2,30.49,where,0.117177755
A068_3,A068,3,82.98,where,0.610876
A068_4,A068,4,155.59,where,-0.36081517
A069_1,A069,1,1.0,where,-0.96561235
A069_2,A069,2,24.96,where,-1.4912251
A069_3,A069,3,79.75,where,-0.81586957
A069_4,A069,4,140.22,where,-1.6760168
A070_1,A070,1,1.0,where,0.66849816
A070_2,A070,2,24.25,where,0.25979045
A070_3,A070,3,81.92,where,-0.5671378
A070_4,A070,4,149.2,where,-1.2078129
A071_1,A071,1,1.0,where,1.1825029
A071_2,A071,2,30.92,where,0.37755665
A071_3,A071,3,79.96,where,-0.6371901
A071_4,A071,4,153.27,where,0.19446951
A072_1,A072,1,1.0,where,0.9963321
A072_2,A072,2,33.76,where,0.3808361
A072_3,A072,3,83.54,where,-0.72129774
A072_4,A072,4,154.89,where,-0.058391795
A073_1,A073,1,1.0,where,0.8587265
A073_2,A073,2,66.66,where,-0.20244986
A073_3,A073,3,66.9,where,0.21029665
A073_4,A073,4,140.12,where,0.9916159
A074_1,A074,1,1.0,where,1.0983253
A074_2,A074,2,29.33,where,0.24436297
A074_3,A074,3,73.02,where,-0.60411704
A074_4,A074,4,147.21,where,-0.96847135
A075_1,A075,1,1.0,where,0.7470089
A075_2,A075,2,28.68,where,0.6729385
A075_3,A075,3,71.37,where,-1.4312079
A075_4,A075,4,244.53,where,-0.60777307
A076_1,A076,1,1.0,where,-0.44263244
A076_2,A076,2,27.3,where,-0.7997155
A076_3,A076,3,74.88,where,-0.8135321
A076_4,A076,4,149.28,where,-2.3054538
A077_1,A077,1,1.0,where,1.0192841
A077_2,A077,2,53.88,where,-0.15604849
A077_3,A077,3,78.36,where,0.16106999
A077_4,A077,4,149.75,where,0.6083534
A078_1,A078,1,1.0,where,0.07454012
A078_2,A078,2,26.17,where,0.16946432
A078_3,A078,3,72.3,where,-1.0444946
A078_4,A078,4,140.08,where,-1.1616063
A079_1,A079,1,1.0,where,0.53766596
A079_2,A079,2,26.11,where,-0.3025957
A079_3,A079,3,74.0,where,-0.8762622
A079_4,A079,4,194.42,where,-0.9346913
A080_1,A080,1,1.0,where,0.38280243
A080_2,A080,2,29.03,where,0.5524726
A080_3,A080,3,72.87,where,0.37515318
A080_4,A080,4,145.77,where,-0.64538527
A081_1,A081,1,1.0,where,0.50441945
A081_2,A081,2,31.39,where,-0.18483032
A081_3,A081,3,80.13,where,1.1800628
A081_4,A081,4,154.53,where,0.33096862
A082_1,A082,1,1.0,where,0.35655326
A082_2,A082,2,27.97,where,1.3607811
A082_3,A082,3,75.71,where,0.3973795
A082_4,A082,4,170.25,where,-0.14018959
A083_1,A083,1,1.0,where,2.0168736
A083_2,A083,2,25.15,where,1.00285
A083_3,A083,3,74.3,where,0.36194983
A083_4,A083,4,144.91,where,0.24137302
A084_1,A084,1,1.0,where,0.5691112
A084_2,A084,2,27.25,where,-0.18040624
A084_3,A084,3,91.97,where,0.03166853
A084_4,A084,4,162.51,where,-0.0047476077
A085_1,A085,1,1.0,where,0.2899799
A085_2,A085,2,24.51,where,1.4209598
A085_3,A085,3,71.4,where,0.025584096
A085_4,A085,4,170.65,where,-0.3731264
A086_1,A086,1,1.0,where,0.97849166
A086_2,A086,2,23.47,where,-0.18614894
A086_3,A086,3,145.29,where,-0.9601963
A086_4,A086,4,169.55,where,-1.1614163
A087_1,A087,1,1.0,where,1.2821014
A087_2,A087,2,31.07,where,1.1883459
A087_3,A087,3,72.8,where,-0.2785365
A087_4,A087,4,144.2,where,0.2586514
A088_1,A088,1,1.0,where,2.1475084
A088_2,A088,2,24.25,where,2.4879174
A088_3,A088,3,74.91,where,0.62272197
A088_4,A088,4,149.93,where,1.1072929
A089_1,A089,1,1.0,where,1.5649729
A089_2,A089,2,32.14,where,1.0718217
A089_3,A089,3,79.34,where,0.5249375
A089_4,A089,4,146.96,where,0.3508756
A090_1,A090,1,1.0,where,0.099213794
A090_2,A090,2,23.54,where,-0.24209194
A090_3,A090,3,95.42,where,-1.0358795
A090_4,A090,4,144.07,where,-1.1617507
A091_1,A091,1,1.0,where,0.7014804
A091_2,A091,2,22.2,where,-0.13521343
A091_3,A091,3,73.64,where,-0.8887421
A091_4,A091,4,142.61,where,-0.9598613
A092_1,A092,1,1.0,where,-0.13686992
A092_2,A092,2,22.83,where,-0.70090806
A092_3,A092,3,71.31,where,-0.4578089
A092_4,A092,4,146.16,where,-1.1760907
A093_1,A093,1,1.0,where,0.44534478
A093_2,A093,2,22.09,where,0.28671375
A093_3,A093,3,70.22,where,0.56649524
A093_4,A093,4,140.95,where,0.5191052
A094_1,A094,1,1.0,where,-0.71144027
A094_2,A094,2,22.98,where,-0.15374868
A094_3,A094,3,76.21,where,-1.4280683
A094_4,A094,4,149.99,where,-1.1847831
A095_1,A095,1,1.0,where,1.4802225
A095_2,A095,2,29.71,where,-0.3401414
A095_3,A095,3,78.76,where,-0.40075338
A095_4,A095,4,148.79,where,-0.9582339
A096_1,A096,1,1.0,where,-0.4121188
A096_2,A096,2,24.49,where,-0.88762873
A096_3,A096,3,71.19,where,-2.1615133
A096_4,A096,4,143.66,where,-1.2287564
A097_1,A097,1,1.0,where,0.14475676
A097_2,A097,2,24.37,where,-0.57904583
A097_3,A097,3,70.83,where,0.8254244
A097_4,A097,4,144.85,where,0.19003011
A098_1,A098,1,1.0,where,0.8269297
A098_2,A098,2,25.77,where,0.446704
A098_3,A098,3,78.84,where,1.1578248
A098_4,A098,4,146.29,where,-0.6112854
A099_1,A099,1,1.0,where,1.0796213
A099_2,A099,2,28.75,where,1.3544149
A099_3,A099,3,78.57,where,-0.12090313
A099_4,A099,4,143.51,where,1.0466882
A100_1,A100,1,1.0,where,-0.19057651
A100_2,A100,2,31.14,where,0.9044729
A100_3,A100,3,75.34,where,0.22922672
A100_4,A100,4,146.8,where,0.06803087
A101_1,A101,1,1.0,where,-0.9462252
A101_2,A101,2,29.12,where,-0.55277234
A101_3,A101,3,75.21,where,-1.5930067
A101_4,A101,4,150.22,where,-0.9949761
A102_1,A102,1,1.0,where,-0.024540316
A102_2,A102,2,29.13,where,1.2355605
A102_3,A102,3,75.27,where,-0.42207742
A102_4,A102,4,150.41,where,-0.7300058
A103_1,A103,1,1.0,where,1.5713539
A103_2,A103,2,27.26,where,-1.0943544
A103_3,A103,3,80.24,where,-1.4175515
A103_4,A103,4,149.72,where,-1.0943214
A104_1,A104,1,1.0,where,1.6869882
A104_2,A104,2,22.6,where,0.20594147
A104_3,A104,3,72.62,where,0.2628214
A104_4,A104,4,145.78,where,-1.721655
A105_1,A105,1,1.0,where,0.7042392
A105_2,A105,2,22.77,where,0.5544501
A105_3,A105,3,69.46,where,-0.32355082
A105_4,A105,4,146.2,where,0.4385651
A106_1,A106,1,1.0,where,1.314505
A106_2,A106,2,22.64,where,0.06214906
A106_3,A106,3,66.08,where,0.39107776
A106_4,A106,4,147.13,where,1.1643393
A107_1,A107,1,1.0,where,-0.7827122
A107_2,A107,2,26.22,where,-1.5480853
A107_3,A107,3,71.45,where,-1.1850315
A107_4,A107,4,145.95,where,-1.3145429
A108_1,A108,1,1.0,where,-0.46580803
A108_2,A108,2,27.61,where,-0.9090442
A108_3,A108,3,68.96,where,-0.15494189
A108_4,A108,4,152.12,where,-1.056874
A109_1,A109,1,1.0,where,-0.24901082
A109_2,A109,2,24.65,where,-1.060476
A109_3,A109,3,71.17,where,-0.09701187
A109_4,A109,4,149.87,where,-1.2608058
A010_1,A010,1,1.0,when,-0.24154915
A010_2,A010,2,21.9,when,0.68599474
A010_3,A010,3,80.88,when,-0.076383084
A010_4,A010,4,145.31,when,1.1705245
A011_1,A011,1,1.0,when,0.22548166
A011_2,A011,2,24.57,when,1.3155032
A011_3,A011,3,72.55,when,-0.45838392
A011_4,A011,4,148.85,when,0.09927937
A012_1,A012,1,1.0,when,0.7508862
A012_2,A012,2,25.6,when,-0.15484987
A012_3,A012,3,166.33,when,-0.36329967
A012_4,A012,4,166.87,when,-0.50624204
A013_1,A013,1,1.0,when,-0.21120891
A013_2,A013,2,24.77,when,-0.34614083
A013_3,A013,3,79.66,when,0.43057328
A013_4,A013,4,147.13,when,-0.031026013
A014_1,A014,1,1.0,when,0.37932342
A014_2,A014,2,25.66,when,0.92721575
A014_3,A014,3,70.56,when,-0.27616444
A014_4,A014,4,148.87,when,-0.40244493
A015_1,A015,1,1.0,when,1.6497607
A015_2,A015,2,23.69,when,-0.31009868
A015_3,A015,3,70.59,when,1.2729087
A015_4,A015,4,146.54,when,-0.07569087
A016_1,A016,1,1.0,when,-0.4965228
A016_2,A016,2,32.85,when,-0.30227306
A016_3,A016,3,80.64,when,0.80358815
A016_4,A016,4,150.8,when,-0.51415277
A017_1,A017,1,1.0,when,-0.18879388
A017_2,A017,2,20.61,when,0.13481109
A017_3,A017,3,61.28,when,1.3445141
A017_4,A017,4,140.49,when,1.555736
A018_1,A018,1,1.0,when,0.23296411
A018_2,A018,2,34.03,when,1.0015876
A018_3,A018,3,83.64,when,-0.03338013
A018_4,A018,4,150.87,when,0.828471
A019_1,A019,1,1.0,when,-0.4402759
A019_2,A019,2,28.69,when,-0.45907453
A019_3,A019,3,83.68,when,-0.39007965
A019_4,A019,4,154.76,when,1.2304523
A020_1,A020,1,1.0,when,-0.24716589
A020_2,A020,2,26.85,when,0.23668598
A020_3,A020,3,78.25,when,1.100098
A020_4,A020,4,145.78,when,-0.6003916
A021_1,A021,1,1.0,when,0.8683164
A021_2,A021,2,30.21,when,-0.32053202
A021_3,A021,3,74.19,when,-0.5406563
A021_4,A021,4,140.39,when,0.6593701
A022_1,A022,1,1.0,when,-0.29673445
A022_2,A022,2,24.15,when,0.13275431
A022_3,A022,3,74.46,when,-0.38698846
A022_4,A022,4,141.71,when,1.2099777
A023_1,A023,1,1.0,when,0.1523731
A023_2,A023,2,25.63,when,-0.40719613
A023_3,A023,3,72.2,when,0.719344
A023_4,A023,4,145.07,when,-0.67562586
A024_1,A024,1,1.0,when,0.58032763
A024_2,A024,2,29.57,when,0.188868
A024_3,A024,3,91.47,when,-0.40437686
A024_4,A024,4,145.65,when,0.012096136
A025_1,A025,1,1.0,when,1.8713145
A025_2,A025,2,23.33,when,-0.34693974
A025_3,A025,3,72.94,when,-0.5656397
A025_4,A025,4,137.74,when,0.9356526
A026_1,A026,1,1.0,when,0.78948355
A026_2,A026,2,26.48,when,-0.23021683
A026_3,A026,3,75.46,when,-0.40833437
A026_4,A026,4,147.65,when,0.05735785
A027_1,A027,1,1.0,when,-0.22206005
A027_2,A027,2,28.26,when,-0.06869045
A027_3,A027,3,74.58,when,-0.5055675
A027_4,A027,4,145.92,when,-0.49662566
A028_1,A028,1,1.0,when,0.6571814
A028_2,A028,2,22.82,when,0.23109137
A028_3,A028,3,72.26,when,0.13950114
A028_4,A028,4,138.91,when,-0.2413052
A029_1,A029,1,1.0,when,-0.440256
A029_2,A029,2,28.43,when,-0.63901347
A029_3,A029,3,93.26,when,0.8619237
A029_4,A029,4,143.14,when,0.69581985
A030_1,A030,1,1.0,when,-0.59050345
A030_2,A030,2,32.95,when,-0.44718823
A030_3,A030,3,71.93,when,-0.73775506
A030_4,A030,4,150.46,when,-0.45172146
A031_1,A031,1,1.0,when,0.38252574
A031_2,A031,2,32.41,when,-0.53448284
A031_3,A031,3,71.56,when,1.0439749
A031_4,A031,4,143.85,when,-0.3085659
A032_1,A032,1,1.0,when,1.4072789
A032_2,A032,2,57.18,when,-0.40239063
A032_3,A032,3,80.16,when,1.1389438
A032_4,A032,4,144.51,when,-0.058941893
A033_1,A033,1,1.0,when,-0.48073784
A033_2,A033,2,29.16,when,0.06584682
A033_3,A033,3,72.6,when,0.16199993
A033_4,A033,4,168.33,when,1.4573243
A034_1,A034,1,1.0,when,1.3157963
A034_2,A034,2,26.08,when,0.14213738
A034_3,A034,3,74.28,when,1.5336407
A034_4,A034,4,145.38,when,-0.30377996
A035_1,A035,1,1.0,when,0.14575137
A035_2,A035,2,44.76,when,-0.12394886
A035_3,A035,3,79.98,when,-0.20610072
A035_4,A035,4,152.47,when,-0.41800168
A036_1,A036,1,1.0,when,-0.4841802
A036_2,A036,2,21.63,when,0.9630702
A036_3,A036,3,71.47,when,0.60024065
A036_4,A036,4,143.85,when,-0.2132329
A037_1,A037,1,1.0,when,1.9352602
A037_2,A037,2,23.7,when,-0.10257697
A037_3,A037,3,72.08,when,-0.0670611
A037_4,A037,4,143.66,when,-0.23137146
A038_1,A038,1,1.0,when,1.352358
A038_2,A038,2,71.85,when,-0.13318965
A038_3,A038,3,72.86,when,0.110988885
A038_4,A038,4,152.89,when,1.5159682
A039_1,A039,1,1.0,when,1.9235764
A039_2,A039,2,28.65,when,-0.16371053
A039_3,A039,3,98.84,when,0.31556875
A039_4,A039,4,246.24,when,0.8005496
A040_1,A040,1,1.0,when,-0.525572
A040_2,A040,2,26.26,when,-0.19992182
A040_3,A040,3,71.28,when,1.4048398
A040_4,A040,4,143.53,when,-0.61783093
A041_1,A041,1,1.0,when,0.8479543
A041_2,A041,2,31.78,when,-0.11600017
A041_3,A041,3,75.74,when,-0.38540718
A041_4,A041,4,141.84,when,-0.49592182
A042_1,A042,1,1.0,when,-0.29010308
A042_2,A042,2,28.93,when,-0.42842922
A042_3,A042,3,72.17,when,-0.4725921
A042_4,A042,4,146.02,when,-0.08419152
A043_1,A043,1,1.0,when,-0.380481
A043_2,A043,2,25.62,when,-0.13192014
A043_3,A043,3,64.94,when,-0.11291483
A043_4,A043,4,149.33,when,0.4526212
A044_1,A044,1,1.0,when,-0.45429626
A044_2,A044,2,47.66,when,-0.6033976
A044_3,A044,3,91.63,when,-0.36890796
A044_4,A044,4,155.27,when,1.1890637
A045_1,A045,1,1.0,when,0.053384863
A045_2,A045,2,24.66,when,-0.35258865
A045_3,A045,3,72.23,when,1.2067147
A045_4,A045,4,151.52,when,-0.7161405
A046_1,A046,1,1.0,when,0.5674494
A046_2,A046,2,24.32,when,0.4305871
A046_3,A046,3,73.05,when,-0.45689148
A046_4,A046,4,147.94,when,-0.4617398
A047_1,A047,1,1.0,when,-0.14259496
A047_2,A047,2,23.46,when,-0.1003868
A047_3,A047,3,76.85,when,-0.69356734
A047_4,A047,4,144.22,when,1.527845
A048_1,A048,1,1.0,when,0.6236336
A048_2,A048,2,23.91,when,-0.24837433
A048_3,A048,3,81.15,when,-0.23359239
A048_4,A048,4,146.3,when,1.1771114
A049_1,A049,1,1.0,when,2.0706832
A049_2,A049,2,27.12,when,-0.33731827
A049_3,A049,3,111.38,when,0.4913686
A049_4,A049,4,168.86,when,0.097040385
A050_1,A050,1,1.0,when,-0.6450708
A050_2,A050,2,24.73,when,1.2842733
A050_3,A050,3,93.39,when,-0.45641744
A050_4,A050,4,148.69,when,-0.57911
A051_1,A051,1,1.0,when,-0.24766746
A051_2,A051,2,17.16,when,-0.24667148
A051_3,A051,3,65.63,when,-0.1888611
A051_4,A051,4,146.99,when,-0.50837123
A052_1,A052,1,1.0,when,1.4184871
A052_2,A052,2,31.76,when,0.13763106
A052_3,A052,3,80.98,when,-0.38897106
A052_4,A052,4,153.27,when,-0.4978921
A053_1,A053,1,1.0,when,-0.32272992
A053_2,A053,2,32.71,when,0.22097263
A053_3,A053,3,78.28,when,-0.07732225
A053_4,A053,4,148.9,when,1.6236721
A054_1,A054,1,1.0,when,0.8520787
A054_2,A054,2,16.9,when,-0.46328735
A054_3,A054,3,72.83,when,-0.41545728
A054_4,A054,4,136.83,when,0.3019013
A055_1,A055,1,1.0,when,0.22504854
A055_2,A055,2,23.24,when,0.17241217
A055_3,A055,3,74.48,when,-0.40401754
A055_4,A055,4,149.21,when,-0.18794729
A056_1,A056,1,1.0,when,-0.660795
A056_2,A056,2,33.61,when,0.29106054
A056_3,A056,3,71.46,when,1.1596278
A056_4,A056,4,147.84,when,-0.43674785
A057_1,A057,1,1.0,when,-0.29681718
A057_2,A057,2,24.78,when,0.657737
A057_3,A057,3,73.83,when,-0.33759665
A057_4,A057,4,145.06,when,0.41449857
A058_1,A058,1,1.0,when,0.88526887
A058_2,A058,2,22.96,when,0.22694552
A058_3,A058,3,66.28,when,0.5878819
A058_4,A058,4,143.48,when,-0.750076
A059_1,A059,1,1.0,when,0.831746
A059_2,A059,2,30.4,when,1.439004
A059_3,A059,3,79.78,when,-0.53208923
A059_4,A059,4,151.93,when,0.14022826
A060_1,A060,1,1.0,when,-0.49958816
A060_2,A060,2,24.87,when,-0.39960644
A060_3,A060,3,94.68,when,0.8208029
A060_4,A060,4,143.91,when,-0.15908457
A061_1,A061,1,1.0,when,2.0627139
A061_2,A061,2,35.16,when,0.17510246
A061_3,A061,3,82.55,when,-0.6113752
A061_4,A061,4,146.56,when,-0.23610613
A062_1,A062,1,1.0,when,0.37512586
A062_2,A062,2,44.69,when,0.8365811
A062_3,A062,3,92.72,when,-0.19706535
A062_4,A062,4,149.18,when,-0.0023819325
A063_1,A063,1,1.0,when,-0.040614642
A063_2,A063,2,21.98,when,0.46021977
A063_3,A063,3,69.99,when,0.53486025
A063_4,A063,4,141.09,when,-0.01998371
A064_1,A064,1,1.0,when,1.5389558
A064_2,A064,2,37.65,when,-0.47561848
A064_3,A064,3,82.99,when,1.7674643
A064_4,A064,4,156.21,when,-0.50869435
A065_1,A065,1,1.0,when,-0.74250513
A065_2,A065,2,32.31,when,0.20341103
A065_3,A065,3,106.41,when,-0.3783078
A065_4,A065,4,187.43,when,-0.60172194
A066_1,A066,1,1.0,when,-0.37220883
A066_2,A066,2,23.35,when,-0.1220482
A066_3,A066,3,73.79,when,-0.51593107
A066_4,A066,4,164.93,when,-0.79833627
A067_1,A067,1,1.0,when,1.0609406
A067_2,A067,2,29.91,when,-0.20979582
A067_3,A067,3,73.19,when,-0.6755898
A067_4,A067,4,144.19,when,0.037365414
A068_1,A068,1,1.0,when,1.015199
A068_2,A068,2,30.49,when,-0.24830456
A068_3,A068,3,82.98,when,-0.25262892
A068_4,A068,4,155.59,when,-0.53430504
A069_1,A069,1,1.0,when,-0.2596027
A069_2,A069,2,24.96,when,-0.6040248
A069_3,A069,3,79.75,when,1.384305
A069_4,A069,4,140.22,when,-0.42733204
A070_1,A070,1,1.0,when,0.02069249
A070_2,A070,2,24.25,when,-0.20295013
A070_3,A070,3,81.92,when,-0.21951933
A070_4,A070,4,149.2,when,1.0991817
A071_1,A071,1,1.0,when,-0.4742308
A071_2,A071,2,30.92,when,0.43136954
A071_3,A071,3,79.96,when,-0.53656256
A071_4,A071,4,153.27,when,-0.2828639
A072_1,A072,1,1.0,when,-0.16149792
A072_2,A072,2,33.76,when,1.4631172
A072_3,A072,3,83.54,when,-0.629684
A072_4,A072,4,154.89,when,-0.4359131
A073_1,A073,1,1.0,when,-0.5174654
A073_2,A073,2,66.66,when,-0.21012893
A073_3,A073,3,66.9,when,0.53100085
A073_4,A073,4,140.12,when,1.1107814
A074_1,A074,1,1.0,when,1.2813684
A074_2,A074,2,29.33,when,-0.52071154
A074_3,A074,3,73.02,when,-0.81617445
A074_4,A074,4,147.21,when,0.10373091
A075_1,A075,1,1.0,when,-0.54059076
A075_2,A075,2,28.68,when,-0.5502456
A075_3,A075,3,71.37,when,1.1863189
A075_4,A075,4,244.53,when,-0.57930595
A076_1,A076,1,1.0,when,-0.5056021
A076_2,A076,2,27.3,when,-0.43344772
A076_3,A076,3,74.88,when,-0.19740665
A076_4,A076,4,149.28,when,1.5284538
A077_1,A077,1,1.0,when,1.5040148
A077_2,A077,2,53.88,when,-0.10567103
A077_3,A077,3,78.36,when,-0.35756844
A077_4,A077,4,149.75,when,-0.5239091
A078_1,A078,1,1.0,when,-0.10844841
A078_2,A078,2,26.17,when,-0.0067033195
A078_3,A078,3,72.3,when,-0.51325446
A078_4,A078,4,140.08,when,-0.15717757
A079_1,A079,1,1.0,when,-0.7119632
A079_2,A079,2,26.11,when,-0.30479327
A079_3,A079,3,74.0,when,-0.40777707
A079_4,A079,4,194.42,when,0.7509921
A080_1,A080,1,1.0,when,0.57000864
A080_2,A080,2,29.03,when,0.44364765
A080_3,A080,3,72.87,when,0.5041131
A080_4,A080,4,145.77,when,-0.5906437
A081_1,A081,1,1.0,when,0.8564262
A081_2,A081,2,31.39,when,-0.025125109
A081_3,A081,3,80.13,when,-0.42852363
A081_4,A081,4,154.53,when,-0.46736154
A082_1,A082,1,1.0,when,1.7644588
A082_2,A082,2,27.97,when,-0.0019905437
A082_3,A082,3,75.71,when,-0.12800583
A082_4,A082,4,170.25,when,-0.39582023
A083_1,A083,1,1.0,when,-0.31841132
A083_2,A083,2,25.15,when,-0.45229053
A083_3,A083,3,74.3,when,-0.47990027
A083_4,A083,4,144.91,when,0.34402838
A084_1,A084,1,1.0,when,1.4150648
A084_2,A084,2,27.25,when,-0.27028632
A084_3,A084,3,91.97,when,-0.4267936
A084_4,A084,4,162.51,when,-0.23278973
A085_1,A085,1,1.0,when,-0.47458923
A085_2,A085,2,24.51,when,-0.47382683
A085_3,A085,3,71.4,when,-0.3005388
A085_4,A085,4,170.65,when,-0.061538562
A086_1,A086,1,1.0,when,-0.23130356
A086_2,A086,2,23.47,when,-0.5171918
A086_3,A086,3,145.29,when,-0.2446419
A086_4,A086,4,169.55,when,1.2211847
A087_1,A087,1,1.0,when,1.4052566
A087_2,A087,2,31.07,when,-0.49443603
A087_3,A087,3,72.8,when,0.13714062
A087_4,A087,4,144.2,when,-0.18968214
A088_1,A088,1,1.0,when,-0.08135233
A088_2,A088,2,24.25,when,-0.31528148
A088_3,A088,3,74.91,when,-0.43399978
A088_4,A088,4,149.93,when,1.2568436
A089_1,A089,1,1.0,when,1.7083962
A089_2,A089,2,32.14,when,-0.21348219
A089_3,A089,3,79.34,when,-0.14985779
A089_4,A089,4,146.96,when,-0.28080377
A090_1,A090,1,1.0,when,0.7624718
A090_2,A090,2,23.54,when,-0.6505352
A090_3,A090,3,95.42,when,-0.8909199
A090_4,A090,4,144.07,when,-0.34045273
A091_1,A091,1,1.0,when,0.86372465
A091_2,A091,2,22.2,when,0.65469027
A091_3,A091,3,73.64,when,-0.48093566
A091_4,A091,4,142.61,when,1.381451
A092_1,A092,1,1.0,when,-0.4826386
A092_2,A092,2,22.83,when,-0.42812535
A092_3,A092,3,71.31,when,-0.05944928
A092_4,A092,4,146.16,when,-0.43719628
A093_1,A093,1,1.0,when,-0.3689992
A093_2,A093,2,22.09,when,0.11884567
A093_3,A093,3,70.22,when,1.6647446
A093_4,A093,4,140.95,when,-0.32164475
A094_1,A094,1,1.0,when,0.823974
A094_2,A094,2,22.98,when,0.46111983
A094_3,A094,3,76.21,when,0.37761584
A094_4,A094,4,149.99,when,0.55721027
A095_1,A095,1,1.0,when,0.63964266
A095_2,A095,2,29.71,when,-0.49500343
A095_3,A095,3,78.76,when,-0.2971133
A095_4,A095,4,148.79,when,-0.4209291
A096_1,A096,1,1.0,when,-0.6160523
A096_2,A096,2,24.49,when,-0.4185087
A096_3,A096,3,71.19,when,-0.29439145
A096_4,A096,4,143.66,when,-0.5943314
A097_1,A097,1,1.0,when,-0.36350635
A097_2,A097,2,24.37,when,-0.3395108
A097_3,A097,3,70.83,when,-0.605232
A097_4,A097,4,144.85,when,1.2515274
A098_1,A098,1,1.0,when,0.4971533
A098_2,A098,2,25.77,when,-0.2349469
A098_3,A098,3,78.84,when,1.3599656
A098_4,A098,4,146.29,when,-0.4772023
A099_1,A099,1,1.0,when,-0.2180019
A099_2,A099,2,28.75,when,-0.41050053
A099_3,A099,3,78.57,when,-0.20056172
A099_4,A099,4,143.51,when,-0.69252235
A100_1,A100,1,1.0,when,1.4684601
A100_2,A100,2,31.14,when,-0.33779326
A100_3,A100,3,75.34,when,-0.28128785
A100_4,A100,4,146.8,when,-0.22473392
A101_1,A101,1,1.0,when,0.65641433
A101_2,A101,2,29.12,when,0.81957674
A101_3,A101,3,75.21,when,-0.45515946
A101_4,A101,4,150.22,when,-0.31006965
A102_1,A102,1,1.0,when,-0.2566523
A102_2,A102,2,29.13,when,-0.33513072
A102_3,A102,3,75.27,when,-0.6858174
A102_4,A102,4,150.41,when,1.4994364
A103_1,A103,1,1.0,when,-0.42076415
A103_2,A103,2,27.26,when,0.31559962
A103_3,A103,3,80.24,when,0.325334
A103_4,A103,4,149.72,when,-0.5340449
A104_1,A104,1,1.0,when,1.8159056
A104_2,A104,2,22.6,when,0.84386843
A104_3,A104,3,72.62,when,-0.46309766
A104_4,A104,4,145.78,when,-0.3772499
A105_1,A105,1,1.0,when,-0.13496135
A105_2,A105,2,22.77,when,0.24417153
A105_3,A105,3,69.46,when,0.059506916
A105_4,A105,4,146.2,when,-0.50990736
A106_1,A106,1,1.0,when,1.1422098
A106_2,A106,2,22.64,when,-0.4354155
A106_3,A106,3,66.08,when,1.3641832
A106_4,A106,4,147.13,when,-0.28151542
A107_1,A107,1,1.0,when,0.97875214
A107_2,A107,2,26.22,when,-0.28175655
A107_3,A107,3,71.45,when,0.77518064
A107_4,A107,4,145.95,when,-0.233869
A108_1,A108,1,1.0,when,-0.13473348
A108_2,A108,2,27.61,when,0.24186571
A108_3,A108,3,68.96,when,0.083498195
A108_4,A108,4,152.12,when,-0.28900594
A109_1,A109,1,1.0,when,-0.63438576
A109_2,A109,2,24.65,when,0.88505614
A109_3,A109,3,71.17,when,-0.2843768
A109_4,A109,4,149.87,when,-0.3660474
