UID,test,location_type,irt_theta,ctt_mean_score
A069,2,source,-0.9050108,0.5294117647058824
A069,3,source,-0.53834414,0.5882352941176471
A069,4,source,-1.7287896,0.2794117647058823
A070,1,source,-0.16930422,0.7352941176470589
A070,2,source,0.23320425,0.6911764705882353
A070,3,source,-0.75356513,0.5147058823529411
A070,4,source,-1.1904025,0.4705882352941176
A071,1,source,0.5082413,0.8235294117647058
A071,2,source,0.83159643,0.8823529411764706
A071,3,source,-0.4841799,0.5588235294117647
A071,4,source,0.43548703,0.7647058823529411
A072,1,source,1.1708913,0.9411764705882352
A072,2,source,1.1662811,0.8676470588235294
A072,3,source,-0.9678977,0.5735294117647058
A072,4,source,-0.172895,0.7058823529411765
A073,1,source,1.1209983,0.9411764705882352
A073,2,source,0.3522422,0.7352941176470589
A073,3,source,1.3783715,0.9411764705882352
A073,4,source,1.4486346,0.9264705882352942
A074,1,source,1.0531274,0.9411764705882352
A074,2,source,0.28312021,0.7647058823529411
A074,3,source,-0.56265223,0.4852941176470588
A074,4,source,-0.6709876,0.5294117647058824
A075,1,source,1.2248234,0.9411764705882352
A075,2,source,0.43895453,0.7205882352941176
A075,3,source,-1.422566,0.3382352941176471
A075,4,source,-0.6957722,0.4558823529411764
A076,1,source,0.15540236,0.6911764705882353
A076,2,source,-1.0829679,0.6470588235294118
A076,3,source,-1.1610296,0.3529411764705882
A076,4,source,-1.1055614,0.4558823529411764
A077,1,source,0.5334684,0.7794117647058824
A077,2,source,-0.17786074,0.75
A077,3,source,-0.0657532,0.6617647058823529
A077,4,source,-0.39172974,0.7647058823529411
A078,1,source,-0.5279406,0.6470588235294118
A078,2,source,0.1811822,0.6470588235294118
A078,3,source,-0.7775617,0.5588235294117647
A078,4,source,-1.4361522,0.3970588235294117
A079,1,source,0.019097133,0.7058823529411765
A079,2,source,0.19691332,0.7352941176470589
A079,3,source,-0.70234376,0.6176470588235294
A079,4,source,-0.62206274,0.4705882352941176
A080,1,source,0.10537331,0.8235294117647058
A080,2,source,0.5328905,0.8088235294117647
A080,3,source,0.045848988,0.6323529411764706
A080,4,source,-0.66487795,0.4705882352941176
A081,1,source,0.37206882,0.6617647058823529
A081,2,source,-0.42201942,0.8088235294117647
A081,3,source,0.83210707,0.7647058823529411
A081,4,source,-0.09271791,0.5882352941176471
A082,1,source,0.071322605,0.7794117647058824
A082,2,source,1.181799,0.8970588235294118
A082,3,source,1.0123066,0.9411764705882352
A082,4,source,-0.5707041,0.6029411764705882
A083,1,source,1.2475034,1.0
A083,2,source,0.6259196,0.8235294117647058
A083,3,source,0.113821276,0.7794117647058824
A083,4,source,0.19219941,0.6764705882352942
A084,1,source,0.8040474,0.8235294117647058
A084,2,source,0.14113443,0.6911764705882353
A084,3,source,-0.11596396,0.6911764705882353
A084,4,source,-0.59100777,0.5588235294117647
A085,1,source,-0.11570579,0.7058823529411765
A085,2,source,1.1474876,0.9117647058823528
A085,3,source,-0.103653476,0.7352941176470589
A085,4,source,-0.4273231,0.4411764705882353
A086,1,source,0.7650894,0.7794117647058824
A086,2,source,0.30255273,0.7941176470588235
A086,3,source,-1.0298048,0.3382352941176471
A086,4,source,-0.8856172,0.5147058823529411
A087,1,source,-0.14446898,0.75
A087,2,source,0.79339594,0.8676470588235294
A087,3,source,0.07429415,0.5735294117647058
A087,4,source,0.63730603,0.7794117647058824
A088,1,source,1.3610681,0.9411764705882352
A088,2,source,1.6403587,0.9558823529411764
A088,3,source,1.0740212,0.9117647058823528
A088,4,source,1.2408419,0.9411764705882352
A089,1,source,0.95078164,0.8529411764705882
A089,2,source,1.0349191,0.8529411764705882
A089,3,source,0.30402267,0.8382352941176471
A089,4,source,-0.14708613,0.7647058823529411
A090,1,source,-0.23930658,0.6911764705882353
A090,2,source,0.0107415775,0.7352941176470589
A090,3,source,-0.9169951,0.5294117647058824
A090,4,source,-0.89684373,0.4411764705882353
A091,1,source,0.61024165,0.8676470588235294
A091,2,source,-0.23226447,0.6470588235294118
A091,3,source,-1.0321478,0.5441176470588235
A091,4,source,-1.0876396,0.4558823529411764
A092,1,source,0.23328507,0.7352941176470589
A092,2,source,-0.8227533,0.5294117647058824
A092,3,source,-0.70078677,0.5
A092,4,source,-0.77845037,0.5588235294117647
A093,1,source,0.17902495,0.6764705882352942
A093,2,source,1.032644,1.0
A093,3,source,-0.19266124,0.7058823529411765
A093,4,source,0.2726866,0.8529411764705882
A094,1,source,-1.0644217,0.3529411764705882
A094,2,source,0.04552735,0.6764705882352942
A094,3,source,-0.8497856,0.4411764705882353
A094,4,source,-1.2777404,0.3970588235294117
A095,1,source,1.0975536,0.9411764705882352
A095,2,source,0.2966555,0.7941176470588235
A095,3,source,0.022464879,0.7205882352941176
A095,4,source,-0.32706589,0.7058823529411765
A096,1,source,-0.277075,0.5441176470588235
A096,2,source,0.10875838,0.7058823529411765
A096,3,source,-1.7827787,0.3088235294117647
A096,4,source,-1.7271752,0.2205882352941176
A097,1,source,0.1794386,0.7058823529411765
A097,2,source,-0.54056513,0.6176470588235294
A097,3,source,0.7713108,0.7794117647058824
A097,4,source,-1.0911156,0.4705882352941176
A098,1,source,0.7291178,0.8529411764705882
A098,2,source,0.0246297,0.5882352941176471
A098,3,source,1.1876998,0.9705882352941176
A098,4,source,-0.93667495,0.4411764705882353
A099,1,source,0.5694854,0.8088235294117647
A099,2,source,1.1351792,0.9705882352941176
A099,3,source,0.34919107,0.7941176470588235
A099,4,source,1.2946471,0.9411764705882352
A100,1,source,-0.06639828,0.7205882352941176
A100,2,source,1.3288726,0.9705882352941176
A100,3,source,0.2789706,0.8088235294117647
A100,4,source,0.11508391,0.7794117647058824
A101,1,source,-0.39517584,0.5882352941176471
A101,2,source,-0.64429396,0.4852941176470588
A101,3,source,-1.402536,0.3088235294117647
A101,4,source,-1.0298448,0.3382352941176471
A102,1,source,-0.4269469,0.6323529411764706
A102,2,source,1.3623424,1.0
A102,3,source,-0.3569574,0.6323529411764706
A102,4,source,-0.13239342,0.7352941176470589
A103,1,source,1.1801236,0.9117647058823528
A103,2,source,-0.6768038,0.5735294117647058
A103,3,source,-0.973742,0.3970588235294117
A103,4,source,-0.9487724,0.4411764705882353
A104,1,source,1.2842352,0.9705882352941176
A104,2,source,0.9625718,0.8970588235294118
A104,3,source,-0.589731,0.5147058823529411
A104,4,source,-1.3339353,0.3823529411764705
A105,1,source,0.53870964,0.6764705882352942
A105,2,source,0.46811488,0.7941176470588235
A105,3,source,-1.190793,0.4705882352941176
A105,4,source,-0.1631536,0.6764705882352942
A106,1,source,0.7179772,0.8088235294117647
A106,2,source,-0.1352828,0.6617647058823529
A106,3,source,-0.20217995,0.7352941176470589
A106,4,source,0.47873917,0.8235294117647058
A107,1,source,-0.89261144,0.5735294117647058
A107,2,source,-1.3602527,0.5147058823529411
A107,3,source,-0.8110506,0.4558823529411764
A107,4,source,-1.0200406,0.4264705882352941
A108,1,source,-0.8011535,0.5441176470588235
A108,2,source,-0.5113533,0.5147058823529411
A108,3,source,0.030380113,0.6323529411764706
A108,4,source,-1.5837336,0.4558823529411764
A109,1,source,-0.121756904,0.6323529411764706
A109,2,source,-0.9755655,0.3235294117647059
A109,3,source,0.17754932,0.7058823529411765
A109,4,source,-1.646698,0.3382352941176471
