composite_ID,UID,test,TQ_ICR-D-i1,TQ_ICR-D-i2,TQ_ICR-D-i3,TQ_ICR-D-i4,TQ_ICR-D-i5,TQ_ICR-D-i6,TQ_ICR-U-i1,TQ_ICR-U-i2,TQ_ICR-U-i3,TQ_ICR-U-i4,TQ_ICR-U-i5,TQ_ICR-U-i6,TQ_IFR-D-i2,TQ_IFR-D-i3,TQ_IFR-D-i5,TQ_IFR-D-i6,TQ_IFR-U-i1,TQ_IFR-U-i2,TQ_IFR-U-i3,TQ_IFR-U-i5,TQ_IFR-U-i6,TQ_IRE-D-i1,TQ_IRE-D-i2,TQ_IRE-D-i3,TQ_IRE-D-i5,TQ_IRE-D-i6,TQ_IRE-U-i1,TQ_IRE-U-i2,TQ_IRE-U-i3,TQ_IRE-U-i4,TQ_IRE-U-i5,TQ_IRE-U-i6
A033_4,A033,4,0.5,0.0,0.0,0.5,0.25,0.0,0.5,1.0,0.0,1.0,0.25,1.0,0.0,0.5,0.5,0.0,0.5,1.0,0.25,0.5,1.0,0.25,0.0,0.25,0.25,0.0,1.0,1.0,1.0,1.0,0.25,1.0
A034_1,A034,1,1.0,0.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,0.25,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
A034_2,A034,2,0.25,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.25,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
A034_3,A034,3,0.0,0.0,0.25,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,1.0,1.0,0.0,0.0,0.25,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
A034_4,A034,4,0.5,0.0,0.5,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.5,0.5,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
A035_1,A035,1,0.0,0.25,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
A035_2,A035,2,1.0,1.0,0.0,0.0,0.0,0.25,1.0,1.0,1.0,1.0,1.0,0.25,1.0,0.0,0.0,0.0,1.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
A035_3,A035,3,0.0,0.0,1.0,0.0,0.5,0.0,0.5,1.0,1.0,0.0,0.5,0.5,0.0,1.0,0.25,1.0,0.5,1.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.0
A035_4,A035,4,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.5,1.0,0.0,0.0,1.0,0.5,0.5,0.0,0.0,1.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.25,0.0,0.0,1.0,0.5,0.0,0.0,1.0
A036_1,A036,1,1.0,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,1.0,1.0,0.5,0.5,0.25,0.5,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
A036_2,A036,2,0.5,0.0,0.0,0.5,0.0,0.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.0,0.0,1.0,1.0,0.0,0.5,1.0,0.5,0.0,0.25,0.0,0.0,0.5,1.0,1.0,0.5,1.0,1.0
A036_3,A036,3,0.25,1.0,0.5,0.0,0.5,0.5,1.0,0.25,1.0,0.5,0.0,1.0,0.0,0.5,0.0,0.0,0.25,0.0,1.0,0.0,0.5,0.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,0.0,0.5
A036_4,A036,4,0.0,0.25,0.5,0.0,0.5,0.0,0.0,1.0,0.5,1.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,1.0,1.0,0.5,0.0,0.0,0.25,1.0,0.5,0.5,1.0,0.5
A037_1,A037,1,1.0,1.0,0.5,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.25,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0
A037_2,A037,2,1.0,0.5,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.25,0.25,1.0,1.0,1.0,0.0,0.25,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0
A037_3,A037,3,0.5,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.5,1.0,0.25,0.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,0.5,0.0,1.0,1.0,0.25,1.0,0.0
A037_4,A037,4,0.5,1.0,0.25,0.0,0.5,0.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.25,0.25,0.0,1.0,0.5,0.5,0.5,0.0,0.5,1.0,0.5,0.25,0.0,1.0,1.0,0.5,1.0,0.5,0.5
A038_1,A038,1,0.25,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.0,1.0,0.5,1.0,0.25,1.0,1.0,0.25,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5
A038_2,A038,2,1.0,0.0,0.25,1.0,0.0,0.5,0.5,1.0,0.5,1.0,1.0,0.0,1.0,1.0,0.5,0.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.25,0.0,0.25,0.5,1.0,0.5,1.0,1.0,0.0
A038_3,A038,3,1.0,0.0,0.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
A038_4,A038,4,0.0,0.0,1.0,0.0,0.0,0.5,1.0,1.0,0.25,1.0,0.0,1.0,0.0,1.0,0.0,0.5,1.0,1.0,0.25,0.0,0.0,1.0,0.0,1.0,0.0,0.5,1.0,1.0,0.25,1.0,0.0,1.0
A039_1,A039,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
A039_2,A039,2,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.25,1.0,1.0,1.0
A039_3,A039,3,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.0,1.0,1.0,0.25,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
A039_4,A039,4,0.5,0.0,1.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,1.0,0.25,1.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
A040_1,A040,1,0.5,0.0,1.0,1.0,0.0,0.5,0.5,0.25,0.5,1.0,1.0,1.0,0.5,0.5,0.0,0.0,0.5,0.0,1.0,1.0,0.25,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.25,1.0,1.0,1.0
A040_2,A040,2,0.0,1.0,1.0,0.0,0.5,1.0,0.5,1.0,0.5,1.0,0.0,1.0,0.0,1.0,0.25,1.0,0.0,1.0,0.5,1.0,1.0,0.0,1.0,0.0,0.5,1.0,1.0,1.0,0.25,1.0,0.0,1.0
A040_3,A040,3,0.0,0.0,0.0,0.0,0.0,0.25,0.5,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.5,0.25,0.5,0.0,0.0,1.0,0.5,0.0,0.5,1.0,0.5,1.0,0.0,0.5
A040_4,A040,4,1.0,0.5,0.25,0.0,0.0,0.25,0.0,0.5,0.0,0.5,0.0,0.0,1.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.5,0.5
A041_1,A041,1,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.0,1.0,0.25,1.0,1.0,1.0,1.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,0.5,1.0,1.0
A041_2,A041,2,0.25,0.25,0.0,0.0,1.0,0.5,0.5,1.0,0.0,1.0,0.25,0.5,0.0,0.5,0.25,0.0,0.5,0.5,0.5,0.25,0.5,0.25,0.25,0.5,1.0,0.0,0.5,1.0,0.25,1.0,1.0,0.5
A041_3,A041,3,1.0,0.0,1.0,1.0,0.5,1.0,0.0,0.5,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.5
A041_4,A041,4,0.5,0.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.5,0.0,0.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0
A042_1,A042,1,0.0,0.5,1.0,0.5,0.5,0.0,1.0,0.0,1.0,0.5,0.0,1.0,0.0,0.5,0.25,0.0,0.5,0.0,0.0,1.0,0.0,0.25,0.0,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.0,1.0
A042_2,A042,2,1.0,0.5,0.5,1.0,1.0,0.0,0.5,1.0,1.0,0.0,0.25,0.5,0.25,0.25,1.0,0.0,0.25,0.0,1.0,0.0,1.0,0.5,0.0,0.0,1.0,0.5,0.25,0.0,0.5,0.5,0.0,0.5
A042_3,A042,3,0.0,0.25,0.25,0.0,0.5,1.0,0.0,1.0,0.0,1.0,0.0,0.5,1.0,1.0,0.25,0.25,0.0,0.5,0.0,0.5,1.0,0.0,1.0,0.5,1.0,0.5,0.0,1.0,0.0,1.0,1.0,1.0
A042_4,A042,4,1.0,0.0,0.25,0.0,0.25,0.5,0.0,0.25,0.5,0.0,0.5,0.0,0.0,1.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,1.0,0.0,1.0,0.5,0.5,0.0,1.0,0.25,0.0,0.25,0.0
A043_1,A043,1,1.0,0.0,1.0,1.0,0.25,0.5,1.0,1.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0
A043_2,A043,2,1.0,0.0,0.5,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,0.5,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
A043_3,A043,3,1.0,1.0,0.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.25,1.0,0.0,0.5,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.5,1.0,1.0,1.0,0.0,1.0
A043_4,A043,4,0.0,0.0,0.0,0.0,1.0,0.25,1.0,0.25,1.0,0.5,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.25,1.0,0.5,0.0,1.0
A044_1,A044,1,1.0,0.0,1.0,0.5,0.25,1.0,1.0,1.0,0.25,0.5,0.5,0.0,0.0,1.0,1.0,1.0,0.0,0.25,0.25,0.25,0.0,1.0,0.0,1.0,0.25,1.0,1.0,1.0,0.5,1.0,0.25,0.0
A044_2,A044,2,0.5,1.0,0.0,0.25,0.5,0.0,1.0,0.25,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,1.0,0.25,1.0,1.0,0.25,1.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5
A044_3,A044,3,0.0,0.0,0.5,0.5,0.25,0.5,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.5,0.0,0.5,0.5,0.5,1.0,1.0,0.25,0.5,0.5,0.25,0.0,0.5,0.5,1.0,1.0,0.0,0.25
A044_4,A044,4,0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.25,1.0,0.5,0.0,1.0,0.5,0.0,0.5,0.5,0.0,1.0,1.0,0.0,0.5,0.0,0.0,0.5,0.25,1.0,1.0,0.0,0.0,0.0,0.0
A045_1,A045,1,0.5,0.0,1.0,1.0,0.25,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.25,0.5,0.5,0.0,1.0,0.0,0.0,0.5,1.0,1.0,1.0,0.0,0.5,1.0,0.5,1.0,0.0,1.0
A045_2,A045,2,0.5,1.0,0.5,0.0,0.25,0.25,1.0,0.5,0.0,0.5,0.0,0.5,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.25,1.0,0.25,0.25,0.0,1.0,1.0,0.0,0.5,0.0,0.5
A045_3,A045,3,0.5,0.0,0.0,1.0,0.0,0.25,1.0,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.25,0.0,0.5,0.0,0.5,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
A045_4,A045,4,1.0,0.0,1.0,0.0,0.25,0.5,0.0,1.0,1.0,0.0,0.5,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.5,0.5,0.5,1.0,1.0,1.0,0.0,1.0,0.0
A046_1,A046,1,0.0,0.5,0.0,0.5,0.0,0.0,0.25,0.0,0.0,1.0,0.0,1.0,0.0,0.5,1.0,0.0,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0
A046_2,A046,2,0.0,0.0,0.5,0.0,0.5,0.0,0.0,1.0,0.5,0.0,0.0,0.25,0.0,1.0,0.25,0.0,0.0,1.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0,0.25,0.25,0.0
A046_3,A046,3,1.0,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.5,1.0,1.0,0.0,0.25,0.5,1.0,0.5,1.0,0.25,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,1.0
A046_4,A046,4,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,1.0,1.0,0.5,0.0,0.0,1.0,1.0,0.5,1.0,1.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,0.5,0.0,0.5
A047_1,A047,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.5,0.25,1.0,0.0,0.5,0.0,0.25,0.0,1.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
A047_2,A047,2,0.5,0.5,0.0,0.0,0.5,0.0,1.0,0.25,1.0,0.5,1.0,0.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,1.0,0.25,0.0,1.0,1.0,0.25,0.25,0.5,1.0,0.5
A047_3,A047,3,0.5,1.0,1.0,1.0,0.25,0.0,0.5,0.5,0.5,1.0,0.0,0.25,0.5,1.0,0.0,0.5,0.0,0.5,1.0,1.0,0.0,0.5,0.5,0.5,1.0,0.0,0.5,0.5,0.5,1.0,0.0,0.25
A047_4,A047,4,0.5,1.0,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5,0.5,0.25,1.0,1.0,1.0,0.5,0.0,0.0,0.5,1.0,0.5,0.0
A048_1,A048,1,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.25,1.0,0.5,1.0,1.0,0.5,0.25,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0
A048_2,A048,2,0.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
A048_3,A048,3,0.5,0.0,1.0,0.0,1.0,0.25,0.0,1.0,1.0,0.0,0.25,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5
A048_4,A048,4,0.5,1.0,0.0,1.0,0.0,0.25,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.5,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.5,1.0,0.0,1.0,1.0,0.0
A049_1,A049,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
A049_2,A049,2,0.5,0.5,1.0,0.0,0.25,0.0,0.5,1.0,0.5,1.0,0.25,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.0,0.5,1.0,0.25,0.5,0.0,1.0
A049_3,A049,3,0.0,0.0,0.5,0.25,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.5,0.25,1.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
A049_4,A049,4,0.25,1.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,0.5,0.0,0.5,1.0,1.0,1.0,0.25,1.0,0.5,1.0,0.0,1.0,0.5,1.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0
A050_1,A050,1,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,1.0,1.0,1.0,0.5,0.25,0.0,0.0,0.0,1.0,0.5,1.0,0.5,1.0,0.5,0.5,0.0,0.0,1.0,1.0,0.5,1.0,1.0,1.0
A050_2,A050,2,1.0,0.5,1.0,0.0,0.5,0.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.5,0.25,1.0,0.25,1.0,1.0,0.0,0.0,1.0
A050_3,A050,3,0.0,1.0,0.0,0.5,0.0,0.5,0.0,1.0,0.25,0.25,0.5,0.25,0.0,0.0,0.0,0.5,1.0,1.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5,0.5,0.25
A050_4,A050,4,0.0,0.0,0.0,0.5,1.0,1.0,1.0,0.25,1.0,0.5,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,1.0,0.5,1.0,1.0,1.0,0.0,0.5,0.0,1.0,0.0
A051_1,A051,1,1.0,1.0,1.0,0.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.0,0.25,1.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
A051_2,A051,2,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,1.0,1.0,1.0,0.5,0.0,0.5,0.5,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5,0.0,1.0,0.5,1.0,1.0
A051_3,A051,3,0.5,0.25,1.0,0.0,0.5,0.0,0.5,1.0,0.5,1.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0.5,1.0,0.0,1.0
A051_4,A051,4,1.0,0.0,1.0,0.5,1.0,0.0,0.0,1.0,1.0,0.25,0.5,1.0,0.0,0.25,1.0,0.0,0.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,0.5,0.5,1.0
A052_1,A052,1,1.0,0.0,0.5,0.5,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,0.0,0.5,1.0,1.0,0.5,1.0,1.0,0.0,0.5,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
A052_2,A052,2,0.0,0.0,0.0,0.25,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.5,1.0
A052_3,A052,3,1.0,0.25,1.0,0.0,0.0,0.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,0.25,0.0,0.0,0.25,0.5,0.0,1.0,1.0,0.5,0.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
A052_4,A052,4,0.5,0.5,0.0,0.25,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.25,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.0,1.0,0.5,1.0,1.0,0.25,0.0,1.0,0.5,1.0,0.0,0.0,0.0
A053_1,A053,1,0.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,0.0,0.5,0.5,1.0,1.0,1.0,1.0,0.25,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.25
A053_2,A053,2,1.0,0.0,1.0,0.25,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,0.5,1.0,0.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.0
A053_3,A053,3,1.0,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0,1.0,0.0,0.5,0.5,0.25,0.0,0.0,1.0,0.5,1.0,0.5,0.5,1.0,0.0,1.0,1.0,0.0,0.25,0.0,0.5,1.0,0.0,0.5
A053_4,A053,4,0.5,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,1.0,1.0
A054_1,A054,1,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,0.5,0.0,1.0,0.5,0.0,0.5,0.25,1.0,0.0,0.0,0.5,0.25,1.0,1.0,1.0,1.0,1.0,0.5,1.0
A054_2,A054,2,0.25,1.0,0.25,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.25,1.0,1.0,1.0,0.25,1.0,0.5,1.0,0.25,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5
A054_3,A054,3,1.0,0.0,0.5,0.5,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
A054_4,A054,4,1.0,1.0,0.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
A055_1,A055,1,1.0,0.25,0.5,1.0,0.5,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.5,0.0,0.5,1.0,0.25,1.0,0.0,0.5,0.0,0.0,0.5,1.0,0.5,1.0,1.0,1.0
A055_2,A055,2,1.0,1.0,0.25,0.5,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,0.0,1.0,0.5,1.0,1.0,0.25,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
A055_3,A055,3,0.25,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.5,0.0,1.0,0.5,0.0,1.0,0.25,0.0,0.25,0.0,0.5,0.5,0.0,0.5,0.5,1.0,0.0,0.0,1.0,1.0,0.5,0.0
A055_4,A055,4,0.25,1.0,0.5,0.0,1.0,0.5,0.5,0.5,0.0,0.5,0.0,0.25,0.0,0.5,1.0,0.25,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.5,0.25,0.5,0.0,0.0
A056_1,A056,1,0.0,1.0,1.0,0.0,0.0,0.5,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0
A056_2,A056,2,0.25,0.25,0.5,0.5,0.0,0.0,0.25,0.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.5,0.0,1.0,0.0,0.0,0.25,0.5,1.0,1.0,1.0,1.0
A056_3,A056,3,1.0,0.0,0.5,0.25,0.5,0.5,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,0.5,1.0,0.5,1.0,0.25,0.25,0.0,1.0,0.0,0.5,0.5,0.0,1.0,1.0,1.0,0.25,1.0,1.0
A056_4,A056,4,1.0,0.0,0.25,0.5,0.0,0.0,0.25,0.25,0.5,1.0,0.5,1.0,0.0,0.5,1.0,0.0,0.5,0.5,0.5,0.0,0.5,0.25,0.0,0.25,1.0,0.0,0.25,0.0,0.5,1.0,0.5,1.0
A057_1,A057,1,0.5,0.0,0.5,1.0,0.0,0.0,0.25,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.5,0.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0
A057_2,A057,2,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.5,1.0,0.0,0.25,1.0,0.0,0.0,0.5,0.25,0.5,1.0,0.0,0.0,1.0,0.5,0.0,1.0,0.5,0.5,0.0,0.25,1.0
A057_3,A057,3,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.5,1.0,0.5,0.25,1.0,0.25,0.0,1.0,1.0,0.25,0.5,1.0,0.5,0.25,0.5,0.25,0.0,1.0,0.0,1.0,0.25,1.0,0.5,1.0,0.5
A057_4,A057,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,1.0,0.0,0.5,0.5,0.5,0.0,1.0,0.5,0.0,1.0,0.25,0.0,0.0,0.0,0.5,0.5,0.25,0.0,0.25
A058_1,A058,1,0.5,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25
