composite_ID,UID,test,TQ_ICR-D-i1,TQ_ICR-D-i2,TQ_ICR-D-i3,TQ_ICR-D-i4,TQ_ICR-D-i5,TQ_ICR-D-i6,TQ_ICR-U-i1,TQ_ICR-U-i2,TQ_ICR-U-i3,TQ_ICR-U-i4,TQ_ICR-U-i5,TQ_ICR-U-i6,TQ_IFR-D-i2,TQ_IFR-D-i3,TQ_IFR-D-i5,TQ_IFR-D-i6,TQ_IFR-U-i1,TQ_IFR-U-i2,TQ_IFR-U-i3,TQ_IFR-U-i5,TQ_IFR-U-i6,TQ_IRE-D-i1,TQ_IRE-D-i2,TQ_IRE-D-i3,TQ_IRE-D-i5,TQ_IRE-D-i6,TQ_IRE-U-i1,TQ_IRE-U-i2,TQ_IRE-U-i3,TQ_IRE-U-i4,TQ_IRE-U-i5,TQ_IRE-U-i6
A107_2,A107,2,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,1.0,0.5,1.0,0.0,0.0,0.5,0.5,0.5,0.25,1.0,0.0,0.5,0.25,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5
A107_3,A107,3,1.0,0.0,0.25,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.0,0.5,0.0,0.5,1.0,0.0,0.25,0.0,1.0
A107_4,A107,4,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.5,1.0,0.5,1.0,0.25,0.0,0.5,1.0,1.0,0.0,0.5,0.25,0.0,0.0,0.0,0.25,0.5,0.0,0.0,1.0,0.5,0.0,1.0
A108_1,A108,1,0.0,0.0,1.0,1.0,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.25,0.0,0.5,0.0,0.5,0.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,0.5
A108_2,A108,2,0.5,0.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.5,0.0,0.5,1.0,0.0,0.0,0.25,0.5,0.0,0.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0
A108_3,A108,3,0.25,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.25,1.0,1.0,0.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
A108_4,A108,4,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.25,0.25,1.0,0.0,1.0,0.0,1.0,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,1.0,0.0,1.0
A109_1,A109,1,0.5,0.0,0.5,0.0,0.5,0.5,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.5,0.0,0.0,1.0,0.25,0.5,1.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
A109_2,A109,2,1.0,0.5,0.0,0.5,0.0,0.25,0.25,0.0,1.0,0.0,1.0,0.0,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0,1.0,1.0,0.0,0.5,0.0,0.25,0.0,1.0,0.0,0.0,1.0
A109_3,A109,3,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.5,1.0,0.0,1.0,0.5,1.0,0.5
A109_4,A109,4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.5,0.5,1.0,0.25,0.0,1.0,0.0,0.25,0.5,1.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.5,0.0,1.0,0.25,0.0
