UID,test,composite_ID,TSVR_hours,theta_accuracy,se_accuracy,theta_confidence,se_confidence,z_theta_accuracy,z_theta_confidence
A073,T3,A073_T3,66.9,-0.018863132,,0.010290367,0.07339282,-0.026528556926852256,-0.020886919959473133
A073,T4,A073_T4,140.12,0.9759681,,-0.37375993,0.07339282,1.027320973541694,-0.40881448512665464
A074,T1,A074_T1,1.0,1.1391835,,0.4057072,0.07339282,1.2002191165859561,0.378521934688042
A074,T2,A074_T2,29.33,-0.16370372,,-0.26989007,0.07339282,-0.17996180343814405,-0.3038959830481208
A074,T3,A074_T3,73.02,-0.85258937,,-1.2212816,0.07339282,-0.9097155500505334,-1.2648925052134963
A074,T4,A074_T4,147.21,-1.1428367,,-0.7347055,0.07339282,-1.2171817841225345,-0.7734040642045754
A075,T1,A075_T1,1.0,0.4822121,,0.21868351,0.07339282,0.5042729307898278,0.18961010397988412
A075,T2,A075_T2,28.68,0.49708104,,-0.06407137,0.07339282,0.5200239696932436,-0.09599939299060924
A075,T3,A075_T3,71.37,-1.5457226,,-1.966908,0.07339282,-1.6439688640715862,-2.018046548149625
A075,T4,A075_T4,244.53,-0.5980336,,-0.76381415,0.07339282,-0.6400582754661351,-0.802806587280358
A076,T1,A076_T1,1.0,-0.39436588,,-0.25764796,0.07339282,-0.42430798115531154,-0.29153028000894626
A076,T2,A076_T2,27.3,-0.7679121,,-0.64143974,0.07339282,-0.8200148064867665,-0.6791967182582535
A076,T3,A076_T3,74.88,-1.2046329,,-0.8713531,0.07339282,-1.2826440396890548,-0.9114312215014723
A076,T4,A076_T4,149.28,-2.5163941,,-2.0592318,0.07339282,-2.6722253880024702,-2.111302424321963
A077,T1,A077_T1,1.0,1.257486,,1.0828195,0.07339282,1.3255399047437764,1.0624701777582723
A077,T2,A077_T2,53.88,-0.15718071,,-0.061775867,0.07339282,-0.17305181629196084,-0.09368071521173497
A077,T3,A077_T3,78.36,0.254887,,-0.057523195,0.07339282,0.2634617839412383,-0.08938510938275511
A077,T4,A077_T4,149.75,0.58986604,,0.02102494,0.07339282,0.6183134338146555,-0.010043973607059909
A078,T1,A078_T1,1.0,0.05510661,,-0.9361496,0.07339282,0.051829435231137706,-0.9768818894809199
A078,T2,A078_T2,26.17,0.07325087,,-0.96595,0.07339282,0.07105010228162613,-1.006983146278042
A078,T3,A078_T3,72.3,-1.0537938,,-1.7301757,0.07339282,-1.1228564198414925,-1.7789242627281745
A078,T4,A078_T4,140.08,-1.0697036,,-1.7319458,0.07339282,-1.1397100676970602,-1.7807122331801346
A079,T1,A079_T1,1.0,0.49688977,,0.3822094,0.07339282,0.5198213526128695,0.3547869072398393
A079,T2,A079_T2,26.11,-0.40158516,,0.10216686,0.07339282,-0.4319555444741931,0.07191713332209376
A079,T3,A079_T3,74.0,-0.94553256,,-0.4006794,0.07339282,-1.0081725887834596,-0.43600572683188105
A079,T4,A079_T4,194.42,-0.9119565,,-0.75433517,0.07339282,-0.972604631196475,-0.7932319100560663
A080,T1,A080_T1,1.0,0.35685366,,1.1243324,0.07339282,0.37147760944805747,1.1044021807949178
A080,T2,A080_T2,29.03,0.34285796,,0.6892572,0.07339282,0.3566516154511393,0.6649345789755019
A080,T3,A080_T3,72.87,0.31786218,,0.62320197,0.07339282,0.3301729624199737,0.5982124731976273
A080,T4,A080_T4,145.77,-0.8033879,,-0.8472369,0.07339282,-0.8575952060263299,-0.8870715508537372
A081,T1,A081_T1,1.0,0.56923956,,1.2758523,0.07339282,0.5964632892232774,1.2574517848195044
A081,T2,A081_T2,31.39,-0.24241331,,0.6858867,0.07339282,-0.2633408347720455,0.6615300513169905
A081,T3,A081_T3,80.13,0.93472326,,0.8307492,0.07339282,0.9836292860774121,0.8078550440275959
A081,T4,A081_T4,154.53,0.18450806,,0.7054321,0.07339282,0.18890761787955804,0.6812727764013006
A082,T1,A082_T1,1.0,0.47511065,,0.1739859,0.07339282,0.4967501877280722,0.14446123897043392
A082,T2,A082_T2,27.97,1.1720833,,-0.04442855,0.07339282,1.235070695092198,-0.07615826438026678
A082,T3,A082_T3,75.71,0.4018064,,-0.4148056,0.07339282,0.41909716783992207,-0.4502745411352967
A082,T4,A082_T4,170.25,-0.08527875,,-0.8596984,0.07339282,-0.09688427716732648,-0.8996588587951522
A083,T1,A083_T1,1.0,1.9135383,,1.2734162,0.07339282,2.0205124649918744,1.2549910906112565
A083,T2,A083_T2,25.15,0.9028967,,0.3070551,0.07339282,0.9499146174647273,0.2788738697065188
A083,T3,A083_T3,74.3,0.21852846,,0.6661916,0.07339282,0.22494627590829205,0.6416361149018752
A083,T4,A083_T4,144.91,-0.03377411,,0.5780402,0.07339282,-0.042324127731897934,0.552594762154065
A084,T1,A084_T1,1.0,0.37614724,,-0.42285675,0.07339282,0.39191577983317993,-0.4584069733731912
A084,T2,A084_T2,27.25,-0.4066572,,-1.4664562,0.07339282,-0.43732848291901033,-1.512542321817694
A084,T3,A084_T3,91.97,0.011830099,,-1.013821,0.07339282,0.005985548016238859,-1.0553374389766317
A084,T4,A084_T4,162.51,-0.024996497,,-1.0321283,0.07339282,-0.033025783408622195,-1.073829564537428
A085,T1,A085_T1,1.0,0.29977113,,0.8677166,0.07339282,0.3110086620492923,0.8451956569227899
A085,T2,A085_T2,24.51,1.7130281,,1.0242546,0.07339282,1.8081070103507457,1.0033140223309025
A085,T3,A085_T3,71.4,-0.14947924,,0.7863214,0.07339282,-0.16489345708252903,0.7629787129471007
A085,T4,A085_T4,170.65,-0.5059031,,-0.55458117,0.07339282,-0.5424621395148743,-0.5914612475732686
A086,T1,A086_T1,1.0,0.9054527,,1.277961,0.07339282,0.9526222519993431,1.2595817736856971
A086,T2,A086_T2,23.47,-0.35819164,,1.1118082,0.07339282,-0.3859877067079402,1.0917515398512219
A086,T3,A086_T3,145.29,-1.1229844,,-0.3442445,0.07339282,-1.1961517477095636,-0.37900107530975663
A086,T4,A086_T4,169.55,-1.1456217,,-0.2083888,0.07339282,-1.220132004067333,-0.2417738128215752
A087,T1,A087_T1,1.0,1.164813,,1.4973053,0.07339282,1.2273690850151175,1.4811405145510892
A087,T2,A087_T2,31.07,1.112516,,0.72297037,0.07339282,1.1719695688739582,0.6989881080427304
A087,T3,A087_T3,72.8,-0.23325346,,0.12718847,0.07339282,-0.25363757726347713,0.09719135474487475
A087,T4,A087_T4,144.2,0.27864328,,0.21799015,0.07339282,0.2886274037151049,0.18890974400441896
A088,T1,A088_T1,1.0,2.00997,,0.25304648,0.07339282,2.1226649693548296,0.22431999325257207
A088,T2,A088_T2,24.25,2.599694,,0.75527453,0.07339282,2.7473743074971537,0.7316184021252033
A088,T3,A088_T3,74.91,0.43418288,,0.05704416,0.07339282,0.4533943804210247,0.026338886718708945
A088,T4,A088_T4,149.93,1.1879628,,0.31973332,0.07339282,1.251892245402226,0.2916800855945743
A089,T1,A089_T1,1.0,1.6034564,,1.3327537,0.07339282,1.6920349763380054,1.3149276459997494
A089,T2,A089_T2,32.14,0.9674698,,0.91714174,0.07339282,1.0183185124440703,0.8951197797994533
A089,T3,A089_T3,79.34,0.524776,,0.1780254,0.07339282,0.5493619314032608,0.14854152067242368
A089,T4,A089_T4,146.96,0.3647498,,-0.008746256,0.07339282,0.37984218744264325,-0.04011573156847852
A090,T1,A090_T1,1.0,0.20163605,,-0.65424925,0.07339282,0.20705172477805353,-0.692135549614722
A090,T2,A090_T2,23.54,-0.51139903,,-0.8496225,0.07339282,-0.5482841152065139,-0.8894812352276119
A090,T3,A090_T3,95.42,-1.5578265,,-1.6408993,0.07339282,-1.656790827155912,-1.688746552283932
A090,T4,A090_T4,144.07,-1.1440647,,-1.4168081,0.07339282,-1.2184826351430775,-1.4623929879970337
A091,T1,A091_T1,1.0,0.64397514,,0.9867957,0.07339282,0.6756325526710644,0.9654769473843341
A091,T2,A091_T2,22.2,-0.25296763,,0.32842198,0.07339282,-0.27452128912313567,0.30045646396140446
A091,T3,A091_T3,73.64,-1.0806334,,-0.17302956,0.07339282,-1.1512882773748552,-0.2060575954757987
A091,T4,A091_T4,142.61,-0.80276793,,-0.13599955,0.07339282,-0.8569384563461946,-0.1686537404869393
A092,T1,A092_T1,1.0,-0.28513366,,0.22590114,0.07339282,-0.3085955667716054,0.19690060122477393
A092,T2,A092_T2,22.83,-0.78696686,,0.14786519,0.07339282,-0.8401999888908417,0.1180768213306318
A092,T3,A092_T3,71.31,-0.45482323,,-0.3949276,0.07339282,-0.4883519595322113,-0.4301958582111347
A092,T4,A092_T4,146.16,-1.3833519,,-0.5185454,0.07339282,-1.471965532800168,-0.5550616701631657
A093,T1,A093_T1,1.0,0.56161565,,1.615065,0.07339282,0.5883870912558272,1.6000890847062574
A093,T2,A093_T2,22.09,0.19028424,,0.5044622,0.07339282,0.1950264693843144,0.4782739385201989
A093,T3,A093_T3,70.22,0.67098945,,0.049923185,0.07339282,0.7042494848638725,0.01914602027661798
A093,T4,A093_T4,140.95,0.5149613,,-0.3427646,0.07339282,0.538964974960814,-0.3775062346386897
A094,T1,A094_T1,1.0,-0.70889944,,-0.15748604,0.07339282,-0.7575012242506391,-0.19035715229210964
A094,T2,A094_T2,22.98,-0.17624284,,-0.38972417,0.07339282,-0.19324480592080914,-0.4249398957859374
A094,T3,A094_T3,76.21,-1.6861137,,-1.3148012,0.07339282,-1.792688656995179,-1.3593562538599626
A094,T4,A094_T4,149.99,-1.1788263,,-1.2071853,0.07339282,-1.255306464813853,-1.2506538927724125
A095,T1,A095_T1,1.0,1.5409168,,1.0626495,0.07339282,1.625785218614586,1.042096546880903
A095,T2,A095_T2,29.71,-0.27584857,,-0.13491769,0.07339282,-0.2987596394081406,-0.16756095832030615
A095,T3,A095_T3,78.76,-0.5608494,,-0.06304094,0.07339282,-0.6006681252071127,-0.09495856004737832
A095,T4,A095_T4,148.79,-0.7580661,,-0.4148814,0.07339282,-0.809584693173845,-0.450351106391643
A096,T1,A096_T1,1.0,-0.45961466,,1.2504172,0.07339282,-0.4934276408069352,1.2317598989132588
A096,T2,A096_T2,24.49,-1.2598481,,0.58374166,0.07339282,-1.3411348778563943,0.558353782555755
A096,T3,A096_T3,71.19,-2.12857,,0.73835707,0.07339282,-2.2613936483638555,0.7145301480140154
A096,T4,A096_T4,143.66,-1.4557325,,0.8100288,0.07339282,-1.5486401072118323,0.7869254564603454
A097,T1,A097_T1,1.0,0.24293853,,-0.40680176,0.07339282,0.2508044717316057,-0.4421898965263962
A097,T2,A097_T2,24.37,-0.5491651,,-0.94182014,0.07339282,-0.5882906548656369,-0.9826096777226333
A097,T3,A097_T3,70.83,0.7895957,,-0.5738898,0.07339282,0.8298920429707887,-0.6109648122915482
A097,T4,A097_T4,144.85,0.086306766,,-1.1440835,0.07339282,0.0848805384670536,-1.1869150340268706
A098,T1,A098_T1,1.0,0.6008492,,0.7665425,0.07339282,0.6299481690709979,0.7430001305097979
A098,T2,A098_T2,25.77,0.3483601,,0.114959404,0.07339282,0.36248016955062723,0.0848388273944044
A098,T3,A098_T3,78.84,1.1610224,,0.95175016,0.07339282,1.2233536079153857,0.9300775970691094
A098,T4,A098_T4,146.29,-0.6924288,,0.45389512,0.07339282,-0.7400534645983602,0.42719634692543423
A099,T1,A099_T1,1.0,1.1219946,,1.5797538,0.07339282,1.182010486205652,1.564421392359358
A099,T2,A099_T2,28.75,1.2483166,,1.2974577,0.07339282,1.315826530682076,1.2792753071079483
A099,T3,A099_T3,78.57,-0.21441267,,0.8571293,0.07339282,-0.23367905861580718,0.8345014703988448
A099,T4,A099_T4,143.51,0.8498486,,1.3113091,0.07339282,0.8937194423646672,1.2932665471047153
A100,T1,A100_T1,1.0,-0.06985861,,0.9444509,0.07339282,-0.08054933835957577,0.9227046457097665
A100,T2,A100_T2,31.14,0.79101294,,0.846625,0.07339282,0.8313933606420871,0.8238911218205032
A100,T3,A100_T3,75.34,0.2661362,,0.7006375,0.07339282,0.27537834200336675,0.6764297714134655
A100,T4,A100_T4,146.8,0.06164612,,0.07112359,0.07339282,0.058756901238753316,0.04056045884482495
A101,T1,A101_T1,1.0,-1.0356112,,-0.32381263,0.07339282,-1.103595138272985,-0.35836293066352976
A101,T2,A101_T2,29.12,-0.70036155,,-0.8049391,0.07339282,-0.7484568244788272,-0.8443467236784874
A101,T3,A101_T3,75.21,-1.5118189,,-2.0506682,0.07339282,-1.6080538292628013,-2.102652368527147
A101,T4,A101_T4,150.22,-1.1640573,,-1.7474207,0.07339282,-1.2396612948444705,-1.7963433635948198
A102,T1,A102_T1,1.0,-0.044223346,,0.7623854,0.07339282,-0.05339326398148747,0.738801061549941
A102,T2,A102_T2,29.13,1.0700971,,0.3141226,0.07339282,1.127034170376143,0.2860127212794393
A102,T3,A102_T3,75.27,-0.4782194,,-0.36135077,0.07339282,-0.5131361058036286,-0.3962800455957564
A102,T4,A102_T4,150.41,-0.5023084,,-0.24279404,0.07339282,-0.5386541841699667,-0.276526398840777
A103,T1,A103_T1,1.0,1.7611793,,-1.8178651,0.07339282,1.8591147771751562,-1.8674989512486497
A103,T2,A103_T2,27.26,-1.0142955,,-2.9925668,0.07339282,-1.0810148857497024,-3.054060122632795
A103,T3,A103_T3,80.24,-1.7227138,,-2.6570177,0.07339282,-1.8314600555594953,-2.7151234094630636
A103,T4,A103_T4,149.72,-0.96813315,,-2.9122403,0.07339282,-1.0321139573228546,-2.97292266796393
A104,T1,A104_T1,1.0,1.7474676,,1.6208797,0.07339282,1.8445896314598622,1.605962488348431
A104,T2,A104_T2,22.6,0.04523211,,0.573565,0.07339282,0.04136913115756027,0.5480743817424436
A104,T3,A104_T3,72.62,0.22338806,,-0.157371,0.07339282,0.23009417136385504,-0.19024095087931184
A104,T4,A104_T4,145.78,-1.7777252,,-1.8637626,0.07339282,-1.8897350033050213,-1.9138598200237644
A105,T1,A105_T1,1.0,0.61165696,,2.0030143,0.07339282,0.6413970987336896,1.9919550161556279
A105,T2,A105_T2,22.77,0.47426346,,1.3873036,0.07339282,0.49585273823613907,1.3700282670705184
A105,T3,A105_T3,69.46,-0.23769371,,0.4621537,0.07339282,-0.2583412448074239,0.43553830332063626
A105,T4,A105_T4,146.2,0.29649377,,0.38215855,0.07339282,0.30753687287935155,0.35473554387196055
A106,T1,A106_T1,1.0,1.1972102,,0.900686,0.07339282,1.2616882468088795,0.8784979070887958
A106,T2,A106_T2,22.64,0.124567874,,0.14128786,0.07339282,0.12541148422349555,0.11143308838176477
A106,T3,A106_T3,66.08,0.3480307,,0.43720695,0.07339282,0.36213122791694086,0.4103396976642152
A106,T4,A106_T4,147.13,1.0106606,,-0.07177689,0.07339282,1.06407160385944,-0.1037827058412878
A107,T1,A107_T1,1.0,-0.71622896,,-1.6444446,0.07339282,-0.7652655675503877,-1.6923276446760755
A107,T2,A107_T2,26.22,-1.6166046,,-0.80871445,0.07339282,-1.7190559341352163,-0.8481601885933547
A107,T3,A107_T3,71.45,-1.0414004,,-1.256739,0.07339282,-1.1097277821883986,-1.3007078735561455
A107,T4,A107_T4,145.95,-1.2497748,,-1.820972,0.07339282,-1.3304639799856801,-1.8706372176726906
A108,T1,A108_T1,1.0,-0.4913459,,-0.31995967,0.07339282,-0.5270413345667877,-0.35447107221904445
A108,T2,A108_T2,27.61,-1.1094757,,-1.9271332,0.07339282,-1.1818416449561344,-1.977870192501574
A108,T3,A108_T3,68.96,-0.358304,,-0.52692664,0.07339282,-0.3861067324576701,-0.5635275249006293
A108,T4,A108_T4,152.12,-1.1333818,,-0.62428236,0.07339282,-1.2071659727918072,-0.661866121979485
A109,T1,A109_T1,1.0,-0.25337747,,0.48572227,0.07339282,-0.27495544285461726,0.45934481524366255
A109,T2,A109_T2,24.65,-1.0994496,,-0.036711782,0.07339282,-1.1712207472223664,-0.06836358997281536
A109,T3,A109_T3,71.17,-0.23198725,,0.40579683,0.07339282,-0.2522962494371564,0.37861246956833644
A109,T4,A109_T4,149.87,-1.2962439,,0.20902646,0.07339282,-1.3796898563364297,0.17985555900892233
