UID,test,congruence,TSVR_hours,theta_accuracy,theta_confidence,theta_accuracy_z,theta_confidence_z,latent_calibration
A074,T1,Common,1.0,1.0982429,-0.18202838,1.2692008811265416,0.9429089091489321,-0.3262919719776095
A074,T2,Common,29.33,-0.03720683,-0.77025694,-0.050583054534364506,-0.02359039737731079,0.026992657157053717
A074,T3,Common,73.02,-1.5277796,-1.1052237,-1.783142361038914,-0.573963438171764,1.2091789228671501
A074,T4,Common,147.21,-1.2861127,-0.81961036,-1.502242129197765,-0.10468140425514479,1.3975607249426203
A075,T1,Common,1.0,0.6850163,-0.5596117,0.7888891473188502,0.3225139780767711,-0.46637516924207906
A075,T2,Common,28.68,0.12656468,-0.48084557,0.13977588633827936,0.4519320566936202,0.3121561703553408
A075,T3,Common,71.37,-0.48466563,-1.4214578,-0.5706844033718037,-1.0935574516789464,-0.5228730483071427
A075,T4,Common,244.53,-0.8273441,-0.6418508,-0.9689948946718966,0.18738957486972121,1.1563844695416179
A076,T1,Common,1.0,0.4877052,-0.8254861,0.559545642954652,-0.11433564245692221,-0.6738812854115742
A076,T2,Common,27.3,-1.0494858,-0.9957881,-1.2272001144665274,-0.39415334614004865,0.8330467683264788
A076,T3,Common,74.88,-1.029358,-0.944209,-1.2038046735250816,-0.3094053964974,0.8943992770276816
A076,T4,Common,149.28,-1.714471,-1.2952833,-2.000142113767769,-0.8862442148798092,1.1138978988879598
A077,T1,Common,1.0,1.1772299,-0.13130742,1.3610109991544421,1.0262468767347719,-0.33476412241967024
A077,T2,Common,53.88,-0.79948527,-0.7624806,-0.9366133322575851,-0.010813344836182338,0.9257999874214028
A077,T3,Common,78.36,0.18209952,-0.7224819,0.2043265113153082,0.05490722441321143,-0.14941928690209677
A077,T4,Common,149.75,-0.8510503,-0.6117213,-0.9965496697613799,0.23689438105591262,1.2334440508172926
A078,T1,Common,1.0,-1.0481057,-1.0662726,-1.2255959625948232,-0.5099641465725353,0.7156318160222879
A078,T2,Common,26.17,-0.51313215,-1.1601207,-0.6037723110153856,-0.6641629219070847,-0.06039061089169906
A078,T3,Common,72.3,-0.97640496,-0.96351194,-1.142254990003285,-0.341121432393239,0.801133557610046
A078,T4,Common,140.08,-1.0365397,-1.2656175,-1.2121522842033068,-0.8375012991540817,0.3746509850492251
A079,T1,Common,1.0,-0.6625905,-0.70993716,-0.7774944267275318,0.0755190806456801,0.8530135073732119
A079,T2,Common,26.11,0.35112518,-0.39511335,0.4007925854078021,0.5927958923036343,0.19200330689583217
A079,T3,Common,74.0,-1.1069062,-0.7403131,-1.293942410049462,0.025609356872521666,1.3195517669219838
A079,T4,Common,194.42,-0.49610496,-0.44207504,-0.583980847564647,0.5156346595707313,1.0996155071353781
A080,T1,Common,1.0,0.33154324,-0.16256416,0.3780316219250104,0.9748899389922879,0.5968583170672775
A080,T2,Common,29.03,0.82862,-0.29740527,0.9558061418400149,0.7533368758322319,-0.20246926600778303
A080,T3,Common,72.87,-0.1077804,-0.8341305,-0.13261386709023207,-0.12853897628575814,0.00407489080447393
A080,T4,Common,145.77,0.41689837,-0.829931,0.47724370188230475,-0.12163891376965559,-0.5988826156519603
A081,T1,Common,1.0,0.00010118604,-0.36934307,-0.007218281141031269,0.6351382052117105,0.6423564863527418
A081,T2,Common,31.39,-0.7071566,-0.34199077,-0.8292955952874622,0.6800798839732751,1.5093754792607372
A081,T3,Common,80.13,0.545228,-0.82623285,0.6264069626312485,-0.11556260321032134,-0.7419695658415698
A081,T4,Common,154.53,-0.08591507,-0.41083512,-0.10719881742359075,0.566963960915663,0.6741627783392538
A082,T1,Common,1.0,-0.4003049,-0.55978227,-0.47262815894905236,0.32223372003096296,0.7948618789800153
A082,T2,Common,27.97,0.8779047,-0.60476476,1.013091949934634,0.24832444675320225,-0.7647675031814318
A082,T3,Common,75.71,0.6359619,-0.6372438,0.7318710272005033,0.1949591874454289,-0.5369118397550745
A082,T4,Common,170.25,-0.3586941,-1.1702459,-0.42426206757660667,-0.6807993102838061,-0.25653724270719946
A083,T1,Common,1.0,1.3698004,-0.04717919,1.584844292401329,1.164475248295446,-0.42036904410588316
A083,T2,Common,25.15,0.124128915,-0.3105881,0.1369446878861514,0.7316765945751413,0.5947319066889899
A083,T3,Common,74.3,-0.5477029,-0.58761007,-0.6439554378313559,0.2765107626108898,0.9204662004422457
A083,T4,Common,144.91,-0.37580958,-0.87011266,-0.4441561544377885,-0.18766009867280495,0.2564960557649836
A084,T1,Common,1.0,0.9561993,-1.179172,1.1040972605167205,-0.6954654962642759,-1.7995627567809964
A084,T2,Common,27.25,0.013109359,-1.189129,0.007901699296065295,-0.7118255206654743,-0.7197272199615397
A084,T3,Common,91.97,0.44351754,-1.1784703,0.5081843521096174,-0.6943125557076503,-1.2024969078172676
A084,T4,Common,162.51,-0.88956237,-2.3108773,-1.041313968851088,-2.5549338424494277,-1.5136198735983397
A085,T1,Common,1.0,0.0077195168,-0.30055732,0.0016368449715085975,0.7481578445061499,0.7465209995346412
A085,T2,Common,24.51,0.49905202,-0.2620576,0.5727345586425671,0.811415488238128,0.23868092959556098
A085,T3,Common,71.4,0.48035803,-0.0462701,0.5510056991047647,1.1659689446480508,0.6149632455432861
A085,T4,Common,170.65,-0.238934,-0.46926987,-0.28505955430185015,0.47095171466900965,0.7560112689708598
A086,T1,Common,1.0,0.6558563,-0.16026516,0.7549951768972163,0.9786673514758025,0.22367217457858624
A086,T2,Common,23.47,-0.6139667,-0.23810352,-0.7209768122217899,0.850773661714904,1.5717504739366939
A086,T3,Common,145.29,-0.9025494,-0.88882124,-1.0564093738814333,-0.21839956089152263,0.8380098129899107
A086,T4,Common,169.55,0.24756022,-0.36776915,0.2804144067055496,0.6377242622173883,0.3573098555118387
A087,T1,Common,1.0,0.3166234,0.28499898,0.3606896255033537,1.7102664471249562,1.3495768216216026
A087,T2,Common,31.07,1.0431534,-0.13051467,1.2051678947224747,1.027549418599194,-0.17761847612328063
A087,T3,Common,72.8,0.6456617,-0.32740983,0.7431455379788218,0.7040373545158491,-0.03910818346297262
A087,T4,Common,144.2,0.8111409,-0.27486774,0.9354894032118676,0.7903675618564099,-0.1451218413554577
A088,T1,Common,1.0,1.3131995,-0.5690354,1.5190545382710874,0.3070302016431493,-1.212024336627938
A088,T2,Common,24.25,1.6465031,-0.17235278,1.9064681994447514,0.958806574318786,-0.9476616251259654
A088,T3,Common,74.91,1.5184398,-0.21806228,1.7576145059503476,0.8837027744426609,-0.8739117315076868
A088,T4,Common,149.93,2.0324988,-0.09416215,2.355128241923414,1.0872790675140331,-1.2678491744093807
A089,T1,Common,1.0,1.0534189,-0.18788767,1.217099943877594,0.9332816994096835,-0.2838182444679105
A089,T2,Common,32.14,1.2110171,-0.009715847,1.4002833708084144,1.226030054525281,-0.17425331628313345
A089,T3,Common,79.34,-0.28256452,-0.4190693,-0.3357732564404132,0.5534346462903884,0.8892079027308016
A089,T4,Common,146.96,-0.5580171,-0.5672468,-0.6559440931716446,0.3099689924078357,0.9659130855794803
A090,T1,Common,1.0,-0.20894425,-1.2956766,-0.25020112839471054,-0.8868904333790552,-0.6366893049843446
A090,T2,Common,23.54,0.027675819,-1.3156582,0.024832946360122603,-0.9197215535533033,-0.9445544999134259
A090,T3,Common,95.42,-1.7316093,-2.0494192,-2.0200627253341983,-2.125340501494223,-0.10527777616002476
A090,T4,Common,144.07,-0.28820184,-2.2607956,-0.34232576526542297,-2.4726462222773375,-2.1303204570119147
A091,T1,Common,1.0,0.3393673,-0.3547222,0.3871258763220298,0.6591612834447877,0.2720354071227579
A091,T2,Common,22.2,0.5239488,-0.5238492,0.6016731980429073,0.3812741842280073,-0.2203990138149
A091,T3,Common,73.64,-1.0404031,-0.9250692,-1.216642886580774,-0.2779574106548715,0.9386854759259025
A091,T4,Common,142.61,-0.8533299,-0.66503096,-0.9991993506589504,0.14930300429387694,1.1485023549528273
A092,T1,Common,1.0,-0.16856669,-0.47387627,-0.2032684869565164,0.46338308793388056,0.666651574890397
A092,T2,Common,22.83,-1.4215541,-0.50957394,-1.6596717178625338,0.4047294018571578,2.0644011197196916
A092,T3,Common,71.31,-1.2575935,-0.64542097,-1.4690929892372484,0.1815235441057938,1.6506165333430423
A092,T4,Common,146.16,-0.93595916,-1.5038719,-1.095243030165174,-1.2289693917214097,-0.13372636155623563
A093,T1,Common,1.0,0.9076474,0.1706706,1.047663218592368,1.5224171866499654,0.4747539680575974
A093,T2,Common,22.09,1.034495,-1.877145,1.1951038496779385,-1.842282339829371,-3.0373861895073095
A093,T3,Common,70.22,-0.40955505,-2.3342147,-0.483380021448904,-2.5932787689795602,-2.1098987475306563
A093,T4,Common,140.95,0.45432508,-2.3192465,0.5207464385667719,-2.5686850040662312,-3.0894314426330034
A094,T1,Common,1.0,-0.50477767,-0.9282739,-0.5940615257613344,-0.28322294949172194,0.3108385762696125
A094,T2,Common,22.98,0.18280746,-0.60290366,0.20514938159721122,0.2513823599211315,0.04623297832392029
A094,T3,Common,76.21,-1.3660945,-1.0056866,-1.5952085476980744,-0.4104172510848375,1.1847912966132368
A094,T4,Common,149.99,-1.0502908,-1.0722305,-1.2281358019215827,-0.5197533792108703,0.7083824227107124
A095,T1,Common,1.0,1.4516914,-0.27295217,1.6800298593354173,0.793514972918196,-0.8865148864172213
A095,T2,Common,29.71,0.27010867,-0.9054048,0.306623477259517,-0.24564747153315553,-0.5522709487926725
A095,T3,Common,78.76,0.15615472,-0.48455513,0.17416971145950566,0.44583699873261695,0.2716672872731113
A095,T4,Common,148.79,-0.3831034,-0.7702368,-0.45263408719981596,-0.02355730599522389,0.4290767812045921
A096,T1,Common,1.0,-0.035375316,-0.17199293,-0.048454204008205104,0.9593978322057772,1.0078520362139822
A096,T2,Common,24.49,-0.36524564,-0.6014457,-0.43187721514094646,0.25377788680432634,0.6856551019452728
A096,T3,Common,71.19,-1.8691895,-0.94371307,-2.179978336767753,-0.3085905499671916,1.8713877868005615
A096,T4,Common,143.66,-1.9366536,-0.41385162,-2.2583948734591845,0.5620076474069542,2.8204025208661387
A097,T1,Common,1.0,0.16170047,-1.0816407,0.18061578438357204,-0.5352149742314743,-0.7158307586150464
A097,T2,Common,24.37,-0.33125505,-2.2613146,-0.3923684342056283,-2.473498974377792,-2.081130540172164
A097,T3,Common,70.83,0.5222428,-1.5564256,0.5996902380449887,-1.3153186750771655,-1.9150089131221542
A097,T4,Common,144.85,0.06591846,-1.9700977,0.06928407608917465,-1.9950099124071832,-2.064293988496358
A098,T1,Common,1.0,-0.115731314,-0.37680024,-0.14185556955734296,0.622885570566347,0.7647411401236899
A098,T2,Common,25.77,0.3379284,-0.64977807,0.38545337858404327,0.17436453413105626,-0.211088844452987
A098,T3,Common,78.84,0.88451827,-0.16594763,1.020779197738523,0.9693306689550555,-0.051448528783467506
A098,T4,Common,146.29,-0.7708392,-0.51632476,-0.9033167256294626,0.3936373480329036,1.2969540736623664
A099,T1,Common,1.0,-0.055051994,-0.24798575,-0.07132528569983787,0.8345364894804705,0.9058617751803084
A099,T2,Common,28.75,0.69390166,-0.51312137,0.7992169981084786,0.39890073445115765,-0.4003162636573209
A099,T3,Common,78.57,0.45280594,-0.40274915,0.5189806742928926,0.5802497564873572,0.061269082194464586
A099,T4,Common,143.51,0.5266211,0.15093826,0.6047793316902917,1.4899956175134037,0.885216285823112
A100,T1,Common,1.0,0.57920873,-1.2875018,0.665904282848173,-0.8734586841097054,-1.5393629669578783
A100,T2,Common,31.14,1.6019025,-1.4704013,1.85462692999389,-1.1739749322735085,-3.0286018622673985
A100,T3,Common,75.34,-0.6404879,-0.7611448,-0.7518035875423054,-0.008618535094782238,0.7431850524475231
A100,T4,Common,146.8,0.20585074,-2.1010146,0.23193361516159477,-2.210115233139256,-2.4420488483008507
A101,T1,Common,1.0,-0.68739074,-0.8380914,-0.8063208533739453,-0.13504700286512014,0.6712738505088252
A101,T2,Common,29.12,-0.8576899,-1.5315744,-1.0042671733968902,-1.2744864727673269,-0.27021929937043665
A101,T3,Common,75.21,-1.2362001,-2.680961,-1.4442264848882025,-3.163006390655292,-1.7187799057670894
A101,T4,Common,150.22,-0.65415436,-2.3853638,-0.7676887244081642,-2.6773201995409077,-1.9096314751327435
A102,T1,Common,1.0,-0.7212032,-0.44222814,-0.8456225858541468,0.5153831059164354,1.3610056917705822
A102,T2,Common,29.13,0.753909,-0.6857153,0.8689662095982221,0.11531723477266718,-0.7536489748255549
A102,T3,Common,75.27,-1.0468884,-0.9119386,-1.2241810404345264,-0.2563829468201446,0.9677980936143817
A102,T4,Common,150.41,-0.22491981,-0.4048722,-0.26877023532574745,0.5767614417535052,0.8455316770792527
A103,T1,Common,1.0,1.0644679,-1.8785391,1.2299426900774784,-1.8445729404136548,-3.074515630491133
A103,T2,Common,27.26,-1.095788,-2.0777555,-1.2810192295987828,-2.1718989588046256,-0.8908797292058428
A103,T3,Common,80.24,-1.6128502,-2.2492719,-1.8820237190687714,-2.453712003818757,-0.5716882847499858
A103,T4,Common,149.72,-0.07195855,-2.2040555,-0.09097653086429927,-2.3794184005914447,-2.2884418697271456
A104,T1,Common,1.0,2.1952074,0.095333226,2.544251715028539,1.3986327860310832,-1.1456189289974559
A104,T2,Common,22.6,0.42920163,-0.17972529,0.49154433050129204,0.9466930417790571,0.4551487112777651
A104,T3,Common,72.62,-0.43959793,-0.69555944,-0.5183002027280773,0.09914264698429585,0.6174428497123732
A104,T4,Common,145.78,-0.8763166,-1.1881423,-1.0259178187622073,-0.7102043058340326,0.31571351292817473
A105,T1,Common,1.0,0.44473863,0.1890984,0.5096036795561933,1.5526953083392696,1.0430916287830763
A105,T2,Common,22.77,0.78645724,-0.16809995,0.9067984827064606,0.9657942616316462,0.058995778925185594
A105,T3,Common,69.46,-0.6449184,-0.6783302,-0.756953355579104,0.12745145353386944,0.8844048091129735
A105,T4,Common,146.2,-0.025722215,-0.6882864,-0.037233973563381956,0.11109274358677583,0.14832671715015777
A106,T1,Common,1.0,0.96928626,-0.0798332,1.1193088186494058,1.1108225014442883,-0.0084863172051175
A106,T2,Common,22.64,0.28924912,-0.68068576,0.32887127719630577,0.12358110914514919,-0.20529016805115657
A106,T3,Common,66.08,0.18992153,-0.30701622,0.21341838290576515,0.7375454349847177,0.5241270520789525
A106,T4,Common,147.13,0.8632189,-0.34886494,0.9960219886582956,0.6687851577567454,-0.3272368309015502
A107,T1,Common,1.0,-0.6073473,-2.2520385,-0.7132827879485059,-2.4582577147264955,-1.7449749267779895
A107,T2,Common,26.22,-1.3971989,-2.5321162,-1.6313625810856829,-2.9184443177426176,-1.2870817366569347
A107,T3,Common,71.45,-0.32358083,-2.030288,-0.3834483455331622,-2.0939066460333207,-1.7104583005001586
A107,T4,Common,145.95,-0.6526746,-2.057475,-0.7659687332671793,-2.138576725715492,-1.3726079924483128
A108,T1,Common,1.0,-1.000375,-0.6933517,-1.1701164381090936,0.10277011311581158,1.2728865512249052
A108,T2,Common,27.61,-0.10793777,-0.9501563,-0.13279678527011043,-0.31917721261884696,-0.18638042734873653
A108,T3,Common,68.96,0.21636847,-1.2867302,0.24415884251148265,-0.8721908931256777,-1.1163497356371603
A108,T4,Common,152.12,-1.3989251,-1.1365656,-1.6333690204458278,-0.6254602995536982,1.0079087208921296
A109,T1,Common,1.0,-0.3117028,-1.2552799,-0.36964198073593046,-0.82051592321255,-0.4508739424766195
A109,T2,Common,24.65,-1.0503262,-1.5442495,-1.228176948922712,-1.295312519296164,-0.06713557037345219
A109,T3,Common,71.17,0.14444596,-0.7288072,0.16056009674366176,0.044514328727271894,-0.11604576801638986
A109,T4,Common,149.87,-1.5979277,-2.5846982,-1.864678630810307,-3.0048400999123293,-1.1401614691020223
A010,T1,Congruent,1.0,2.3352752,-0.14645109,2.707058775049914,1.001364802744243,-1.705693972305671
A010,T2,Congruent,21.9,0.42396438,-0.49018624,0.4854568409062748,0.4365847041653947,-0.04887213674088009
A010,T3,Congruent,80.88,-0.40273643,-0.7472929,-0.4754544348715254,0.014141073422136396,0.4895955082936618
A010,T4,Congruent,145.31,0.304145,-0.7211194,0.346185423839797,0.05714590406035751,-0.2890395197794395
A011,T1,Congruent,1.0,0.73472494,0.092816524,0.8466677198106073,1.394497674438179,0.5478299546275717
A011,T2,Congruent,24.57,-0.6467364,-0.30347845,-0.7590664981794651,0.743358230357403,1.5024247285368681
A011,T3,Congruent,72.55,0.063042305,-0.53213114,0.06594099267017486,0.36766639669267936,0.3017254040225045
A011,T4,Congruent,148.85,-0.5131098,-1.2624987,-0.6037463326121303,-0.8323768998267284,-0.22863056721459807
A012,T1,Congruent,1.0,0.5804523,-0.07631704,0.6673497398028108,1.1165997901254692,0.4492500503226584
A012,T2,Congruent,25.6,-0.22893,-0.5825451,-0.2734314582765407,0.2848328508695357,0.5582643091460764
A012,T3,Congruent,166.33,-0.01893545,-0.66364026,-0.02934541347529625,0.1515880184482152,0.18093343192351147
A012,T4,Congruent,166.87,-1.0322822,-0.8607189,-1.2072036017934953,-0.17222551568405312,1.0349780861094422
A013,T1,Congruent,1.0,0.5701073,-0.27973455,0.6553252842468504,0.7823710638795095,0.12704577963265906
A013,T2,Congruent,24.77,-1.0367917,-0.8179554,-1.2124451950588022,-0.10196219304865618,1.110483002010146
A013,T3,Congruent,79.66,1.4323087,-0.2663049,1.6575004814036134,0.804436887089267,-0.8530635943143464
A013,T4,Congruent,147.13,-1.1159241,-1.0938703,-1.3044243180009454,-0.555309034130731,0.7491152838702144
A014,T1,Congruent,1.0,0.53654695,-0.20850998,0.6163165904800576,0.8993978493736207,0.28308125889356306
A014,T2,Congruent,25.66,-0.2694951,-0.46776143,-0.3205820858331461,0.47343018360621403,0.7940122694393601
A014,T3,Congruent,70.56,0.38656035,-0.61916596,0.4419804661988022,0.22466230118661207,-0.21731816501219015
A014,T4,Congruent,148.87,-0.7313914,-1.1417136,-0.8574647857666876,-0.6339188117177408,0.22354597404894683
A015,T1,Congruent,1.0,1.073113,0.080849946,1.2399912759379745,1.374835777473346,0.13484450153537142
A015,T2,Congruent,23.69,1.3152177,-0.2513115,1.5214003822733144,0.8290720573068955,-0.6923283249664189
A015,T3,Congruent,70.59,1.4822278,-0.30403167,1.715523680953496,0.7424492524826184,-0.9730744284708776
A015,T4,Congruent,146.54,-0.32867005,-0.4556535,-0.389363773247469,0.4933243314668148,0.8826881047142838
A016,T1,Congruent,1.0,1.291089,-0.32729107,1.49335451656301,0.7042324852276988,-0.7891220313353112
A016,T2,Congruent,32.85,1.5499188,-0.47805068,1.7942039536493397,0.45652424998463814,-1.3376797036647017
A016,T3,Congruent,80.64,-1.2432284,-1.0141622,-1.4523957918948682,-0.4243432350975719,1.0280525567972965
A016,T4,Congruent,150.8,-1.4394764,-1.9602563,-1.6805036076460607,-1.9788398266241207,-0.29833621897806006
A017,T1,Congruent,1.0,-0.758377,-0.15210493,-0.8888313539494734,0.9920751612497697,1.8809065151992432
A017,T2,Congruent,20.61,0.2569686,0.22161458,0.2913501870016913,1.606121591178856,1.3147714041771648
A017,T3,Congruent,61.28,-0.52562934,0.18487115,-0.6182983531351913,1.5457496506964088,2.1640480038316
A017,T4,Congruent,140.49,0.04020235,-0.003696698,0.039393092834734335,1.2359199234129425,1.1965268305782082
A018,T1,Congruent,1.0,1.5102456,-0.08675025,1.7480900212991493,1.0994573204877442,-0.648632700811405
A018,T2,Congruent,34.03,-0.21597247,-0.59518427,-0.25837034241380297,0.2640658397606782,0.5224361821744812
A018,T3,Congruent,83.64,0.060849763,-0.76017225,0.06339250317442076,-0.007020569670318557,-0.07041307284473931
A018,T4,Congruent,150.87,-0.17055476,-0.9158059,-0.2055793095139971,-0.26273718226925113,-0.057157872755254024
A019,T1,Congruent,1.0,-1.0139009,-2.1664224,-1.185838195808887,-2.317584672129786,-1.131746476320899
A019,T2,Congruent,28.69,-0.52953434,-2.009122,-0.6228373090507086,-2.059129476556996,-1.4362921675062874
A019,T3,Congruent,83.68,-0.8048507,-2.1491692,-0.9428498111917191,-2.2892364976797746,-1.3463866864880556
A019,T4,Congruent,154.76,-1.1073892,-2.5337958,-1.2945038225224954,-2.9212040141355327,-1.6267001916130372
A020,T1,Congruent,1.0,0.5093016,-0.26701468,0.584648103270625,0.8032706705461834,0.2186225672755584
A020,T2,Congruent,26.85,-0.5068383,-0.51464427,-0.5964566880476833,0.39639850675601,0.9928551948036932
A020,T3,Congruent,78.25,-1.5806824,-1.3487837,-1.844633648364758,-0.9741489903617694,0.8704846580029887
A020,T4,Congruent,145.78,-2.0976696,-1.2898188,-2.4455509619848974,-0.8772656718105767,1.5682852901743207
A021,T1,Congruent,1.0,2.0377793,-0.44721925,2.361266002925178,0.5071823746330102,-1.8540836282921678
A021,T2,Congruent,30.21,0.26171365,-0.48956826,0.29686557055276036,0.43760008709995857,0.1407345165471982
A021,T3,Congruent,74.19,-0.1410835,-0.5939567,-0.17132354769203972,0.2660828202923824,0.4374063679844221
A021,T4,Congruent,140.39,0.18201117,-0.35563362,0.20422381816418506,0.6576637587446029,0.45343994058041787
A022,T1,Congruent,1.0,0.49725094,-0.64802283,0.5706410829139321,0.17724851215957474,-0.3933925707543574
A022,T2,Congruent,24.15,0.19156887,-1.492753,0.2153331597656545,-1.2107002870398302,-1.4260334468054847
A022,T3,Congruent,74.46,1.4768845,-0.8369283,1.7093129247067909,-0.13313595090358202,-1.842448875610373
A022,T4,Congruent,141.71,0.73934454,-1.9266484,0.8520372872234941,-1.923619773990492,-2.775657061213986
A023,T1,Congruent,1.0,-0.6562507,-0.53677994,-0.7701253940224881,0.36002810388999873,1.1301534979124868
A023,T2,Congruent,25.63,-0.058118515,-0.60698503,-0.07488964002327131,0.24467639298427094,0.31956603300754227
A023,T3,Congruent,72.2,0.4286228,-0.45389134,0.490871530539044,0.49621967952333945,0.0053481489842954755
A023,T4,Congruent,145.07,0.59801745,-0.5553943,0.6877664981893524,0.3294434515034674,-0.35832304668588505
A024,T1,Congruent,1.0,0.45857278,-0.5529413,0.5256837299988698,0.33347389640214575,-0.19220983359672406
A024,T2,Congruent,29.57,0.1918723,-0.52084565,0.21568585000725382,0.3862092200108956,0.17052337000364176
A024,T3,Congruent,91.47,0.4113518,-0.5644715,0.4707966758356133,0.31452899800396367,-0.15626767783164963
A024,T4,Congruent,145.65,-1.0682684,-0.51859456,-1.2490319693650656,0.38990791312421225,1.6389398824892778
A025,T1,Congruent,1.0,0.78151184,-0.38930637,0.901050223401826,0.6023371531751087,-0.2987130702267172
A025,T2,Congruent,23.33,1.5787265,-0.31195822,1.827688430045612,0.7294253947526476,-1.0982630352929643
A025,T3,Congruent,72.94,0.42811912,-0.5638975,0.49028608077834546,0.3154721188241191,-0.17481396195422638
A025,T4,Congruent,137.74,-0.46808136,-1.0112624,-0.5514077656199385,-0.4195786675813928,0.13182909803854576
A026,T1,Congruent,1.0,0.8863477,-0.3819697,1.0229056259384013,0.6143917981709448,-0.4085138277674565
A026,T2,Congruent,26.48,0.90089154,-0.47930023,1.039810580766144,0.454471154826406,-0.585339425939738
A026,T3,Congruent,75.46,0.34505966,-0.44024467,0.39374236059738277,0.5186420812703618,0.12489972067297905
A026,T4,Congruent,147.65,0.16592842,-0.27736092,0.18553011950854273,0.7862710985003207,0.600740978991778
A027,T1,Congruent,1.0,-0.20171066,-0.2076202,-0.2417932036518359,0.900859818090272,1.142653021742108
A027,T2,Congruent,28.26,1.3977581,-0.46383077,1.617340775832636,0.47988852382041647,-1.1374522520122194
A027,T3,Congruent,74.58,-1.3093231,-0.91895676,-1.5292206138025073,-0.26791425834485233,1.261306355457655
A027,T4,Congruent,145.92,-0.176613,-1.7252904,-0.21262107245525766,-1.5927749619611151,-1.3801538895058574
A028,T1,Congruent,1.0,1.7031448,0.19452086,1.9723053772373114,1.5616047768452979,-0.4107006003920135
A028,T2,Congruent,22.82,-1.2437313,-0.57829607,-1.4529803350267283,0.29181429452539825,1.7447946295521266
A028,T3,Congruent,72.26,0.33955434,-0.7359198,0.3873432812681088,0.03282784589549885,-0.35451543537260993
A028,T4,Congruent,138.91,-0.26649505,-0.8922511,-0.3170949937219177,-0.224035052836154,0.09305994088576369
A029,T1,Congruent,1.0,2.0094688,0.08558736,2.3283594442961775,1.3826196690710741,-0.9457397752251033
A029,T2,Congruent,28.43,-1.0400926,-0.24591371,-1.2162819785623953,0.8379409913344685,2.054222969896864
A029,T3,Congruent,93.26,1.1122811,-0.21559593,1.2855181079980427,0.887755154294212,-0.39776295370383064
A029,T4,Congruent,143.14,0.76615715,-0.23756483,0.8832027814027397,0.8516587658170112,-0.0315440155857285
A030,T1,Congruent,1.0,-0.06886573,-0.7866119,-0.08738160803852982,-0.05046270275851239,0.03691890528001743
A030,T2,Congruent,32.95,1.0834099,-0.33011407,1.2519598227155644,0.6995941053055754,-0.552365717409989
A030,T3,Congruent,71.93,0.44725955,-0.7536597,0.5125338574682409,0.0036799904295131054,-0.5088538670387278
A030,T4,Congruent,150.46,0.5109756,-0.54322547,0.5865938682392743,0.34943766218279204,-0.23715620605648224
A031,T1,Congruent,1.0,0.50127923,0.2692753,0.5753233443031558,1.68443137747781,1.1091080331746541
A031,T2,Congruent,32.41,-0.14592373,-0.017567897,-0.17694956320829158,1.2131286053338144,1.390078168542106
A031,T3,Congruent,71.56,-0.8554333,-0.59132695,-1.001644226426607,0.270403677394828,1.272047903821435
A031,T4,Congruent,143.85,-0.5366472,-1.4007759,-0.6311049039222182,-1.0595756912427563,-0.4284707873205381
A032,T1,Congruent,1.0,-0.35136977,-0.24172722,-0.41574867167886026,0.8448196775406926,1.260568349219553
A032,T2,Congruent,57.18,0.803311,-0.61153746,0.9263883607220064,0.2371964426091834,-0.689191918112823
A032,T3,Congruent,80.16,0.8270539,-0.4454148,0.9539857938606829,0.510147208019647,-0.44383858584103597
A032,T4,Congruent,144.51,1.7046412,-0.17751563,1.9740447097935163,0.9503236626004242,-1.0237210471930922
A033,T1,Congruent,1.0,-0.43331796,-0.45722213,-0.5110007131043205,0.4907469662889046,1.0017476793932252
A033,T2,Congruent,29.16,0.6877826,-0.52812696,0.7921045413647132,0.3742455352391079,-0.4178590061256053
A033,T3,Congruent,72.6,0.84835505,-0.31753787,0.9787450719144135,0.720257652445713,-0.25848741946870046
A033,T4,Congruent,168.33,-0.1874351,-0.80483,-0.22520008265072963,-0.0803962731656102,0.14480380948511945
A034,T1,Congruent,1.0,1.1752179,0.16399635,1.358672361689136,1.5114509425142117,0.15277858082507567
A034,T2,Congruent,26.08,0.8730519,0.0878398,1.0074513237459473,1.3863205803256924,0.37886925657974513
A034,T3,Congruent,74.28,-0.32315242,-0.38711584,-0.382950385455373,0.6059363421126961,0.9888867275680691
A034,T4,Congruent,145.38,0.09952562,-0.73347974,0.10834717920972035,0.03683702949903281,-0.07151014971068755
A035,T1,Congruent,1.0,-0.9139977,-0.6873689,-1.0697162443059187,0.11260025813815674,1.1823165024440754
A035,T2,Congruent,44.76,0.81915426,-0.35464787,0.9448036894539081,0.659283412661795,-0.2855202767921131
A035,T3,Congruent,79.98,0.21742025,-0.8606771,0.24538137338288407,-0.17215683545708016,-0.41753820883996423
A035,T4,Congruent,152.47,-0.7487059,-1.0819523,-0.8775902024630311,-0.5357269541052732,0.34186324835775794
A036,T1,Congruent,1.0,0.8550636,-0.8050126,0.9865427192145525,-0.08069629731501841,-1.0672390165295709
A036,T2,Congruent,21.63,-0.12540075,-2.5525463,-0.15309478690226344,-2.952012353749339,-2.7989175668470754
A036,T3,Congruent,71.47,0.28238106,-1.1878074,0.32088822429870606,-0.7096540424844334,-1.0305422667831394
A036,T4,Congruent,143.85,-1.0393022,-2.115074,-1.215363261339444,-2.233215778189593,-1.017852516850149
