composite_ID,UID,test_num,TSVR_hours,theta_what_acc,theta_where_acc,theta_when_acc,theta_What_conf,theta_Where_conf,theta_When_conf
A074_1,A074,1,1.0,0.9347626,1.0983253,1.2813684,-0.18597467,-0.31399783,-0.34152573
A074_2,A074,2,29.33,-0.76089525,0.24436297,-0.52071154,-0.53408575,-0.6636127,-0.42513478
A074_3,A074,3,73.02,-1.1451392,-0.60411704,-0.81617445,-0.86386716,-0.84206283,-0.23766808
A074_4,A074,4,147.21,-1.2613695,-0.96847135,0.10373091,-0.7869516,-0.7249949,0.065352984
A075_1,A075,1,1.0,0.25188833,0.7470089,-0.54059076,-0.61729574,-0.59508604,-0.61248755
A075_2,A075,2,28.68,0.108092144,0.6729385,-0.5502456,-0.6755973,-0.4867723,-0.48478758
A075_3,A075,3,71.37,-1.198156,-1.4312079,1.1863189,-1.5873282,-1.6831306,-1.4838032
A075_4,A075,4,244.53,-0.75654626,-0.60777307,-0.57930595,-1.1416014,-0.78669363,-1.5544668
A076_1,A076,1,1.0,-0.48276085,-0.44263244,-0.5056021,-0.84134424,-0.7429717,-0.53186536
A076_2,A076,2,27.3,-0.47757313,-0.7997155,-0.43344772,-0.8928892,-1.1343815,-0.9322328
A076_3,A076,3,74.88,-1.4173888,-0.8135321,-0.19740665,-1.2276068,-1.0241452,-1.0961763
A076_4,A076,4,149.28,-2.3509033,-2.3054538,1.5284538,-1.6442255,-1.6557899,-1.5946274
A077_1,A077,1,1.0,1.3145027,1.0192841,1.5040148,-0.29585537,-0.16781874,-0.6221063
A077_2,A077,2,53.88,-0.046640176,-0.15604849,-0.10567103,-0.53061026,-0.8854789,-0.28609315
A077_3,A077,3,78.36,0.09669988,0.16106999,-0.35756844,-0.7001903,-0.8848828,0.0030661898
A077_4,A077,4,149.75,0.63073874,0.6083534,-0.5239091,-0.4655254,-0.53065467,-0.49924725
A078_1,A078,1,1.0,0.023597341,0.07454012,-0.10844841,-1.0185794,-0.9550609,-1.2669076
A078_2,A078,2,26.17,0.099462025,0.16946432,-0.0067033195,-0.9904335,-0.99789536,-0.927811
A078_3,A078,3,72.3,-0.7596743,-1.0444946,-0.51325446,-1.0203165,-1.1255918,-1.2464578
A078_4,A078,4,140.08,-0.65401506,-1.1616063,-0.15717757,-1.7117021,-1.4358822,-1.5400054
A079_1,A079,1,1.0,0.13202901,0.53766596,-0.7119632,-0.71846724,-0.5103471,-0.4691084
A079_2,A079,2,26.11,-0.5799095,-0.3025957,-0.30479327,-0.4687813,-0.40154326,-0.7961562
A079_3,A079,3,74.0,-1.0114949,-0.8762622,-0.40777707,-0.7912571,-0.8309282,-1.03497
A079_4,A079,4,194.42,-0.5881184,-0.9346913,0.7509921,-1.1430237,-0.89567983,-1.0043411
A080_1,A080,1,1.0,0.43105462,0.38280243,0.57000864,-0.3331419,-0.27479762,-0.12884285
A080_2,A080,2,29.03,0.4199076,0.5524726,0.44364765,-0.52528346,-0.36208493,-0.022534352
A080_3,A080,3,72.87,0.3975454,0.37515318,0.5041131,-0.8356168,-0.54912174,-1.004014
A080_4,A080,4,145.77,-0.8417055,-0.64538527,-0.5906437,-1.1089727,-0.8352316,-0.9994529
A081_1,A081,1,1.0,0.41316152,0.50441945,0.8564262,-0.32426777,-0.5029323,0.074385546
A081_2,A081,2,31.39,-0.49664956,-0.18483032,-0.025125109,-0.46589303,-0.8535191,-0.18059202
A081_3,A081,3,80.13,0.96994483,1.1800628,-0.42852363,-0.40189904,-0.7832085,-0.24266918
A081_4,A081,4,154.53,0.04104539,0.33096862,-0.46736154,-0.7679094,-0.5388373,-1.2665
A082_1,A082,1,1.0,0.70349485,0.35655326,1.7644588,-0.3075968,-0.48643523,-0.45682576
A082_2,A082,2,27.97,1.0411574,1.3607811,-0.0019905437,-0.5080273,-0.4182891,-0.48238644
A082_3,A082,3,75.71,0.26939318,0.3973795,-0.12800583,-0.69216347,-0.62079847,-0.9142716
A082_4,A082,4,170.25,0.099159405,-0.14018959,-0.39582023,-1.0564356,-0.9672931,-1.1665477
A083_1,A083,1,1.0,1.716006,2.0168736,-0.31841132,-0.10635004,-0.09583326,0.012034494
A083_2,A083,2,25.15,0.627722,1.00285,-0.45229053,-0.6589626,-0.41169494,-1.0398843
A083_3,A083,3,74.3,-0.03808578,0.36194983,-0.47990027,-0.7292993,-0.4612502,-0.6107135
A083_4,A083,4,144.91,-0.45677182,0.24137302,0.34402838,-0.6611885,-0.7098516,-0.5430397
A084_1,A084,1,1.0,0.27613997,0.5691112,1.4150648,-1.6331187,-1.2836237,-1.7699771
A084_2,A084,2,27.25,-1.0235722,-0.18040624,-0.27028632,-1.7653933,-1.2449703,-1.7262349
A084_3,A084,3,91.97,-0.04605442,0.03166853,-0.4267936,-1.3211712,-1.1464479,-0.89445883
A084_4,A084,4,162.51,-0.27272734,-0.0047476077,-0.23278973,-1.9710993,-1.4459121,-1.4943849
A085_1,A085,1,1.0,0.11177244,0.2899799,-0.47458923,-0.16988859,-0.4113594,0.06696249
A085_2,A085,2,24.51,1.5030562,1.4209598,-0.47382683,-0.06407394,-0.079419106,-0.38596627
A085_3,A085,3,71.4,-0.12060891,0.025584096,-0.3005388,-0.29939044,-0.29603952,-0.109423846
A085_4,A085,4,170.65,-0.5840122,-0.3731264,-0.061538562,-0.9037909,-0.50886494,-0.44603387
A086_1,A086,1,1.0,0.67570555,0.97849166,-0.23130356,-0.42006263,-0.22390528,0.19050074
A086_2,A086,2,23.47,-0.8055431,-0.18614894,-0.5171918,-0.17667152,-0.34955737,-0.13576607
A086_3,A086,3,145.29,-1.0776986,-0.9601963,-0.2446419,-0.756651,-0.8755129,-0.97178423
A086_4,A086,4,169.55,-0.74143744,-1.1614163,1.2211847,-0.81732196,-1.047874,-0.7664863
A087_1,A087,1,1.0,1.2110579,1.2821014,1.4052566,0.04956661,-0.14499468,0.030974811
A087_2,A087,2,31.07,0.91695786,1.1883459,-0.49443603,-0.28434318,-0.29225552,-0.5095214
A087_3,A087,3,72.8,-0.11189697,-0.2785365,0.13714062,-0.3399625,-0.54559875,-0.5164867
A087_4,A087,4,144.2,0.37117374,0.2586514,-0.18968214,-0.31418985,-0.36088088,-0.81772345
A088_1,A088,1,1.0,1.4964592,2.1475084,-0.08135233,-0.48985383,-0.35632056,-0.02518704
A088_2,A088,2,24.25,2.3701851,2.4879174,-0.31528148,-0.3874051,-0.13363272,-0.6045346
A088_3,A088,3,74.91,0.24273601,0.62272197,-0.43399978,-0.47999272,-0.53788346,-0.16763243
A088_4,A088,4,149.93,1.3775116,1.1072929,1.2568436,-0.21584226,-0.45594898,-0.25859597
A089_1,A089,1,1.0,1.3879722,1.5649729,1.7083962,-0.24243428,-0.26589176,0.24967499
A089_2,A089,2,32.14,0.98157203,1.0718217,-0.21348219,-0.2085569,-0.35867476,-0.37181965
A089_3,A089,3,79.34,0.18005185,0.5249375,-0.14985779,-0.5054164,-0.75181556,-0.620811
A089_4,A089,4,146.96,0.12621939,0.3508756,-0.28080377,-0.49625972,-0.78483397,-0.40111136
A090_1,A090,1,1.0,0.5685513,0.099213794,0.7624718,-1.6694237,-1.4756273,-1.5439972
A090_2,A090,2,23.54,-1.004835,-0.24209194,-0.6505352,-1.231995,-1.2440255,-1.1113656
A090_3,A090,3,95.42,-1.9035667,-1.0358795,-0.8909199,-2.343972,-2.1642137,-2.2179248
A090_4,A090,4,144.07,-1.0069829,-1.1617507,-0.34045273,-2.383801,-2.0109892,-2.120576
A091_1,A091,1,1.0,0.6446007,0.7014804,0.86372465,-0.31102517,-0.57862794,-0.18884012
A091_2,A091,2,22.2,-0.23618999,-0.13521343,0.65469027,-0.6510467,-0.6094017,-1.0021944
A091_3,A091,3,73.64,-1.0844674,-0.8887421,-0.48093566,-1.295363,-0.8494066,-1.5836357
A091_4,A091,4,142.61,-0.22201028,-0.9598613,1.381451,-0.6915264,-0.41715935,-1.1188887
A092_1,A092,1,1.0,-0.45725018,-0.13686992,-0.4826386,-0.39631176,-0.5499598,-0.048927873
A092_2,A092,2,22.83,-0.707106,-0.70090806,-0.42812535,-0.874028,-0.3638656,-0.48022532
A092_3,A092,3,71.31,-0.27878723,-0.4578089,-0.05944928,-1.0167565,-0.6071679,-0.949049
A092_4,A092,4,146.16,-1.5835248,-1.1760907,-0.43719628,-1.5746155,-0.90732133,-1.531755
A093_1,A093,1,1.0,0.40196308,0.44534478,-0.3689992,-0.31084672,-0.29207903,0.21607958
A093_2,A093,2,22.09,0.31625798,0.28671375,0.11884567,-1.5315979,-1.7473596,-1.7845649
A093_3,A093,3,70.22,0.895297,0.56649524,1.6647446,-2.2868278,-2.0665236,-2.2663598
A093_4,A093,4,140.95,0.58903307,0.5191052,-0.32164475,-2.3151166,-2.109843,-2.1289084
A094_1,A094,1,1.0,-0.4338472,-0.71144027,0.823974,-0.8733607,-1.0246629,-0.858511
A094_2,A094,2,22.98,-0.10413395,-0.15374868,0.46111983,-0.84126997,-1.0448214,-0.9233086
A094_3,A094,3,76.21,-1.5876961,-1.4280683,0.37761584,-1.1084818,-1.297069,-1.2907438
A094_4,A094,4,149.99,-0.9550737,-1.1847831,0.55721027,-1.2153608,-0.9864897,-1.2585236
A095_1,A095,1,1.0,1.5629785,1.4802225,0.63964266,-0.24935532,-0.24886794,0.33855438
A095_2,A095,2,29.71,-0.31464836,-0.3401414,-0.49500343,-0.9429458,-0.7041991,-0.9394098
A095_3,A095,3,78.76,-0.52469057,-0.40075338,-0.2971133,-0.5604514,-0.6586784,-0.44877037
A095_4,A095,4,148.79,-0.44003212,-0.9582339,-0.4209291,-1.0292403,-1.0800077,-1.0462689
A096_1,A096,1,1.0,-0.5876299,-0.4121188,-0.6160523,-0.7722609,-0.21997853,0.03505868
A096_2,A096,2,24.49,-1.6634033,-0.88762873,-0.4185087,-0.9537298,-0.8806961,0.053854737
A096_3,A096,3,71.19,-2.0487726,-2.1615133,-0.29439145,-0.642855,-0.8012751,-0.26232097
A096_4,A096,4,143.66,-1.6537123,-1.2287564,-0.5943314,-0.8880069,-0.45656487,0.01525935
A097_1,A097,1,1.0,0.30110675,0.14475676,-0.36350635,-1.0316466,-0.858112,-0.76184154
A097_2,A097,2,24.37,-0.46951467,-0.57904583,-0.3395108,-2.4364095,-2.0705633,-1.9999062
A097_3,A097,3,70.83,0.49897698,0.8254244,-0.605232,-1.826925,-1.7153888,-1.6018606
A097_4,A097,4,144.85,0.21680588,0.19003011,1.2515274,-2.2625446,-2.2418253,-2.168877
A098_1,A098,1,1.0,0.63542306,0.8269297,0.4971533,-0.32570514,-0.352764,-0.113549925
A098_2,A098,2,25.77,0.2751316,0.446704,-0.2349469,-0.47275475,-0.61451584,-0.2635758
A098_3,A098,3,78.84,1.2736149,1.1578248,1.3599656,-0.38767546,-0.14431314,-0.5267351
A098_4,A098,4,146.29,-0.28662166,-0.6112854,-0.4772023,-0.56587017,-0.5530048,-0.1797722
A099_1,A099,1,1.0,0.8915915,1.0796213,-0.2180019,-0.1933334,-0.34824362,-0.2057989
A099_2,A099,2,28.75,0.962919,1.3544149,-0.41050053,-0.42159227,-0.41765174,-0.42506936
A099_3,A099,3,78.57,-0.6954294,-0.12090313,-0.20056172,-0.41357124,-0.23385498,-0.6174337
A099_4,A099,4,143.51,0.024082785,1.0466882,-0.69252235,0.018703647,0.05186575,0.09978434
A100_1,A100,1,1.0,0.07399175,-0.19057651,1.4684601,-1.2776049,-0.9276766,-0.94457746
A100_2,A100,2,31.14,0.9113723,0.9044729,-0.33779326,-1.4885942,-1.2011194,-1.3038135
A100_3,A100,3,75.34,0.36577296,0.22922672,-0.28128785,-1.2015793,-1.00375,-1.2467386
A100_4,A100,4,146.8,0.07635781,0.06803087,-0.22473392,-2.177189,-2.254093,-2.0015745
A101_1,A101,1,1.0,-1.1400971,-0.9462252,0.65641433,-1.1531101,-1.1271902,-0.8632901
A101_2,A101,2,29.12,-0.97317004,-0.55277234,0.81957674,-1.1507939,-0.9139338,-1.3611658
A101_3,A101,3,75.21,-1.268504,-1.5930067,-0.45515946,-2.0616903,-2.257844,-2.0871842
A101_4,A101,4,150.22,-1.4687408,-0.9949761,-0.31006965,-2.4006252,-2.1047175,-2.190017
A102_1,A102,1,1.0,-0.1090957,-0.024540316,-0.2566523,-0.4659688,-0.6318408,-0.58967227
A102_2,A102,2,29.13,0.7893604,1.2355605,-0.33513072,-0.5725646,-0.42629144,-0.26417938
A102_3,A102,3,75.27,-0.54814076,-0.42207742,-0.6858174,-0.70983475,-0.7458047,-0.5259363
A102_4,A102,4,150.41,-0.016238477,-0.7300058,1.4994364,-0.7002248,-0.6005884,-0.81930107
A103_1,A103,1,1.0,1.5837513,1.5713539,-0.42076415,-1.6476277,-1.7276977,-1.5576677
A103_2,A103,2,27.26,-0.8997795,-1.0943544,0.31559962,-2.0595725,-2.1003845,-2.303992
A103_3,A103,3,80.24,-1.8014679,-1.4175515,0.325334,-2.1543787,-2.2404468,-2.1220315
A103_4,A103,4,149.72,-0.7135607,-1.0943214,-0.5340449,-2.3034658,-2.2445917,-1.9389676
A104_1,A104,1,1.0,1.9797188,1.6869882,1.8159056,-0.23795481,-0.096845455,-0.34517285
A104_2,A104,2,22.6,-0.25339428,0.20594147,0.84386843,-0.18667741,-0.2953946,-0.3427015
A104_3,A104,3,72.62,0.30562896,0.2628214,-0.46309766,-0.5396037,-0.37600604,-0.51570475
A104_4,A104,4,145.78,-1.6902736,-1.721655,-0.3772499,-1.1808013,-1.406939,-1.0981561
A105_1,A105,1,1.0,0.6786545,0.7042392,-0.13496135,0.14666553,0.107473895,0.012118798
A105_2,A105,2,22.77,0.4023,0.5544501,0.24417153,-0.09143283,-0.20604235,-0.14038579
A105_3,A105,3,69.46,-0.07094553,-0.32355082,0.059506916,-0.7008655,-0.58831054,-0.7484463
A105_4,A105,4,146.2,0.012376063,0.4385651,-0.50990736,-0.5656953,-0.82229865,-0.31278455
A106_1,A106,1,1.0,1.5945877,1.314505,1.1422098,-0.2363908,-0.06138464,-0.3489107
A106_2,A106,2,22.64,0.07416145,0.06214906,-0.4354155,-0.50482,-0.7756045,-0.76727813
A106_3,A106,3,66.08,0.610385,0.39107776,1.3641832,-0.4244297,-0.5837823,-0.4255983
A106_4,A106,4,147.13,0.97847015,1.1643393,-0.28151542,-0.25632027,-0.6719219,-0.22757661
A107_1,A107,1,1.0,-0.6293192,-0.7827122,0.97875214,-2.2529342,-1.8828845,-2.087243
A107_2,A107,2,26.22,-1.6425781,-1.5480853,-0.28175655,-2.5128634,-2.361064,-2.2273915
A107_3,A107,3,71.45,-0.8989691,-1.1850315,0.77518064,-1.9072479,-1.4767938,-1.4606197
A107_4,A107,4,145.95,-1.2341427,-1.3145429,-0.233869,-2.1943111,-2.3700135,-2.0688787
A108_1,A108,1,1.0,-0.6797666,-0.46580803,-0.13473348,-0.7291451,-0.9310122,-0.32233924
A108_2,A108,2,27.61,-1.2300881,-0.9090442,0.24186571,-1.0643289,-1.1488962,-0.66837287
A108_3,A108,3,68.96,-0.64672476,-0.15494189,0.083498195,-1.0438112,-1.0102834,-0.6591243
A108_4,A108,4,152.12,-1.2409853,-1.056874,-0.28900594,-1.1844062,-0.9659984,-0.5945612
A109_1,A109,1,1.0,-0.29406714,-0.24901082,-0.63438576,-1.0555787,-1.5084882,-1.2476219
A109_2,A109,2,24.65,-0.85136366,-1.060476,0.88505614,-1.3236896,-2.0305598,-1.3785945
A109_3,A109,3,71.17,-0.2927042,-0.09701187,-0.2843768,-0.97737586,-1.1609657,-0.8367427
A109_4,A109,4,149.87,-1.3304558,-1.2608058,-0.3660474,-2.326117,-2.159722,-2.1815023
