domain_name,age_tertile,TSVR_hours,theta_observed,se_observed,ci_lower,ci_upper,theta_predicted
What,Older,72.23,,,,,
What,Older,72.26,,,,,
What,Older,72.3,,,,,
What,Older,72.55,,,,,
What,Older,72.6,,,,,
What,Older,72.62,0.30562896,,,,-0.1971636651467622
What,Older,72.8,-0.11189697,,,,0.29502317066449874
What,Older,72.83,,,,,
What,Older,72.86,,,,,
What,Older,72.87,0.3975454,,,,-0.12897206334748104
What,Older,72.94,,,,,
What,Older,73.02,-1.1451392,,,,-0.5228823494769733
What,Older,73.05,,,,,
What,Older,73.19,,,,,
What,Older,73.64,-1.0844674,,,,-0.5317919196561228
What,Older,73.79,,,,,
What,Older,73.83,,,,,
What,Older,74.0,,,,,
What,Older,74.19,,,,,
What,Older,74.28,,,,,
What,Older,74.3,-0.03808578,,,,0.35526737718685425
What,Older,74.46,,,,,
What,Older,74.48,,,,,
What,Older,74.58,,,,,
What,Older,74.88,-1.4173888,,,,-1.2861276876695509
What,Older,74.91,0.24273601,,,,1.0850440799180425
What,Older,75.21,-1.268504,,,,-1.2993724033479614
What,Older,75.27,-0.54814076,,,,-0.26102120704621556
What,Older,75.34,0.36577296,,,,0.0019230151762349434
What,Older,75.46,,,,,
What,Older,75.71,0.26939318,,,,0.21535180654372788
What,Older,75.74,,,,,
What,Older,76.21,-1.5876961,,,,-1.023065095381288
What,Older,76.85,,,,,
What,Older,78.25,,,,,
What,Older,78.28,,,,,
What,Older,78.36,,,,,
What,Older,78.57,-0.6954294,,,,0.23431811435245625
What,Older,78.76,-0.52469057,,,,-0.26618857854761413
What,Older,78.84,1.2736149,,,,0.14238211814737223
What,Older,79.34,0.18005185,,,,0.442158199734793
What,Older,79.66,,,,,
What,Older,79.75,,,,,
What,Older,79.78,,,,,
What,Older,79.96,,,,,
What,Older,79.98,,,,,
What,Older,80.13,0.96994483,,,,0.05589513558167447
What,Older,80.16,,,,,
What,Older,80.24,-1.8014679,,,,-0.7347137621676136
What,Older,80.64,,,,,
What,Older,80.88,,,,,
What,Older,80.98,,,,,
What,Older,81.15,,,,,
What,Older,81.92,,,,,
What,Older,82.55,,,,,
What,Older,82.98,,,,,
What,Older,82.99,,,,,
What,Older,83.54,,,,,
What,Older,83.64,,,,,
What,Older,83.68,,,,,
What,Older,91.47,,,,,
What,Older,91.63,,,,,
What,Older,91.97,-0.04605442,,,,-0.3688582021279371
What,Older,92.72,,,,,
What,Older,93.26,,,,,
What,Older,93.39,,,,,
What,Older,94.68,,,,,
What,Older,95.42,-1.9035667,,,,-0.9703343928813544
What,Older,98.84,,,,,
What,Older,106.41,,,,,
What,Older,111.38,,,,,
What,Older,136.83,,,,,
What,Older,137.74,,,,,
What,Older,138.91,,,,,
What,Older,140.08,,,,,
What,Older,140.12,,,,,
What,Older,140.22,,,,,
What,Older,140.39,,,,,
What,Older,140.49,,,,,
What,Older,140.95,0.58903307,,,,0.003415347255294243
What,Older,141.09,,,,,
What,Older,141.71,,,,,
What,Older,141.84,,,,,
What,Older,142.61,-0.22201028,,,,-0.7011797394684474
What,Older,143.14,,,,,
What,Older,143.48,,,,,
What,Older,143.51,0.024082785,,,,0.0791077313868297
What,Older,143.53,,,,,
What,Older,143.66,-1.6537123,,,,-1.664838411806239
What,Older,143.85,,,,,
What,Older,143.91,,,,,
What,Older,144.07,-1.0069829,,,,-1.0825248361374924
What,Older,144.19,,,,,
What,Older,144.2,0.37117374,,,,0.10734269331354707
What,Older,144.22,,,,,
What,Older,144.51,,,,,
What,Older,144.85,0.21680588,,,,-0.3249396495301693
What,Older,144.91,-0.45677182,,,,0.16823428683840347
What,Older,145.06,,,,,
What,Older,145.07,,,,,
What,Older,145.29,-1.0776986,,,,-0.7623828955994445
What,Older,145.31,,,,,
What,Older,145.38,,,,,
What,Older,145.65,,,,,
What,Older,145.77,-0.8417055,,,,-0.32922372398951183
What,Older,145.78,-1.6902736,,,,-0.36632012087682353
What,Older,145.92,,,,,
What,Older,145.95,-1.2341427,,,,-1.4950074796763644
What,Older,146.02,,,,,
What,Older,146.16,-1.5835248,,,,-1.086571437859238
What,Older,146.2,0.012376063,,,,-0.18309403885188236
What,Older,146.29,-0.28662166,,,,-0.026145308955622504
What,Older,146.3,,,,,
What,Older,146.54,,,,,
What,Older,146.56,,,,,
What,Older,146.8,0.07635781,,,,-0.16032669947871397
What,Older,146.96,0.12621939,,,,0.2619375453216375
What,Older,146.99,,,,,
What,Older,147.13,0.97847015,,,,0.24187795058550932
What,Older,147.21,-1.2613695,,,,-0.7355067507199701
What,Older,147.65,,,,,
What,Older,147.84,,,,,
What,Older,147.94,,,,,
What,Older,148.69,,,,,
What,Older,148.79,-0.44003212,,,,-0.4368520079349308
What,Older,148.85,,,,,
What,Older,148.87,,,,,
What,Older,148.9,,,,,
What,Older,149.18,,,,,
What,Older,149.2,,,,,
What,Older,149.21,,,,,
What,Older,149.28,-2.3509033,,,,-1.4933937084609505
What,Older,149.33,,,,,
What,Older,149.72,-0.7135607,,,,-0.8808570773731853
What,Older,149.75,,,,,
What,Older,149.87,-1.3304558,,,,-1.0721018311804646
What,Older,149.93,1.3775116,,,,0.8830379058996297
What,Older,149.99,-0.9550737,,,,-1.2075889973108518
What,Older,150.22,-1.4687408,,,,-1.4579108717056748
What,Older,150.41,-0.016238477,,,,-0.422988000281451
What,Older,150.46,,,,,
What,Older,150.8,,,,,
What,Older,150.87,,,,,
What,Older,151.52,,,,,
What,Older,151.93,,,,,
What,Older,152.12,-1.2409853,,,,-1.1774782513639253
What,Older,152.47,,,,,
What,Older,152.89,,,,,
What,Older,153.27,,,,,
What,Older,154.53,0.04104539,,,,-0.14125173622137965
What,Older,154.76,,,,,
What,Older,154.89,,,,,
What,Older,155.27,,,,,
What,Older,155.59,,,,,
What,Older,156.21,,,,,
What,Older,162.51,-0.27272734,,,,-0.5319250126133407
What,Older,164.93,,,,,
What,Older,166.33,,,,,
What,Older,166.87,,,,,
What,Older,168.33,,,,,
What,Older,168.86,,,,,
What,Older,169.55,-0.74143744,,,,-0.810862262104453
What,Older,170.25,0.099159405,,,,-0.01741369492700684
What,Older,170.65,-0.5840122,,,,-0.23477612988945623
What,Older,187.43,,,,,
What,Older,194.42,,,,,
What,Older,244.53,-0.75654626,,,,-0.8460899929483132
What,Older,246.24,,,,,
Where,Young,1.0,0.9432623731212122,0.14571435803536803,0.6576622313718908,1.2288625148705337,0.9253595667781476
Where,Young,16.9,,,,,
Where,Young,17.16,,,,,
Where,Young,20.61,0.9758614,,,,0.4311097489588621
Where,Young,21.63,-0.28614074,,,,0.09273339597847441
Where,Young,21.9,0.59148264,,,,0.8804203061672038
Where,Young,21.98,,,,,
Where,Young,22.09,,,,,
Where,Young,22.2,,,,,
Where,Young,22.6,,,,,
Where,Young,22.64,,,,,
Where,Young,22.77,,,,,
Where,Young,22.82,-0.25359893,,,,0.25435077283036
Where,Young,22.83,,,,,
Where,Young,22.96,,,,,
Where,Young,22.98,,,,,
Where,Young,23.24,,,,,
Where,Young,23.33,1.87031,,,,0.451370627569292
Where,Young,23.35,,,,,
Where,Young,23.46,-0.5633802,,,,-0.730315944001236
Where,Young,23.47,,,,,
Where,Young,23.54,,,,,
Where,Young,23.69,1.980908,,,,1.5034109709078356
Where,Young,23.7,1.2943444,,,,0.7034479620698646
Where,Young,23.91,,,,,
Where,Young,24.15,0.49875164,,,,0.18840401655860955
Where,Young,24.25,,,,,
Where,Young,24.32,,,,,
Where,Young,24.37,,,,,
Where,Young,24.49,,,,,
Where,Young,24.51,,,,,
Where,Young,24.57,0.20441371,,,,0.23026541662563443
Where,Young,24.65,,,,,
Where,Young,24.66,,,,,
Where,Young,24.73,,,,,
Where,Young,24.77,-0.6685766,,,,-0.006918274435060323
Where,Young,24.78,,,,,
Where,Young,24.87,,,,,
Where,Young,24.96,,,,,
Where,Young,25.15,,,,,
Where,Young,25.6,-0.31520778,,,,0.539749562663984
Where,Young,25.62,,,,,
Where,Young,25.63,-0.37005034,,,,0.20547377545788564
Where,Young,25.66,1.7318953,,,,0.6932341963428468
Where,Young,25.77,,,,,
Where,Young,26.08,0.952347,,,,0.6224394995740491
Where,Young,26.11,,,,,
Where,Young,26.17,,,,,
Where,Young,26.22,,,,,
Where,Young,26.26,,,,,
Where,Young,26.48,0.11092596,,,,0.4433287079397277
Where,Young,26.85,-0.15119976,,,,-0.6404770616855653
Where,Young,27.12,-0.65311587,,,,0.5898411040345011
Where,Young,27.25,,,,,
Where,Young,27.26,,,,,
Where,Young,27.3,,,,,
Where,Young,27.61,,,,,
Where,Young,27.97,,,,,
Where,Young,28.26,0.3406542,,,,0.0274177902231523
Where,Young,28.43,0.4782135,,,,1.0464128944640347
Where,Young,28.65,1.4364381,,,,1.2418536018939155
Where,Young,28.68,,,,,
Where,Young,28.69,-1.2111,,,,-0.8763450544868973
Where,Young,28.75,,,,,
Where,Young,28.93,,,,,
Where,Young,29.03,,,,,
Where,Young,29.12,,,,,
Where,Young,29.13,,,,,
Where,Young,29.16,0.45576963,,,,0.3798153772275581
Where,Young,29.33,,,,,
Where,Young,29.57,0.12924328,,,,0.08317954885188653
Where,Young,29.71,,,,,
Where,Young,29.91,,,,,
Where,Young,30.21,0.61569417,,,,0.7661272614732848
Where,Young,30.4,,,,,
Where,Young,30.49,,,,,
Where,Young,30.92,,,,,
Where,Young,31.07,,,,,
Where,Young,31.14,,,,,
Where,Young,31.39,,,,,
Where,Young,31.76,,,,,
Where,Young,31.78,-1.2771462,,,,0.17659687955520129
Where,Young,32.14,,,,,
Where,Young,32.31,,,,,
Where,Young,32.41,0.23107058,,,,0.4308040882935429
Where,Young,32.71,,,,,
Where,Young,32.85,0.5182861,,,,0.14264600988029202
Where,Young,32.95,1.2273304,,,,0.3991433500691298
Where,Young,33.61,,,,,
Where,Young,33.76,,,,,
Where,Young,34.03,0.034030903,,,,-0.06310487050181599
Where,Young,35.16,,,,,
Where,Young,37.65,,,,,
Where,Young,44.69,,,,,
Where,Young,44.76,0.78530264,,,,-0.12324198851634832
Where,Young,47.66,,,,,
Where,Young,53.88,,,,,
Where,Young,57.18,-0.19438347,,,,0.6142125337201881
Where,Young,61.28,0.13619477,,,,0.1277377868000838
Where,Young,64.94,,,,,
Where,Young,65.63,,,,,
Where,Young,66.08,,,,,
Where,Young,66.28,,,,,
Where,Young,66.66,,,,,
Where,Young,66.9,,,,,
Where,Young,68.96,,,,,
Where,Young,69.46,,,,,
Where,Young,69.99,,,,,
Where,Young,70.22,,,,,
Where,Young,70.56,0.22653097,,,,0.39275971373897733
Where,Young,70.59,1.7067914,,,,1.1838327796940264
Where,Young,70.83,,,,,
Where,Young,71.17,,,,,
Where,Young,71.19,,,,,
Where,Young,71.28,,,,,
Where,Young,71.31,,,,,
Where,Young,71.37,,,,,
Where,Young,71.4,,,,,
Where,Young,71.45,,,,,
Where,Young,71.46,,,,,
Where,Young,71.47,-0.31800184,,,,-0.24558734028528384
Where,Young,71.56,-0.090858296,,,,0.19323112949466204
Where,Young,71.85,-0.34703606,,,,0.3141272114753009
Where,Young,71.93,-0.03165805,,,,0.16334854521018533
Where,Young,72.08,0.3974338,,,,0.3847655130026271
Where,Young,72.17,,,,,
Where,Young,72.2,0.038829546,,,,-0.09973131793199662
Where,Young,72.23,,,,,
Where,Young,72.26,-0.15333362,,,,-0.07956456287551161
Where,Young,72.3,,,,,
Where,Young,72.55,-0.74633425,,,,-0.09211570495266515
Where,Young,72.6,0.8525857,,,,0.11019365478852984
Where,Young,72.62,,,,,
Where,Young,72.8,,,,,
Where,Young,72.83,,,,,
Where,Young,72.86,0.9468073,,,,0.30918658512579866
Where,Young,72.87,,,,,
Where,Young,72.94,0.022343142,,,,0.11943651779467321
Where,Young,73.02,,,,,
Where,Young,73.05,,,,,
Where,Young,73.19,,,,,
Where,Young,73.64,,,,,
Where,Young,73.79,,,,,
Where,Young,73.83,,,,,
Where,Young,74.0,,,,,
Where,Young,74.19,0.43332618,,,,0.49448441905854656
Where,Young,74.28,-0.020196838,,,,0.3180350668981078
Where,Young,74.3,,,,,
Where,Young,74.46,0.051550657,,,,-0.1404964406409755
Where,Young,74.48,,,,,
Where,Young,74.58,-0.48679298,,,,-0.26315558482379947
Where,Young,74.88,,,,,
Where,Young,74.91,,,,,
Where,Young,75.21,,,,,
Where,Young,75.27,,,,,
Where,Young,75.34,,,,,
Where,Young,75.46,0.8867782,,,,0.13314427461505823
Where,Young,75.71,,,,,
Where,Young,75.74,0.3539766,,,,-0.08399486184309118
Where,Young,76.21,,,,,
Where,Young,76.85,-0.9876903,,,,-1.0689941733322592
Where,Young,78.25,-0.95550704,,,,-0.9634291185082686
Where,Young,78.28,,,,,
Where,Young,78.36,,,,,
Where,Young,78.57,,,,,
Where,Young,78.76,,,,,
Where,Young,78.84,,,,,
Where,Young,79.34,,,,,
Where,Young,79.66,0.24629961,,,,-0.36084680543966124
Where,Young,79.75,,,,,
Where,Young,79.78,,,,,
Where,Young,79.96,,,,,
Where,Young,79.98,-0.4592081,,,,-0.31183432606977074
Where,Young,80.13,,,,,
Where,Young,80.16,0.46258765,,,,0.4983308006801056
Where,Young,80.24,,,,,
Where,Young,80.64,0.08904186,,,,-0.14333986207586225
Where,Young,80.88,-0.091231495,,,,0.49036480765947943
Where,Young,80.98,,,,,
Where,Young,81.15,,,,,
Where,Young,81.92,,,,,
Where,Young,82.55,,,,,
Where,Young,82.98,,,,,
Where,Young,82.99,,,,,
Where,Young,83.54,,,,,
Where,Young,83.64,-0.6435525,,,,-0.3519603354082461
Where,Young,83.68,-1.4745452,,,,-1.2135200461616513
Where,Young,91.47,0.1628256,,,,-0.27263002626390065
Where,Young,91.63,,,,,
Where,Young,91.97,,,,,
Where,Young,92.72,,,,,
Where,Young,93.26,1.4485718,,,,0.6687321615835116
Where,Young,93.39,,,,,
Where,Young,94.68,,,,,
Where,Young,95.42,,,,,
Where,Young,98.84,0.62716204,,,,0.8484579545793556
Where,Young,106.41,,,,,
Where,Young,111.38,0.5108627,,,,0.13609679150699344
Where,Young,136.83,,,,,
Where,Young,137.74,-0.8030515,,,,-0.15130539016617206
Where,Young,138.91,-0.9400507,,,,-0.3579705384341757
Where,Young,140.08,,,,,
Where,Young,140.12,,,,,
Where,Young,140.22,,,,,
Where,Young,140.39,0.7931139,,,,0.22085978340810297
Where,Young,140.49,-0.036762077,,,,-0.21436574847446796
Where,Young,140.95,,,,,
Where,Young,141.09,,,,,
Where,Young,141.71,0.03178843,,,,-0.4176189684958031
Where,Young,141.84,0.21180752,,,,-0.3530267621070257
Where,Young,142.61,,,,,
Where,Young,143.14,0.75251937,,,,0.4719479501539871
Where,Young,143.48,,,,,
Where,Young,143.51,,,,,
Where,Young,143.53,,,,,
Where,Young,143.66,-0.20977189,,,,0.09004084395173972
Where,Young,143.85,-0.88679795,0.28183214999999995,-1.439188964,-0.33440693600000004,-0.32437074687561174
Where,Young,143.91,,,,,
Where,Young,144.07,,,,,
Where,Young,144.19,,,,,
Where,Young,144.2,,,,,
Where,Young,144.22,-1.5214664,,,,-1.3410370690413798
Where,Young,144.51,1.7630539,,,,0.23974113498479188
Where,Young,144.85,,,,,
Where,Young,144.91,,,,,
Where,Young,145.06,,,,,
Where,Young,145.07,-0.029049361,,,,-0.40085816757942694
Where,Young,145.29,,,,,
Where,Young,145.31,0.47084022,,,,0.22893696924802737
Where,Young,145.38,-0.0680759,,,,0.028549729825549486
Where,Young,145.65,-0.8004861,,,,-0.48547223578373766
Where,Young,145.77,,,,,
Where,Young,145.78,-2.1095285,,,,-1.2377511878288736
Where,Young,145.92,-0.80049735,,,,-0.554929440414433
Where,Young,145.95,,,,,
Where,Young,146.02,,,,,
Where,Young,146.16,,,,,
Where,Young,146.2,,,,,
Where,Young,146.29,,,,,
Where,Young,146.3,,,,,
Where,Young,146.54,0.8411193,,,,0.8681714665511013
Where,Young,146.56,,,,,
Where,Young,146.8,,,,,
Where,Young,146.96,,,,,
Where,Young,146.99,,,,,
Where,Young,147.13,-0.42889243,,,,-0.6346067764330064
Where,Young,147.21,,,,,
Where,Young,147.65,-0.30421466,,,,-0.16023057014017775
Where,Young,147.84,,,,,
Where,Young,147.94,,,,,
Where,Young,148.69,,,,,
Where,Young,148.79,,,,,
Where,Young,148.85,-0.26116142,,,,-0.40701354694993647
Where,Young,148.87,-0.64632875,,,,0.06817177376306593
Where,Young,148.9,,,,,
Where,Young,149.18,,,,,
Where,Young,149.2,,,,,
Where,Young,149.21,,,,,
Where,Young,149.28,,,,,
Where,Young,149.33,,,,,
Where,Young,149.72,,,,,
Where,Young,149.75,,,,,
Where,Young,149.87,,,,,
Where,Young,149.93,,,,,
Where,Young,149.99,,,,,
Where,Young,150.22,,,,,
Where,Young,150.41,,,,,
Where,Young,150.46,0.53584546,,,,-0.15648212569995865
Where,Young,150.8,-1.0289922,,,,-0.42592274572940364
Where,Young,150.87,-0.09666681,,,,-0.6201853028867194
Where,Young,151.52,,,,,
Where,Young,151.93,,,,,
Where,Young,152.12,,,,,
Where,Young,152.47,-0.9852635,,,,-0.5993394549843788
Where,Young,152.89,0.0417404,,,,-0.014311560117701738
Where,Young,153.27,,,,,
Where,Young,154.53,,,,,
Where,Young,154.76,-1.8336661,,,,-1.4962317832198788
Where,Young,154.89,,,,,
Where,Young,155.27,,,,,
Where,Young,155.59,,,,,
Where,Young,156.21,,,,,
Where,Young,162.51,,,,,
Where,Young,164.93,,,,,
Where,Young,166.33,1.0647037,,,,-0.14855500354677362
Where,Young,166.87,-0.45238903,,,,-0.1504130648675754
Where,Young,168.33,-0.5992665,,,,-0.26822132748459887
Where,Young,168.86,0.17281532,,,,-0.07410240303574794
Where,Young,169.55,,,,,
Where,Young,170.25,,,,,
Where,Young,170.65,,,,,
Where,Young,187.43,,,,,
Where,Young,194.42,,,,,
Where,Young,244.53,,,,,
Where,Young,246.24,0.81087965,,,,0.33727652951066744
Where,Middle,1.0,0.47276061599999997,0.15682517121398182,0.16538328042059564,0.7801379515794042,0.516447743906175
Where,Middle,16.9,1.1336492,,,,1.076225315685675
Where,Middle,17.16,-0.11357858,,,,0.15875955401667433
Where,Middle,20.61,,,,,
Where,Middle,21.63,,,,,
Where,Middle,21.9,,,,,
Where,Middle,21.98,0.7603441,,,,0.4211841096269847
Where,Middle,22.09,,,,,
Where,Middle,22.2,,,,,
Where,Middle,22.6,,,,,
Where,Middle,22.64,,,,,
Where,Middle,22.77,,,,,
Where,Middle,22.82,,,,,
Where,Middle,22.83,,,,,
Where,Middle,22.96,-0.7664266,,,,-0.07317182404860711
Where,Middle,22.98,,,,,
Where,Middle,23.24,1.0685252,,,,0.260613431276299
Where,Middle,23.33,,,,,
Where,Middle,23.35,-0.52560335,,,,-0.2972375614740127
Where,Middle,23.46,,,,,
Where,Middle,23.47,,,,,
Where,Middle,23.54,,,,,
Where,Middle,23.69,,,,,
Where,Middle,23.7,,,,,
Where,Middle,23.91,0.15703231,,,,0.42727378659952464
Where,Middle,24.15,,,,,
Where,Middle,24.25,0.25979045,,,,0.012024478607756392
Where,Middle,24.32,-1.4042654,,,,-0.8862403671904301
Where,Middle,24.37,,,,,
Where,Middle,24.49,,,,,
Where,Middle,24.51,,,,,
Where,Middle,24.57,,,,,
Where,Middle,24.65,,,,,
Where,Middle,24.66,-1.1997546,,,,-0.8120150952993412
Where,Middle,24.73,-0.5890776,,,,-0.5567655297904714
Where,Middle,24.77,,,,,
Where,Middle,24.78,-0.7836676,,,,-0.23758622262655057
Where,Middle,24.87,1.1582936,,,,0.3608491559590691
Where,Middle,24.96,-1.4912251,,,,-0.8378871454239473
Where,Middle,25.15,,,,,
Where,Middle,25.6,,,,,
Where,Middle,25.62,0.6062357,,,,0.5167258426312612
Where,Middle,25.63,,,,,
Where,Middle,25.66,,,,,
Where,Middle,25.77,,,,,
Where,Middle,26.08,,,,,
Where,Middle,26.11,-0.3025957,,,,-0.26398408621896585
Where,Middle,26.17,0.16946432,,,,-0.2593076636369607
Where,Middle,26.22,,,,,
Where,Middle,26.26,0.06511351,,,,-0.701890833822211
Where,Middle,26.48,,,,,
Where,Middle,26.85,,,,,
Where,Middle,27.12,,,,,
Where,Middle,27.25,,,,,
Where,Middle,27.26,,,,,
Where,Middle,27.3,,,,,
Where,Middle,27.61,,,,,
Where,Middle,27.97,,,,,
Where,Middle,28.26,,,,,
Where,Middle,28.43,,,,,
Where,Middle,28.65,,,,,
Where,Middle,28.68,,,,,
Where,Middle,28.69,,,,,
Where,Middle,28.75,,,,,
Where,Middle,28.93,-1.2185562,,,,-0.5644719389836004
Where,Middle,29.03,,,,,
Where,Middle,29.12,,,,,
Where,Middle,29.13,,,,,
Where,Middle,29.16,,,,,
Where,Middle,29.33,,,,,
Where,Middle,29.57,,,,,
Where,Middle,29.71,,,,,
Where,Middle,29.91,-1.3370378,,,,-0.6281267542859027
Where,Middle,30.21,,,,,
Where,Middle,30.4,1.1245613,,,,1.0032798284685787
Where,Middle,30.49,0.117177755,,,,0.45964435370531664
Where,Middle,30.92,0.37755665,,,,0.2558999187088489
Where,Middle,31.07,,,,,
Where,Middle,31.14,,,,,
Where,Middle,31.39,,,,,
Where,Middle,31.76,0.0042204764,,,,0.14386391654625544
Where,Middle,31.78,,,,,
Where,Middle,32.14,,,,,
Where,Middle,32.31,-0.8308915,,,,-1.5874915230671018
Where,Middle,32.41,,,,,
Where,Middle,32.71,0.9613449,,,,0.4514282986505234
Where,Middle,32.85,,,,,
Where,Middle,32.95,,,,,
Where,Middle,33.61,0.36599728,,,,-0.021529089160666037
Where,Middle,33.76,0.3808361,,,,0.10835793771125321
Where,Middle,34.03,,,,,
Where,Middle,35.16,0.91655695,,,,0.85484356342409
Where,Middle,37.65,0.5197236,,,,0.381141116669253
Where,Middle,44.69,0.1418573,,,,0.14552869224087697
Where,Middle,44.76,,,,,
Where,Middle,47.66,-0.3498922,,,,-0.7436474313106336
Where,Middle,53.88,-0.15604849,,,,0.3929332157001277
Where,Middle,57.18,,,,,
Where,Middle,61.28,,,,,
Where,Middle,64.94,0.5975626,,,,0.258948755627096
Where,Middle,65.63,-0.5669623,,,,-0.18835349760447978
Where,Middle,66.08,,,,,
Where,Middle,66.28,0.050771274,,,,-0.35922040930415355
Where,Middle,66.66,-0.20244986,,,,0.17715484096185813
Where,Middle,66.9,0.21029665,,,,0.1759834484786631
Where,Middle,68.96,,,,,
Where,Middle,69.46,,,,,
Where,Middle,69.99,0.14207737,,,,0.11034857565183029
Where,Middle,70.22,,,,,
Where,Middle,70.56,,,,,
Where,Middle,70.59,,,,,
Where,Middle,70.83,,,,,
Where,Middle,71.17,,,,,
Where,Middle,71.19,,,,,
Where,Middle,71.28,-1.7008954,,,,-0.9854268935302846
Where,Middle,71.31,,,,,
Where,Middle,71.37,,,,,
Where,Middle,71.4,,,,,
Where,Middle,71.45,,,,,
Where,Middle,71.46,-0.27181906,,,,-0.24241011188552863
Where,Middle,71.47,,,,,
Where,Middle,71.56,,,,,
Where,Middle,71.85,,,,,
Where,Middle,71.93,,,,,
Where,Middle,72.08,,,,,
Where,Middle,72.17,-0.22750992,,,,-0.8289941455735318
Where,Middle,72.2,,,,,
Where,Middle,72.23,-1.20582,,,,-1.1159566809744093
Where,Middle,72.26,,,,,
Where,Middle,72.3,-1.0444946,,,,-0.5373924444911657
Where,Middle,72.55,,,,,
Where,Middle,72.6,,,,,
Where,Middle,72.62,,,,,
Where,Middle,72.8,,,,,
Where,Middle,72.83,1.302544,,,,0.6933706414714405
Where,Middle,72.86,,,,,
Where,Middle,72.87,,,,,
Where,Middle,72.94,,,,,
Where,Middle,73.02,,,,,
Where,Middle,73.05,-1.4292107,,,,-1.1963734341127044
Where,Middle,73.19,-1.4671184,,,,-0.8813082893377978
Where,Middle,73.64,,,,,
Where,Middle,73.79,-0.813506,,,,-0.6107196843363003
Where,Middle,73.83,-0.71654075,,,,-0.5450765774324439
Where,Middle,74.0,-0.8762622,,,,-0.550540754829585
Where,Middle,74.19,,,,,
Where,Middle,74.28,,,,,
Where,Middle,74.3,,,,,
Where,Middle,74.46,,,,,
Where,Middle,74.48,-0.15719408,,,,-0.06037779446480376
Where,Middle,74.58,,,,,
Where,Middle,74.88,,,,,
Where,Middle,74.91,,,,,
Where,Middle,75.21,,,,,
Where,Middle,75.27,,,,,
Where,Middle,75.34,,,,,
Where,Middle,75.46,,,,,
Where,Middle,75.71,,,,,
Where,Middle,75.74,,,,,
Where,Middle,76.21,,,,,
Where,Middle,76.85,,,,,
Where,Middle,78.25,,,,,
Where,Middle,78.28,-0.3428614,,,,0.19315268004791042
Where,Middle,78.36,0.16106999,,,,0.2724699540398531
Where,Middle,78.57,,,,,
Where,Middle,78.76,,,,,
Where,Middle,78.84,,,,,
Where,Middle,79.34,,,,,
Where,Middle,79.66,,,,,
Where,Middle,79.75,-0.81586957,,,,-1.1650118507109946
Where,Middle,79.78,1.553987,,,,0.7193579831573442
Where,Middle,79.96,-0.6371901,,,,-0.018841322444653613
Where,Middle,79.98,,,,,
Where,Middle,80.13,,,,,
Where,Middle,80.16,,,,,
Where,Middle,80.24,,,,,
Where,Middle,80.64,,,,,
Where,Middle,80.88,,,,,
Where,Middle,80.98,-0.083795846,,,,-0.13479176077836488
Where,Middle,81.15,-0.019427864,,,,0.07529034581826188
Where,Middle,81.92,-0.5671378,,,,-0.32473973386916677
Where,Middle,82.55,0.4243972,,,,0.5975497056418319
Where,Middle,82.98,0.610876,,,,0.1672656236462238
Where,Middle,82.99,0.03945113,,,,0.1392899173765872
Where,Middle,83.54,-0.72129774,,,,-0.1611202978057635
Where,Middle,83.64,,,,,
Where,Middle,83.68,,,,,
Where,Middle,91.47,,,,,
Where,Middle,91.63,-1.3810043,,,,-0.9641004853316045
Where,Middle,91.97,,,,,
Where,Middle,92.72,-0.45045272,,,,-0.09227159855719319
Where,Middle,93.26,,,,,
Where,Middle,93.39,-0.81224996,,,,-0.9513921464373368
Where,Middle,94.68,-0.6168478,,,,-0.029743515236119594
Where,Middle,95.42,,,,,
Where,Middle,98.84,,,,,
Where,Middle,106.41,-2.107138,,,,-1.9659782143738072
Where,Middle,111.38,,,,,
Where,Middle,136.83,1.423274,,,,0.43150004065522546
Where,Middle,137.74,,,,,
Where,Middle,138.91,,,,,
Where,Middle,140.08,-1.1616063,,,,-0.8110192685723675
Where,Middle,140.12,0.9916159,,,,-0.12324989814663506
Where,Middle,140.22,-1.6760168,,,,-1.4060896421291562
Where,Middle,140.39,,,,,
Where,Middle,140.49,,,,,
Where,Middle,140.95,,,,,
Where,Middle,141.09,-0.39704204,,,,-0.17985324870702782
Where,Middle,141.71,,,,,
Where,Middle,141.84,,,,,
Where,Middle,142.61,,,,,
Where,Middle,143.14,,,,,
Where,Middle,143.48,-1.0194858,,,,-0.6775374228265633
Where,Middle,143.51,,,,,
Where,Middle,143.53,-1.4403187,,,,-1.2809093684580284
Where,Middle,143.66,,,,,
Where,Middle,143.85,,,,,
Where,Middle,143.91,0.17548531,,,,-0.21871246646252798
Where,Middle,144.07,,,,,
Where,Middle,144.19,-1.208704,,,,-1.1662434270360218
Where,Middle,144.2,,,,,
Where,Middle,144.22,,,,,
Where,Middle,144.51,,,,,
Where,Middle,144.85,,,,,
Where,Middle,144.91,,,,,
Where,Middle,145.06,-0.99096304,,,,-0.8330319169397
Where,Middle,145.07,,,,,
Where,Middle,145.29,,,,,
Where,Middle,145.31,,,,,
Where,Middle,145.38,,,,,
Where,Middle,145.65,,,,,
Where,Middle,145.77,,,,,
Where,Middle,145.78,,,,,
Where,Middle,145.92,,,,,
Where,Middle,145.95,,,,,
Where,Middle,146.02,-1.1107395,,,,-1.1290986364240698
Where,Middle,146.16,,,,,
Where,Middle,146.2,,,,,
Where,Middle,146.29,,,,,
