composite_ID,UID,test,domain,TSVR_hours,ma_theta,ma_theta_se
A104_T2,A104,T2,What,22.6,-0.6782435909448891,0.0058159039865942255
A104_T3,A104,T3,What,72.62,-0.8190797551697091,0.00743673875862367
A104_T4,A104,T4,What,145.78,-1.0183968148629141,0.009068354253203927
A105_T1,A105,T1,What,1.0,-0.4701891222835711,0.004339745445694174
A105_T2,A105,T2,What,22.77,-0.6780598327816102,0.005486835069152858
A105_T3,A105,T3,What,69.46,-0.8065666875387977,0.008704062751639617
A105_T4,A105,T4,What,146.2,-1.0188969729715163,0.009037819412435135
A106_T1,A106,T1,What,1.0,-0.4701891222835711,0.004339745445694174
A106_T2,A106,T2,What,22.64,-0.6781994924467585,0.005736303929625703
A106_T3,A106,T3,What,66.08,-0.7930912430749316,0.010131247633491406
A106_T4,A106,T4,What,147.13,-1.0199765768407847,0.008966131767623732
A107_T1,A107,T1,What,1.0,-0.4701891222835711,0.004339745445694174
A107_T2,A107,T2,What,26.22,-0.6763152447256063,0.005781588155361725
A107_T3,A107,T3,What,71.45,-0.8144602150074581,0.007895729435712371
A107_T4,A107,T4,What,145.95,-1.0186002039152193,0.009056133222016201
A108_T1,A108,T1,What,1.0,-0.4701891222835711,0.004339745445694174
A108_T2,A108,T2,What,27.61,-0.6766104609858506,0.0077739580036500265
A108_T3,A108,T3,What,68.96,-0.804577543688337,0.008911630398191327
A108_T4,A108,T4,What,152.12,-1.0251133196294016,0.008487391149267255
A109_T1,A109,T1,What,1.0,-0.4701891222835711,0.004339745445694174
A109_T2,A109,T2,What,24.65,-0.676652191819781,0.004090250225634839
A109_T3,A109,T3,What,71.17,-0.81335213597353,0.008007516492737874
A109_T4,A109,T4,What,149.87,-1.022934012105785,0.008722643058702087
A010_T1,A010,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A010_T2,A010,T2,Where,21.9,-0.7320264377770808,0.012626790516726648
A010_T3,A010,T3,Where,80.88,-0.8905466045583592,0.0047458271516409
A010_T4,A010,T4,Where,145.31,-1.0398288076687103,0.006383915983340885
A011_T1,A011,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A011_T2,A011,T2,Where,24.57,-0.7261626445191764,0.0029621414025947407
A011_T3,A011,T3,Where,72.55,-0.8587925067857421,0.005562575380657167
A011_T4,A011,T4,Where,148.85,-1.0427004026889224,0.00588707206046309
A012_T1,A012,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A012_T2,A012,T2,Where,25.6,-0.7246951404898532,0.0009066179051255361
A012_T3,A012,T3,Where,166.33,-1.0494417772765245,0.005898079336677829
A012_T4,A012,T4,Where,166.87,-1.049460408488791,0.0059834770472268544
A013_T1,A013,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A013_T2,A013,T2,Where,24.77,-0.725844431332057,0.0023626273802530413
A013_T3,A013,T3,Where,79.66,-0.8860213244845903,0.004616577081039541
A013_T4,A013,T4,Where,147.13,-1.041370599348758,0.006118194172461574
A014_T1,A014,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A014_T2,A014,T2,Where,25.66,-0.724622582749471,0.0009762544407335154
A014_T3,A014,T3,Where,70.56,-0.8509568435468217,0.0063240379866995045
A014_T4,A014,T4,Where,148.87,-1.0427151422316,0.005884522596975188
A015_T1,A015,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A015_T2,A015,T2,Where,23.69,-0.7277585529124635,0.00584265995381407
A015_T3,A015,T3,Where,70.59,-0.8510755094696726,0.006311358907696395
A015_T4,A015,T4,Where,146.54,-1.040886012833199,0.006202262492030143
A016_T1,A016,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A016_T2,A016,T2,Where,32.85,-0.7248864517586284,0.014463081499764911
A016_T3,A016,T3,Where,80.64,-0.8896601949310708,0.004715107997765298
A016_T4,A016,T4,Where,150.8,-1.044059753775928,0.005656222527231821
A017_T1,A017,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A017_T2,A017,T2,Where,20.61,-0.735987776338387,0.01827660070660162
A017_T3,A017,T3,Where,61.28,-0.8138317190471754,0.011262926533246734
A017_T4,A017,T4,Where,140.49,-1.0350678427809041,0.007147199299886732
A018_T1,A018,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A018_T2,A018,T2,Where,34.03,-0.726373500146744,0.01572270466178473
A018_T3,A018,T3,Where,83.64,-0.9006002668301143,0.005241927739430363
A018_T4,A018,T4,Where,150.87,-1.0441056392752437,0.005648660416557681
A019_T1,A019,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A019_T2,A019,T2,Where,28.69,-0.7226891376056984,0.007897406963184469
A019_T3,A019,T3,Where,83.68,-0.9007440201458706,0.005250618944668276
A019_T4,A019,T4,Where,154.76,-1.046341479717128,0.005326489021833077
A020_T1,A020,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A020_T2,A020,T2,Where,26.85,-0.7234671020775288,0.003764335266486002
A020_T3,A020,T3,Where,78.25,-0.8807329660719716,0.004561568061162237
A020_T4,A020,T4,Where,145.78,-1.0402402902915608,0.006313569551124605
A021_T1,A021,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A021_T2,A021,T2,Where,30.21,-0.7228972781822933,0.010716690405110751
A021_T3,A021,T3,Where,74.19,-0.8651885261483099,0.0050770111893691525
A021_T4,A021,T4,Where,140.39,-1.034958542577324,0.007163456879596647
A022_T1,A022,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A022_T2,A022,T2,Where,24.15,-0.7268841874153154,0.004294899673900553
A022_T3,A022,T3,Where,74.46,-0.8662355979490031,0.005011244703176834
A022_T4,A022,T4,Where,141.71,-1.036366672934971,0.0069494505388804344
A023_T1,A023,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A023_T2,A023,T2,Where,25.63,-0.7246586866255189,0.0009381896616557133
A023_T3,A023,T3,Where,72.2,-0.8574199519519234,0.005683909638267625
A023_T4,A023,T4,Where,145.07,-1.039615098097346,0.006420239914125145
A024_T1,A024,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A024_T2,A024,T2,Where,29.57,-0.7227205969924617,0.009593042510298909
A024_T3,A024,T3,Where,91.47,-0.9275850887226892,0.007181558340583912
A024_T4,A024,T4,Where,145.65,-1.0401274065216224,0.006332918341272439
A025_T1,A025,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A025_T2,A025,T2,Where,23.33,-0.7285051902790983,0.007110929941745978
A025_T3,A025,T3,Where,72.94,-0.860318904212912,0.0054343698330854276
A025_T4,A025,T4,Where,137.74,-1.031904482073875,0.007593512424978503
A026_T1,A026,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A026_T2,A026,T2,Where,26.48,-0.7237693628336757,0.0028465694360468815
A026_T3,A026,T3,Where,75.46,-0.8700980056990495,0.004805479145366714
A026_T4,A026,T4,Where,147.65,-1.041785627761916,0.006045995239141858
A027_T1,A027,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A027_T2,A027,T2,Where,28.26,-0.7227662334913926,0.007003101201136824
A027_T3,A027,T3,Where,74.58,-0.8667003981199558,0.004983380649982075
A027_T4,A027,T4,Where,145.92,-1.0403610623566086,0.006292829362608528
A028_T1,A028,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A028_T2,A028,T2,Where,22.82,-0.7296582091236947,0.00899038306738234
A028_T3,A028,T3,Where,72.26,-0.8576554255536534,0.00566269920650597
A028_T4,A028,T4,Where,138.91,-1.033290410199568,0.007404134023518772
A029_T1,A029,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A029_T2,A029,T2,Where,28.43,-0.7227283404395035,0.007361911633039272
A029_T3,A029,T3,Where,93.26,-0.9334089797671157,0.007607027404025419
A029_T4,A029,T4,Where,143.14,-1.037807902562679,0.006720422217110089
A030_T1,A030,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A030_T2,A030,T2,Where,32.95,-0.7249989763150579,0.014579090556201987
A030_T3,A030,T3,Where,71.93,-0.8563594240217247,0.005781403676894958
A030_T4,A030,T4,Where,150.46,-1.0438340184714325,0.005693714461485153
A031_T1,A031,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A031_T2,A031,T2,Where,32.41,-0.7244220928636198,0.013931406298086467
A031_T3,A031,T3,Where,71.56,-0.8549037773077485,0.00592028617653397
A031_T4,A031,T4,Where,143.85,-1.0384910943301697,0.006608522723130914
A032_T1,A032,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A032_T2,A032,T2,Where,57.18,-0.7975213916557641,0.013674504666225764
A032_T3,A032,T3,Where,80.16,-0.887881745281792,0.004661221108605322
A032_T4,A032,T4,Where,144.51,-1.0391069832801023,0.006505958314613167
A033_T1,A033,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A033_T2,A033,T2,Where,29.16,-0.7226748482941932,0.008825187029438823
A033_T3,A033,T3,Where,72.6,-0.8589883787868002,0.005545720109753933
A033_T4,A033,T4,Where,168.33,-1.0494559040136457,0.006236936751626707
A034_T1,A034,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A034_T2,A034,T2,Where,26.08,-0.7241535964124369,0.0018528202873657506
A034_T3,A034,T3,Where,74.28,-0.8655377443489648,0.005054620025206763
A034_T4,A034,T4,Where,145.38,-1.0398906820655678,0.006373371268540066
A035_T1,A035,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A035_T2,A035,T2,Where,44.76,-0.7522503973444723,0.019042007326447268
A035_T3,A035,T3,Where,79.98,-0.8872129114710099,0.004643750017969715
A035_T4,A035,T4,Where,152.47,-1.0450997596874456,0.005491548898378907
A036_T1,A036,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A036_T2,A036,T2,Where,21.63,-0.7327930706753091,0.0137551713217727
A036_T3,A036,T3,Where,71.47,-0.8545493033016213,0.005954962224969242
A036_T4,A036,T4,Where,143.85,-1.0384910943301697,0.006608522723130914
A037_T1,A037,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A037_T2,A037,T2,Where,23.7,-0.7277385990229669,0.005808129515818334
A037_T3,A037,T3,Where,72.08,-0.8569487863420384,0.005726829920850805
A037_T4,A037,T4,Where,143.66,-1.0383103679952634,0.00663832155144917
A038_T1,A038,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A038_T2,A038,T2,Where,71.85,-0.8560449153491204,0.005810922941759694
A038_T3,A038,T3,Where,72.86,-0.8600060616251989,0.005460051432739523
A038_T4,A038,T4,Where,152.89,-1.045343412143518,0.005455677537515727
A039_T1,A039,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A039_T2,A039,T2,Where,28.65,-0.7226937036402968,0.007816062898437497
A039_T3,A039,T3,Where,98.84,-0.9506849499963186,0.008736354501805056
A039_T4,A039,T4,Where,246.24,-0.9498224694078857,0.0527318141647318
A040_T1,A040,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A040_T2,A040,T2,Where,26.26,-0.7239732294854262,0.0022965950015010972
A040_T3,A040,T3,Where,71.28,-0.8538004693776542,0.006029282640660355
A040_T4,A040,T4,Where,143.53,-1.0381858295998418,0.006658774186246226
A041_T1,A041,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A041_T2,A041,T2,Where,31.78,-0.723846668782266,0.013108081781540297
A041_T3,A041,T3,Where,75.74,-0.8711749199635478,0.004758865590157166
A041_T4,A041,T4,Where,141.84,-1.0365013065710542,0.0069284761787099134
A042_T1,A042,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A042_T2,A042,T2,Where,28.93,-0.7226728247156518,0.008377588268330757
A042_T3,A042,T3,Where,72.17,-0.8573021877740905,0.005694577518161291
A042_T4,A042,T4,Where,146.02,-1.0404468236019897,0.0062780780600694445
A043_T1,A043,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A043_T2,A043,T2,Where,25.62,-0.7246707990013664,0.0009269050079361164
A043_T3,A043,T3,Where,64.94,-0.8285230985871457,0.009147141234077177
A043_T4,A043,T4,Where,149.33,-1.0430495789493148,0.005826857742661299
A044_T1,A044,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A044_T2,A044,T2,Where,47.66,-0.7618953863152058,0.01829380055238943
A044_T3,A044,T3,Where,91.63,-0.9281110939205339,0.007220566100672552
A044_T4,A044,T4,Where,155.27,-1.0465892048278382,0.005300565356242439
A045_T1,A045,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A045_T2,A045,T2,Where,24.66,-0.726017437145604,0.002688913755673123
A045_T3,A045,T3,Where,72.23,-0.8575376978953313,0.005673283481789276
A045_T4,A045,T4,Where,151.52,-1.044522124519945,0.005581103013467747
A046_T1,A046,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A046_T2,A046,T2,Where,24.32,-0.7265833804221374,0.0037451807477708477
A046_T3,A046,T3,Where,73.05,-0.8607488366542674,0.005399587611180498
A046_T4,A046,T4,Where,147.94,-1.0420121869415333,0.006006563990431523
A047_T1,A047,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A047_T2,A047,T2,Where,23.46,-0.7282292000312138,0.006647327275959379
A047_T3,A047,T3,Where,76.85,-0.8754235458887875,0.004622760773626017
A047_T4,A047,T4,Where,144.22,-1.0388386390064743,0.006550833938924253
A048_T1,A048,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A048_T2,A048,T2,Where,23.91,-0.7273293096901787,0.005091912873415541
A048_T3,A048,T3,Where,81.15,-0.8915415466763102,0.004783213039560018
A048_T4,A048,T4,Where,146.3,-1.0406847202273424,0.006237063983401149
A049_T1,A049,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A049_T2,A049,T2,Where,27.12,-0.7232782071952746,0.004419377583365453
A049_T3,A049,T3,Where,111.38,-0.984428412439218,0.009952217467803453
A049_T4,A049,T4,Where,168.86,-1.0494345424616336,0.006336723143368119
A050_T1,A050,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A050_T2,A050,T2,Where,24.73,-0.7259067749673886,0.002480207332488587
A050_T3,A050,T3,Where,93.39,-0.9338267070233677,0.007636909265438156
A050_T4,A050,T4,Where,148.69,-1.0425818892770877,0.005907590911908837
A051_T1,A051,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A051_T2,A051,T2,Where,17.16,-0.750329902545659,0.036817062006835106
A051_T3,A051,T3,Where,65.63,-0.8312924293543509,0.0087643441809714
A051_T4,A051,T4,Where,146.99,-1.0412569309444721,0.006137943511077202
A052_T1,A052,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A052_T2,A052,T2,Where,31.76,-0.7238301666939457,0.013080714550030471
A052_T3,A052,T3,Where,80.98,-0.8909153827880646,0.004759332541837478
A052_T4,A052,T4,Where,153.27,-1.0455576843648666,0.005425298763465873
A053_T1,A053,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A053_T2,A053,T2,Where,32.71,-0.7247332376984086,0.01429768877120732
A053_T3,A053,T3,Where,78.28,-0.8808461135215646,0.004561565935393944
A053_T4,A053,T4,Where,148.9,-1.042737220458842,0.0058807048792170686
A054_T1,A054,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A054_T2,A054,T2,Where,16.9,-0.7516264643622252,0.03842904744465225
A054_T3,A054,T3,Where,72.83,-0.8598887101698652,0.0054697650191272195
A054_T4,A054,T4,Where,136.83,-1.0307853120572705,0.007739540069469243
A055_T1,A055,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A055_T2,A055,T2,Where,23.24,-0.7287005029707876,0.0074355765710128596
A055_T3,A055,T3,Where,74.48,-0.8663130889515008,0.0050065419085446325
A055_T4,A055,T4,Where,149.21,-1.0429631790585494,0.005841717993582793
A056_T1,A056,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A056_T2,A056,T2,Where,33.61,-0.7258048934830212,0.0153012732913384
A056_T3,A056,T3,Where,71.46,-0.854509907845179,0.005958836257570916
A056_T4,A056,T4,Where,147.84,-1.041934458891178,0.006020090955504264
A057_T1,A057,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A057_T2,A057,T2,Where,24.78,-0.7258289465972654,0.0023334392720110787
A057_T3,A057,T3,Where,73.83,-0.8637897390362712,0.005171184701637713
A057_T4,A057,T4,Where,145.06,-1.039606140791272,0.006421759010287174
A058_T1,A058,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A058_T2,A058,T2,Where,22.96,-0.7293304738350768,0.008464834626958084
A058_T3,A058,T3,Where,66.28,-0.8338989767575508,0.008410669370454888
A058_T4,A058,T4,Where,143.48,-1.0381377389607147,0.0066666539178293766
A059_T1,A059,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A059_T2,A059,T2,Where,30.4,-0.722973835714882,0.011033150397424368
A059_T3,A059,T3,Where,79.78,-0.8864685501842753,0.004626172480064294
A059_T4,A059,T4,Where,151.93,-1.0447759377973593,0.005541066111445981
A060_T1,A060,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A060_T2,A060,T2,Where,24.87,-0.7256914013741325,0.0020748942530760834
A060_T3,A060,T3,Where,94.68,-0.9379329552276146,0.007925014053271184
A060_T4,A060,T4,Where,143.91,-1.0385478474054113,0.006599136500121196
A061_T1,A061,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A061_T2,A061,T2,Where,35.16,-0.7281083491086924,0.0167175241977317
A061_T3,A061,T3,Where,82.55,-0.8966611858539633,0.005019101343900075
A061_T4,A061,T4,Where,146.56,-1.0409026781937218,0.006199377598951237
A062_T1,A062,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A062_T2,A062,T2,Where,44.69,-0.7520277596017696,0.019054109531985188
A062_T3,A062,T3,Where,92.72,-0.931666177415435,0.0074813464323460485
A062_T4,A062,T4,Where,149.18,-1.0429414859929633,0.005845453498477308
A063_T1,A063,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A063_T2,A063,T2,Where,21.98,-0.7318055755722538,0.012297846853405686
A063_T3,A063,T3,Where,69.99,-0.8486993438996329,0.0065711112743725856
A063_T4,A063,T4,Where,141.09,-1.035714603660928,0.007049775799762089
A064_T1,A064,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A064_T2,A064,T2,Where,37.65,-0.7328948497861099,0.018266402898710295
A064_T3,A064,T3,Where,82.99,-0.898256305023524,0.005105570105568686
A064_T4,A064,T4,Where,156.21,-1.0470184707851729,0.0052640423716158345
A065_T1,A065,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A065_T2,A065,T2,Where,32.31,-0.7243236417313468,0.013805665791928823
A065_T3,A065,T3,Where,106.41,-0.9719126501169143,0.009693547153801335
A065_T4,A065,T4,Where,187.43,-1.0423115302026584,0.011676365189531848
A066_T1,A066,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A066_T2,A066,T2,Where,23.35,-0.7284622594802754,0.00703919583567522
A066_T3,A066,T3,Where,73.79,-0.8636341313791568,0.005182097131677188
A066_T4,A066,T4,Where,164.93,-1.049342100118515,0.005698938536266279
A067_T1,A067,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A067_T2,A067,T2,Where,29.91,-0.7227987153965716,0.010201176566329725
A067_T3,A067,T3,Where,73.19,-0.8612956412884999,0.005356217830793253
A067_T4,A067,T4,Where,144.19,-1.038810675943473,0.006555493806902234
A068_T1,A068,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A068_T2,A068,T2,Where,30.49,-0.7230138814275869,0.011180372724083829
A068_T3,A068,T3,Where,82.98,-0.8982201275082385,0.0051035492603973805
A068_T4,A068,T4,Where,155.59,-1.0467393096700381,0.005286466326044455
A069_T1,A069,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A069_T2,A069,T2,Where,24.96,-0.7255571182799259,0.001825191831873514
A069_T3,A069,T3,Where,79.75,-0.8863567864522287,0.004623705986276681
A069_T4,A069,T4,Where,140.22,-1.0347717430212497,0.007191103180198946
A070_T1,A070,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A070_T2,A070,T2,Where,24.25,-0.7267057938552615,0.0039699689610014815
A070_T3,A070,T3,Where,81.92,-0.8943655950302627,0.00490489722744984
A070_T4,A070,T4,Where,149.2,-1.0429559521750325,0.005842962258674217
A071_T1,A071,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A071_T2,A071,T2,Where,30.92,-0.7232382881594137,0.011860379325296917
A071_T3,A071,T3,Where,79.96,-0.8871385326413842,0.004641904441946241
A071_T4,A071,T4,Where,153.27,-1.0455576843648666,0.005425298763465873
A072_T1,A072,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A072_T2,A072,T2,Where,33.76,-0.7260030777178823,0.015455118573815839
A072_T3,A072,T3,Where,83.54,-0.9002406335434345,0.005220343323094959
A072_T4,A072,T4,Where,154.89,-1.0464056179891055,0.005319483941835343
A073_T1,A073,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A073_T2,A073,T2,Where,66.66,-0.8354214912502461,0.008207403289473685
A073_T3,A073,T3,Where,66.9,-0.8363824967481324,0.008080466559678309
A073_T4,A073,T4,Where,140.12,-1.034661278734701,0.0072073694500826724
A074_T1,A074,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A074_T2,A074,T2,Where,29.33,-0.7226873153930392,0.009148200645155632
A074_T3,A074,T3,Where,73.02,-0.8606316084324621,0.0054090124469245784
A074_T4,A074,T4,Where,147.21,-1.041435184848256,0.006106966644200612
A075_T1,A075,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A075_T2,A075,T2,Where,28.68,-0.7226902294005233,0.007877106273953641
A075_T3,A075,T3,Where,71.37,-0.8541552641945197,0.005993891162986294
A075_T4,A075,T4,Where,244.53,-0.9537848329705381,0.050727047872655896
A076_T1,A076,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A076_T2,A076,T2,Where,27.3,-0.7231669144053203,0.004847491693726342
A076_T3,A076,T3,Where,74.88,-0.8678608535210658,0.004917459339123421
A076_T4,A076,T4,Where,149.28,-1.043013651388558,0.0058330335425741935
A077_T1,A077,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A077_T2,A077,T2,Where,53.88,-0.7846865552655187,0.01551705769068578
A077_T3,A077,T3,Where,78.36,-0.8811477087367987,0.004561820105491271
A077_T4,A077,T4,Where,149.75,-1.0433472910680337,0.005775903778464612
A078_T1,A078,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A078_T2,A078,T2,Where,26.17,-0.7240618787982909,0.0020732896668069194
A078_T3,A078,T3,Where,72.3,-0.8578123672338835,0.005648652260706356
A078_T4,A078,T4,Where,140.08,-1.034616972215402,0.007213876524933199
A079_T1,A079,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A079_T2,A079,T2,Where,26.11,-0.7241226821073176,0.0019258801906951383
A079_T3,A079,T3,Where,74.0,-0.8644506565442808,0.005125802349722084
A079_T4,A079,T4,Where,194.42,-1.0365827183636893,0.01438984695698841
A080_T1,A080,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A080_T2,A080,T2,Where,29.03,-0.7226715949306659,0.008573699788396665
A080_T3,A080,T3,Where,72.87,-0.8600451744841917,0.005456823602740672
A080_T4,A080,T4,Where,145.77,-1.0402316321709346,0.006315054872472813
A081_T1,A081,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A081_T2,A081,T2,Where,31.39,-0.7235448969377912,0.01256041926822655
A081_T3,A081,T3,Where,80.13,-0.8877703450852037,0.0046582026248504094
A081_T4,A081,T4,Where,154.53,-1.0462263383668642,0.005339537347297119
A082_T1,A082,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A082_T2,A082,T2,Where,27.97,-0.7228535508521042,0.006375072778285924
A082_T3,A082,T3,Where,75.71,-0.8710596341447513,0.004763625289986408
A082_T4,A082,T4,Where,170.25,-1.0493289258148573,0.006616847273192727
A083_T1,A083,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A083_T2,A083,T2,Where,25.15,-0.7252842854525454,0.001341957509787767
A083_T3,A083,T3,Where,74.3,-0.8656153221087314,0.005049707631215529
A083_T4,A083,T4,Where,144.91,-1.0394712745769903,0.00644459760438806
A084_T1,A084,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A084_T2,A084,T2,Where,27.25,-0.7231966627118689,0.00472929484911848
A084_T3,A084,T3,Where,91.97,-0.9292253315437681,0.007302865471326832
A084_T4,A084,T4,Where,162.51,-1.0489934995613848,0.005435441356366298
A085_T1,A085,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A085_T2,A085,T2,Where,24.51,-0.7262612848989923,0.003147029486809693
A085_T3,A085,T3,Where,71.4,-0.8542734956119805,0.0059821685922090756
A085_T4,A085,T4,Where,170.65,-1.049285286809779,0.006702174698171799
A086_T1,A086,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A086_T2,A086,T2,Where,23.47,-0.7282082691461711,0.006611927298431683
A086_T3,A086,T3,Where,145.29,-1.0398110913281524,0.006386932953664563
A086_T4,A086,T4,Where,169.55,-1.049391068344216,0.006472524817986387
A087_T1,A087,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A087_T2,A087,T2,Where,31.07,-0.7233292654373739,0.012088633202186201
A087_T3,A087,T3,Where,72.8,-0.8597713394349579,0.00547952362909378
A087_T4,A087,T4,Where,144.2,-1.0388200012021143,0.006553940161506005
A088_T1,A088,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A088_T2,A088,T2,Where,24.25,-0.7267057938552615,0.0039699689610014815
A088_T3,A088,T3,Where,74.91,-0.8679767764662669,0.004911163966729266
A088_T4,A088,T4,Where,149.93,-1.0434726524736395,0.005754585759250246
A089_T1,A089,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A089_T2,A089,T2,Where,32.14,-0.7241623887864579,0.013587662220561106
A089_T3,A089,T3,Where,79.34,-0.884826507752966,0.004594586508831185
A089_T4,A089,T4,Where,146.96,-1.0412324667868693,0.0061421920249592485
A090_T1,A090,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A090_T2,A090,T2,Where,23.54,-0.7280629463816997,0.006365178461665545
A090_T3,A090,T3,Where,95.42,-0.940256350215165,0.008082965797925135
A090_T4,A090,T4,Where,144.07,-1.0386984422280021,0.006574164957656885
A091_T1,A091,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A091_T2,A091,T2,Where,22.2,-0.7312129536840832,0.011405857306471012
A091_T3,A091,T3,Where,73.64,-0.8630502742508468,0.005223804596044335
A091_T4,A091,T4,Where,142.61,-1.0372839258945012,0.0068048223247342615
A092_T1,A092,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A092_T2,A092,T2,Where,22.83,-0.7296345162636046,0.008952602189640268
A092_T3,A092,T3,Where,71.31,-0.8539187510239893,0.006017448340955025
A092_T4,A092,T4,Where,146.16,-1.0405661834445785,0.006257516846387754
A093_T1,A093,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A093_T2,A093,T2,Where,22.09,-0.7315065652436361,0.011849547127288232
A093_T3,A093,T3,Where,70.22,-0.8496109057043417,0.006470029620983434
A093_T4,A093,T4,Where,140.95,-1.0355650778608483,0.007072484752950312
A094_T1,A094,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A094_T2,A094,T2,Where,22.98,-0.7292843504385212,0.008390350835032362
A094_T3,A094,T3,Where,76.21,-0.8729779539272304,0.004691702074278439
A094_T4,A094,T4,Where,149.99,-1.0435141426649603,0.005747550983244554
A095_T1,A095,T1,Where,1.0,-0.49308949976289523,0.0018251548193044152
A095_T2,A095,T2,Where,29.71,-0.7227483988276082,0.009846557672518016
A095_T3,A095,T3,Where,78.76,-0.882652798686139,0.004568676965378999
