composite_ID,UID,TEST,TSVR_hours,theta,se_all,age,Age_c,Time,Time_log
A084_2,A084,2,27.25,-0.4066572,0.3,59.0,14.43,27.25,3.34109345759245
A084_3,A084,3,91.97,0.011830099,0.3,59.0,14.43,91.97,4.532276860467767
A084_4,A084,4,162.51,-0.024996497,0.3,59.0,14.43,162.51,5.096874150546495
A085_1,A085,1,1.0,0.29977113,0.3,58.0,13.43,1.0,0.6931471805599453
A085_2,A085,2,24.51,1.7130281,0.3,58.0,13.43,24.51,3.23907053215372
A085_3,A085,3,71.4,-0.14947924,0.3,58.0,13.43,71.4,4.282206299391671
A085_4,A085,4,170.65,-0.5059031,0.3,58.0,13.43,170.65,5.145457519903701
A086_1,A086,1,1.0,0.9054527,0.3,58.0,13.43,1.0,0.6931471805599453
A086_2,A086,2,23.47,-0.35819164,0.3,58.0,13.43,23.47,3.19744787745458
A086_3,A086,3,145.29,-1.1229844,0.3,58.0,13.43,145.29,4.985590952989995
A086_4,A086,4,169.55,-1.1456217,0.3,58.0,13.43,169.55,5.139028508864655
A087_1,A087,1,1.0,1.164813,0.3,59.0,14.43,1.0,0.6931471805599453
A087_2,A087,2,31.07,1.112516,0.3,59.0,14.43,31.07,3.4679210137050633
A087_3,A087,3,72.8,-0.23325346,0.3,59.0,14.43,72.8,4.301358731606427
A087_4,A087,4,144.2,0.27864328,0.3,59.0,14.43,144.2,4.978112102390695
A088_1,A088,1,1.0,2.00997,0.3,56.0,11.43,1.0,0.6931471805599453
A088_2,A088,2,24.25,2.599694,0.3,56.0,11.43,24.25,3.228826155721369
A088_3,A088,3,74.91,0.43418288,0.3,56.0,11.43,74.91,4.3295484280286765
A088_4,A088,4,149.93,1.1879628,0.3,56.0,11.43,149.93,5.016816153171337
A089_1,A089,1,1.0,1.6034564,0.3,56.0,11.43,1.0,0.6931471805599453
A089_2,A089,2,32.14,0.9674698,0.3,56.0,11.43,32.14,3.500741011998417
A089_3,A089,3,79.34,0.524776,0.3,56.0,11.43,79.34,4.386267628931136
A089_4,A089,4,146.96,0.3647498,0.3,56.0,11.43,146.96,4.996941966964253
A090_1,A090,1,1.0,0.20163605,0.3,61.0,16.43,1.0,0.6931471805599453
A090_2,A090,2,23.54,-0.51139903,0.3,61.0,16.43,23.54,3.2003044392827653
A090_3,A090,3,95.42,-1.5578265,0.3,61.0,16.43,95.42,4.568713648977476
A090_4,A090,4,144.07,-1.1440647,0.3,61.0,16.43,144.07,4.977216384550811
A091_1,A091,1,1.0,0.64397514,0.3,63.0,18.43,1.0,0.6931471805599453
A091_2,A091,2,22.2,-0.25296763,0.3,63.0,18.43,22.2,3.1441522786722644
A091_3,A091,3,73.64,-1.0806334,0.3,63.0,18.43,73.64,4.312676556539088
A091_4,A091,4,142.61,-0.80276793,0.3,63.0,18.43,142.61,4.9671012920725275
A092_1,A092,1,1.0,-0.28513366,0.3,60.0,15.43,1.0,0.6931471805599453
A092_2,A092,2,22.83,-0.78696686,0.3,60.0,15.43,22.83,3.170945291110651
A092_3,A092,3,71.31,-0.45482323,0.3,60.0,15.43,71.31,4.28096243218686
A092_4,A092,4,146.16,-1.3833519,0.3,60.0,15.43,146.16,4.991520430236574
A093_1,A093,1,1.0,0.56161565,0.3,64.0,19.43,1.0,0.6931471805599453
A093_2,A093,2,22.09,0.19028424,0.3,64.0,19.43,22.09,3.139399623366404
A093_3,A093,3,70.22,0.67098945,0.3,64.0,19.43,70.22,4.265773677849632
A093_4,A093,4,140.95,0.5149613,0.3,64.0,19.43,140.95,4.95547488291898
A094_1,A094,1,1.0,-0.70889944,0.3,60.0,15.43,1.0,0.6931471805599453
A094_2,A094,2,22.98,-0.17624284,0.3,60.0,15.43,22.98,3.177220149599368
A094_3,A094,3,76.21,-1.6861137,0.3,60.0,15.43,76.21,4.3465289823207245
A094_4,A094,4,149.99,-1.1788263,0.3,60.0,15.43,149.99,5.017213609456379
A095_1,A095,1,1.0,1.5409168,0.3,61.0,16.43,1.0,0.6931471805599453
A095_2,A095,2,29.71,-0.27584857,0.3,61.0,16.43,29.71,3.424588334452731
A095_3,A095,3,78.76,-0.5608494,0.3,61.0,16.43,78.76,4.379022125653583
A095_4,A095,4,148.79,-0.7580661,0.3,61.0,16.43,148.79,5.009234313180627
A096_1,A096,1,1.0,-0.45961466,0.3,60.0,15.43,1.0,0.6931471805599453
A096_2,A096,2,24.49,-1.2598481,0.3,60.0,15.43,24.49,3.238286218388024
A096_3,A096,3,71.19,-2.12857,0.3,60.0,15.43,71.19,4.279301532151069
A096_4,A096,4,143.66,-1.4557325,0.3,60.0,15.43,143.66,4.974386161421135
A097_1,A097,1,1.0,0.24293853,0.3,64.0,19.43,1.0,0.6931471805599453
A097_2,A097,2,24.37,-0.5491651,0.3,64.0,19.43,24.37,3.2335673736111907
A097_3,A097,3,70.83,0.7895957,0.3,64.0,19.43,70.83,4.27430221608671
A097_4,A097,4,144.85,0.086306766,0.3,64.0,19.43,144.85,4.98257869631373
A098_1,A098,1,1.0,0.6008492,0.3,60.0,15.43,1.0,0.6931471805599453
A098_2,A098,2,25.77,0.3483601,0.3,60.0,15.43,25.77,3.2872818575322613
A098_3,A098,3,78.84,1.1610224,0.3,60.0,15.43,78.84,4.380024632003209
A098_4,A098,4,146.29,-0.6924288,0.3,60.0,15.43,146.29,4.992403432501452
A099_1,A099,1,1.0,1.1219946,0.3,63.0,18.43,1.0,0.6931471805599453
A099_2,A099,2,28.75,1.2483166,0.3,63.0,18.43,28.75,3.392829131991639
A099_3,A099,3,78.57,-0.21441267,0.3,63.0,18.43,78.57,4.3766371373894435
A099_4,A099,4,143.51,0.8498486,0.3,63.0,18.43,143.51,4.973348709310239
A100_1,A100,1,1.0,-0.06985861,0.3,66.0,21.43,1.0,0.6931471805599453
A100_2,A100,2,31.14,0.79101294,0.3,66.0,21.43,31.14,3.4701013603093664
A100_3,A100,3,75.34,0.2661362,0.3,66.0,21.43,75.34,4.3351970473170836
A100_4,A100,4,146.8,0.06164612,0.3,66.0,21.43,146.8,4.995860008514102
A101_1,A101,1,1.0,-1.0356112,0.3,69.0,24.43,1.0,0.6931471805599453
A101_2,A101,2,29.12,-0.70036155,0.3,69.0,24.43,29.12,3.405189402931693
A101_3,A101,3,75.21,-1.5118189,0.3,69.0,24.43,75.21,4.333492687678026
A101_4,A101,4,150.22,-1.1640573,0.3,69.0,24.43,150.22,5.018735730130124
A102_1,A102,1,1.0,-0.044223346,0.3,68.0,23.43,1.0,0.6931471805599453
A102_2,A102,2,29.13,1.0700971,0.3,68.0,23.43,29.13,3.40552135314221
A102_3,A102,3,75.27,-0.4782194,0.3,68.0,23.43,75.27,4.3342796761761475
A102_4,A102,4,150.41,-0.5023084,0.3,68.0,23.43,150.41,5.019991389020281
A103_1,A103,1,1.0,1.7611793,0.3,68.0,23.43,1.0,0.6931471805599453
A103_2,A103,2,27.26,-1.0142955,0.3,68.0,23.43,27.26,3.3414473772563813
A103_3,A103,3,80.24,-1.7227138,0.3,68.0,23.43,80.24,4.397407736712184
A103_4,A103,4,149.72,-0.96813315,0.3,68.0,23.43,149.72,5.015423810828053
A104_1,A104,1,1.0,1.7474676,0.3,66.0,21.43,1.0,0.6931471805599453
A104_2,A104,2,22.6,0.04523211,0.3,66.0,21.43,22.6,3.1612467120315646
A104_3,A104,3,72.62,0.22338806,0.3,66.0,21.43,72.62,4.298916727950875
A104_4,A104,4,145.78,-1.7777252,0.3,66.0,21.43,145.78,4.9889348671169165
A105_1,A105,1,1.0,0.61165696,0.3,68.0,23.43,1.0,0.6931471805599453
A105_2,A105,2,22.77,0.47426346,0.3,68.0,23.43,22.77,3.1684242813721024
A105_3,A105,3,69.46,-0.23769371,0.3,68.0,23.43,69.46,4.255045172913092
A105_4,A105,4,146.2,0.29649377,0.3,68.0,23.43,146.2,4.991792206294776
A106_1,A106,1,1.0,1.1972102,0.3,66.0,21.43,1.0,0.6931471805599453
A106_2,A106,2,22.64,0.124567874,0.3,66.0,21.43,22.64,3.1629401925378975
A106_3,A106,3,66.08,0.3480307,0.3,66.0,21.43,66.08,4.205885936955008
A106_4,A106,4,147.13,1.0106606,0.3,66.0,21.43,147.13,4.998090266593961
A107_1,A107,1,1.0,-0.71622896,0.3,70.0,25.43,1.0,0.6931471805599453
A107_2,A107,2,26.22,-1.6166046,0.3,70.0,25.43,26.22,3.30395199722332
A107_3,A107,3,71.45,-1.0414004,0.3,70.0,25.43,71.45,4.282896668766692
A107_4,A107,4,145.95,-1.2497748,0.3,70.0,25.43,145.95,4.990092392864926
A108_1,A108,1,1.0,-0.4913459,0.3,69.0,24.43,1.0,0.6931471805599453
A108_2,A108,2,27.61,-1.1094757,0.3,69.0,24.43,27.61,3.3537563070620187
A108_3,A108,3,68.96,-0.358304,0.3,69.0,24.43,68.96,4.247923650150401
A108_4,A108,4,152.12,-1.1333818,0.3,69.0,24.43,152.12,5.031221927704644
A109_1,A109,1,1.0,-0.25337747,0.3,68.0,23.43,1.0,0.6931471805599453
A109_2,A109,2,24.65,-1.0994496,0.3,68.0,23.43,24.65,3.2445435716167785
A109_3,A109,3,71.17,-0.23198725,0.3,68.0,23.43,71.17,4.279024447084182
A109_4,A109,4,149.87,-1.2962439,0.3,68.0,23.43,149.87,5.016418538851983
