composite_ID,UID,test,theta_observed,theta_ma_fitted,residual_ma,TSVR_hours
A056_4,A056,T4,-0.9539059,-0.5463402889450258,-0.40756561105497413,147.84
A057_1,A057,T1,0.4946756,0.21706284307192864,0.27761275692807136,1.0
A057_2,A057,T2,-0.77376056,-0.28890225888614374,-0.4848583011138563,24.78
A057_3,A057,T3,-0.68134856,-0.6722658708537526,-0.009082689146247436,73.83
A057_4,A057,T4,-1.0877718,-0.9203804558810742,-0.16739134411892587,145.06
A058_1,A058,T1,1.0215306,0.41630519287801226,0.6052254071219877,1.0
A058_2,A058,T2,-0.8427394,-0.06585821603313993,-0.7768811839668601,22.96
A058_3,A058,T3,-0.121771336,-0.4330738192694716,0.3113024832694716,66.28
A058_4,A058,T4,-1.0669552,-0.7172027105258175,-0.34975248947418247,143.48
A059_1,A059,T1,0.99710035,1.4732572896707812,-0.4761569396707812,1.0
A059_2,A059,T2,1.2424322,0.9009600689140728,0.34147213108592733,30.4
A059_3,A059,T3,1.3356622,0.5551757747034686,0.7804864252965314,79.78
A059_4,A059,T4,0.38432297,0.31923625499237257,0.06508671500762742,151.93
A060_1,A060,T1,-0.051358394,0.8495787697892688,-0.9009371637892688,1.0
A060_2,A060,T2,1.310061,0.3424689807805982,0.9675920192194017,24.87
A060_3,A060,T3,-0.5090028,-0.1319736018529217,-0.37702919814707825,94.68
A060_4,A060,T4,0.19280487,-0.28500486914687434,0.4778097391468743,143.91
A061_1,A061,T1,2.529091,1.3807163762907815,1.1483746237092187,1.0
A061_2,A061,T2,0.94611883,0.7591928511143644,0.18692597888563556,35.16
A061_3,A061,T3,0.27741587,0.4499711158408103,-0.17255524584081028,82.55
A061_4,A061,T4,-0.2929151,0.23958042939869473,-0.5324955293986947,146.56
A062_1,A062,T1,1.5359104,0.7719804134407375,0.7639299865592624,1.0
A062_2,A062,T2,0.14121151,0.0663084050130414,0.07490310498695861,44.69
A062_3,A062,T3,-0.59946907,-0.20183051821835074,-0.3976385517816493,92.72
A062_4,A062,T4,-0.7168849,-0.3755062888606197,-0.34137861113938034,149.18
A063_1,A063,T1,0.86206603,0.8645968045655414,-0.002530774565541405,1.0
A063_2,A063,T2,0.7186035,0.39579371327051094,0.322809786729489,21.98
A063_3,A063,T3,0.17484958,-0.004936598212224656,0.17978617821222467,69.99
A063_4,A063,T4,-0.58241045,-0.26286664571764806,-0.31954380428235196,141.09
A064_1,A064,T1,0.83211017,0.9344051651551364,-0.1022949951551364,1.0
A064_2,A064,T2,0.56187433,0.2892209225798247,0.2726534074201753,37.65
