bootstrap_iteration,cohens_d
2500,1.4923056047904089
2501,1.4532585276411627
2502,1.2832344649857206
2503,1.390657759524962
2504,1.5273974062438995
2505,1.2534710722754208
2506,1.1212349489768716
2507,1.7414654243645669
2508,1.4506192280665697
2509,1.4504969196505844
2510,1.2959174955139108
2511,1.0952545179680973
2512,1.3484421615294875
2513,1.8273090689010725
2514,1.3357353339642724
2515,1.330688300817567
2516,1.5354051926603056
2517,1.2665568481506517
2518,1.4686031266642512
2519,1.4664108710516692
2520,1.29809816104544
2521,1.1565923781081948
2522,1.3680431521037653
2523,1.1845586923791258
2524,1.3324150488799802
2525,1.3173267492707423
2526,1.2892733079176861
2527,1.3869191484420618
2528,1.3942013240066549
2529,1.3929974859031686
2530,1.400683591465125
2531,1.4408849998577837
2532,1.4921880714714717
2533,1.2392394299005751
2534,1.48658000368956
2535,1.2374122343674396
2536,1.4516248092431299
2537,1.100170306624624
2538,1.1492885113518672
2539,1.495185181052019
2540,1.5144486854061152
2541,1.177109808629612
2542,1.3521759008440248
2543,1.583473635815992
2544,1.5857152769571203
2545,1.3161436195130558
2546,1.295275745023249
2547,1.510933749838821
2548,1.2896288710393915
2549,1.4701674447236914
2550,1.6900772534093333
2551,1.492595352928959
2552,1.4609509223854384
2553,1.3139021540577582
2554,1.4367030479554999
2555,1.560796357696026
2556,1.3176561558155542
2557,1.148427012660022
2558,1.3110989573805423
2559,1.5326484683272272
2560,1.3772501936197403
2561,1.5847816035059734
2562,1.3136650764619378
2563,1.4919090857033703
2564,1.657511833238391
2565,1.6206899760921283
2566,1.3815150733301054
2567,1.3303806346925533
2568,1.6819790319670218
2569,1.371324867964951
2570,1.4278115892163297
2571,1.4044058696857726
2572,1.5719761785823019
2573,1.17644807518773
2574,1.6423062521507308
2575,1.4817195674802064
2576,1.5145642840095968
2577,1.441904285241841
2578,1.2009001733778588
2579,1.4535770696595218
2580,1.2765809744185705
2581,1.736313021267835
2582,1.3033831242632725
2583,1.8851115702378654
2584,1.4371004972399566
2585,1.2074867004498997
2586,1.1741993196248834
2587,1.390871074344478
2588,1.6855699957839514
2589,1.4808678316602215
2590,1.2830096005340135
2591,1.26908937196529
2592,1.2726341421401284
2593,1.4020601258929175
2594,1.4647660184066456
2595,1.4209384985776263
2596,1.556716895638607
2597,1.1472646974135188
2598,1.5921347030553386
2599,1.142027763147293
2600,1.5194130575524907
2601,1.6522961859693286
2602,1.370670774333753
2603,1.557957723812968
2604,1.5339397791319438
2605,1.636170252202199
2606,1.371371913924318
2607,1.3288482890079985
2608,1.7892995541239252
2609,1.3437153663814039
2610,1.124901381215325
2611,1.5164581247544113
2612,1.241140068621733
2613,1.057614030724496
2614,1.0826096756509662
2615,1.4481849985230366
2616,1.2567645402493586
2617,1.535765747753278
2618,1.7253940504571712
2619,1.3121050835015036
2620,1.376991185235915
2621,1.4150582941983396
2622,1.369709418362176
2623,1.3672090712632832
2624,1.3038341871821142
2625,1.634754404752321
2626,1.285578431877155
2627,1.1502383058062982
2628,1.3134705422915345
2629,1.6026784675409471
2630,1.0703457180939049
2631,1.5843496425384371
2632,1.2829279499238182
2633,1.6785596396502673
2634,1.4485253719012294
2635,1.4650582954571059
2636,1.4648790909042426
2637,1.4505809242851173
2638,1.2407249861624983
2639,1.596750047406105
2640,1.5110167932097174
2641,1.4644738977122798
2642,1.1613933954547144
2643,1.4833405627990126
2644,1.2186496851652318
2645,1.5669222827655183
2646,1.2568631472287353
2647,1.3044800930617673
2648,1.287479821453601
2649,1.243955787319037
2650,1.394553384149581
2651,1.126196737026502
2652,1.366033108801377
2653,1.7435610262685888
2654,1.469580093081852
2655,1.4664466560568326
2656,1.4379683225496989
2657,1.4048434884853502
2658,1.4232923972999174
2659,1.223368304225046
2660,1.3032253552905635
2661,1.1613096321757042
2662,1.2696719683182074
2663,1.1574456742499806
2664,1.3791643526716417
2665,1.607297974772891
2666,1.5513414700911345
2667,1.2689820339359725
2668,1.4175344120389308
2669,1.5203877300882225
2670,1.1132595903052531
2671,1.296949532493464
2672,1.274077509092256
2673,1.5039985732287673
2674,1.2434058808791044
2675,1.1816716906911364
2676,1.6006410218984695
2677,1.3411066440564134
2678,1.352014157370975
2679,1.6373405039019575
2680,1.5634129474200686
2681,1.6049984213500197
2682,1.4809758911586164
2683,1.6920631965585582
2684,1.3816047064885775
2685,1.4958090721020343
2686,1.2872293971001973
2687,1.2917843530761581
2688,1.7009442797815353
2689,1.4990090938174376
2690,1.3669111092433448
2691,1.5589606224576011
2692,1.4359676994267578
2693,1.471913972673798
2694,1.4641454677186199
2695,1.0670031260890283
2696,1.4202784815659104
2697,1.3211626308741014
2698,1.1380606625641647
2699,1.3893577473186227
2700,1.3499543668917213
2701,1.4373815906005722
